Code,Name,Gross Price,LOS ,Type,Discount
CAR-0016,Pulmonary Valvuplasty with RHC + Shunt,23100,1 ICU + 3 Wards,PKG,0.0
CAR-0017,Cardioversion/Defibrillation,3465,Day Case,PKG,0.0
CAR-0018,VVD (Permanent Pacemaker) without cost of Peacemaker,51975,1 ICU + 3 Wards,PKG,0.0
CAR-0019,Mitral Valvuloplasty,40425,1 ICU + 1 Ward,PKG,0.0
FMCTS-0023,EXTERNAL PACE-MAKER,7650.5,,service,0.15
FMCTS-0026,ONE-WAY VALVE FOR CHEST TUBE  (HEIMLICH'S VALVE),229.5149932861328,,service,0.15
FMCTS-0027,DIAGNOSTIC ASPIRATION,482.57001342773435,,service,0.15
FMCTS-0045,ASPIRATION BIOPSY,482.57001342773435,,service,0.15
FMCTSS0002,GAUZE FIXATION OF FLAIL CHEST,3213.210107421875,,service,0.15
FMCTSS0004,INTERCOSTAL NERVE BLOCK,1606.6050537109375,,service,0.15
FMCTSS0005,CHEMICAL PLEUROCTESIS,3213.210107421875,,service,0.15
FMCTSS0009,DIAGNOSTIC RIGID BRONCHOSCOPY,4819.814892578125,,service,0.15
FMCTSS0010,THERAPEUTIC RIGID BRONCHOSCOPY,5623.70595703125,,service,0.15
FMCTSS0011,DIAG. RIGID OESOPHAGOSCOPY,3213.210107421875,,service,0.15
FMCTSS0012,THERA. RIGID OESOPHAGOSCOPY,4017.1009033203127,,service,0.15
FMCTSS0013,NEEDLE LUNG BIOPSY,3213.210107421875,,service,0.15
FMCTSS0014,NEEDLE PLEURAL BIOPSY,3213.210107421875,,service,0.15
FMCTSS0015,THORACENTESIS,2410.4961181640624,,service,0.15
FMCTSS0018,PERICARDIOTHENTESIS,4017.1009033203127,,service,0.15
FMERDA0002,ABSCESS INCISION DEEP,253.05500335693358,,service,0.15
MTSUR-0002,ABSCESS INCISION DEEP,1032.8174865722656,,service,0.15
FMCTSS0026,PDA CLOSURE BY COIL,3886.4538818359374,,service,0.15
FMCTSS0027,ASD CLOSURE BY DEVICE,5829.68095703125,,service,0.15
FMCTSS0028,PDA CLOSURE BY DEVICE,5829.68095703125,,service,0.15
FMCTSS0001,CHEST TUBE INSERTION,4017.1009033203127,,service,0.15
FMCTS-0042,ASPIRATION OF COLD ABSCESS,321.32098388671875,,service,0.15
FMCTS-1000,DAY  CARE  SUPERVISION,176.55,,service,0.15
FMDNTP0004,ACRYLIC JACKET CROWN,559.075,,service,0.15
FMDNL-0048,ACRYLIC JACKET CROWN,130.05850067138672,,service,0.15
FMCARS0024,EECP FULL COURSE,29094.8517578125,,service,0.15
FMCARS0025,EECP 35 SISSIONS,23280.4708984375,,service,0.15
FMCARS0026,EECP ONE SESSION,788.0014892578125,,service,0.15
FMCARS0027,EECP 12 SESSIONS,7765.25771484375,,service,0.15
FMCARS0028,EECP,19394.018359375,,service,0.15
FMCAR-0000,CARDIOLOGY CONSULTATION- IN PT,110,,service,0.15
FMCAR-0020,24 HOURS AMBULATORY BP MONITORING,788.0014892578125,,service,0.15
FMCAR-0021,48 HOURS AMBULATORY BY MONITORING,1185.8275268554687,,service,0.15
FMDNL-0054,ACRYLIC JACKET CROWN,130.05850067138672,,service,0.15
FMDNTO0032,ACTIVATOR,5302.385107421875,,service,0.15
FMODT-0032,ACTIVATOR,4590.3,,service,0.15
FMENT-2000,ADDITIONAL FEE FOR COMPLICATED,1774.916064453125,,service,0.15
FMNEP-2000,ADDITIONAL FEE FOR COMPLICATED,1691.3489624023437,,service,0.15
FMNUM-2000,ADDITIONAL FEE FOR COMPLICATED,2272.1985107421874,,service,0.15
FMCAR-0008,CARDIAC CATHETERIZATION,15691.1755859375,,service,0.15
FMCAR-0009,E.C.G. FOR INPATIENT,168.31099395751954,,service,0.15
FMNEU-2000,ADDITIONAL FEE FOR COMPLICATEDOPERATIONS,1774.916064453125,,service,0.15
FMCAR-0011,SURFACE PACEMAKER(NON-INVASIVE,2532.9038818359377,,service,0.15
FMCAR-0012,EXTERNAL TEMPORARY PACEMAKER,5056.98037109375,,service,0.15
FMCAR-0013,PERICARDIOCENTESIS-6,3374.458935546875,,service,0.15
FMCAR-0014,ECHO M-MODE ONLY,482.57001342773435,,service,0.15
FMCAR-0015,HYPERTENSION CHECK-UP I,765.05,,service,0.15
FMCAR-0016,HYPERTENSION CHECK-UP II,1606.6050537109375,,service,0.15
FMCAR-0017,PERMANENT  PACEMAKER-7,6120.4,,service,0.15
FMCAR-0018,PORTABLE ECHO SCREENING,497.2825134277344,,service,0.15
FMCAR-0019,PORTABLE ECHO FULL STUDY,1185.8275268554687,,service,0.15
FMCARS0015,BALLON VALVULOPLASTY,7650.5,,service,0.15
FMCARS0016,P.T.C.A. (SINGLE VESSEL),5355.35,,service,0.15
FMCARS0017,P.T.C.A. (MULTI VESSEL),7650.5,,service,0.15
FMCAR-0001,REFERRAL FROM OTHER DOCTOR OP,110,,service,0.15
FMCARS0019,BALOON ATRIAL SEPTOSTOMY,3825.25,,service,0.15
FMORT-2000,ADDITIONAL FEE FOR COMPLICATEDOPERATIONS,1774.916064453125,,service,0.15
FMDER-0137,ADD'L FEE FOR COM.OR OVER 3HRS,895.697021484375,,service,0.15
FMENTS0021,ADD'L FEE FOR COM.OR OVER 3HRS,895.697021484375,,service,0.15
FMINT-0032,ADD'L FEE FOR COM.OR OVER 3HRS,849.7939758300781,,service,0.15
FMNEP-0030,ADD'L FEE FOR COM.OR OVER 3HRS,1101.672021484375,,service,0.15
FMCARS0001,CARDIO VERSION (DC SHOCK),1530.1,,service,0.15
FMCARS0002,TEMPORARY PACEMAKER LEVEL REPOSITIONING,1530.1,,service,0.15
FMCARS0003,EXTERNAL PACEMAKER USE /DAY,413.12700805664065,,service,0.15
FMCARS0004,ATRIAL PACING,1530.1,,service,0.15
FMCARS0005,PERMANENT PACEMAKER IMPLANTATION (DDD),9180.6,,service,0.15
FMCARS0006,TRANSESOPHAGEAL ECHOCARDIOGRAPHY (TEE),1836.1199462890625,,service,0.15
FMCARS0007,PHARMACOLOGICAL TEST,1071.0700134277345,,service,0.15
FMCARS0008,PHARMACOLOGICAL STRESS ECHOCARDIOGRAPHY,2295.15,,service,0.15
FMCARS0009,ABULATORY BP MONITORING,10710.7,,service,0.15
FMCARS0010,INTRA-AROTIC BALLOON INSERTION,3060.2,,service,0.15
FMCARS0011,INTRA-AORTIC BALLOON PUMP USE / DAY,858,,service,0.15
FMCARS0012,RIGHT HEART CATHETERIZATION,2295.15,,service,0.15
FMCARS0014,CORONARY ANGIOGRAPHY,3060.2,,service,0.15
FMCARS0030,EXTENDED AMBULATORY ECG MONITORING FOR SEVEN DAYS,3152.00595703125,,service,0.15
FMCARS0018,CORONARY STENTING,1530.1,,service,0.15
FMCAR-0025,PPM INTERROGATION,429,,service,0.15
FMCAR-0026,PROCEDURE CD COPY,33,,service,0.15
CAR-0005,Coronary Stenting ( Per Stent) including the Conventional Bare Stent,6606.6,1 Day,PKG,0.0
CAR-0020,VVI (Permanent Pacemaker),46200,1 ICU + 3 Wards,PKG,0.0
CAR-0021,Coronary Artery Bypass Grafting,38500,7 - 8 Days,PKG,0.0
FMNUM-0013,ADD'L FEE FOR COM.OR OVER 3HRS,765.05,,service,0.15
CAR-0023,Valve Replacement without Cost of Valve,38500,8 Days,PKG,0.0
CAR-0024,DDDI (Permanent Pacemaker),69300,1 ICU + 3 Wards,PKG,0.0
CAR-0025,ASD Closure,57750,8 Days,PKG,0.0
CAR-0026,Percardiocentesis,1732.5,Day Case,PKG,0.0
CAR-0027,PTCA TV + 4 Stents,92400,1 ICU + 3 Wards,PKG,0.0
FMNEU-0069,ADD'L FEE FOR COM.OR OVER 3HRS,895.697021484375,,service,0.15
CAR-0029,Aortic Aneurysm,23100,5 Days,PKG,0.0
CAR-0030,Aorto Bifemoral Bypass (Excluding Sythetic Bypass Graft),46200,5 Days,PKG,0.0
CAR-0031,Arterial Embolectomy & Venous Thumbectomy,17325,3 Days,PKG,0.0
CAR-0032,Cardiac Catheterization Peadia,10395,1 Day,PKG,0.0
CAR-0033,Congenital Heart (Excluding Prosthesis Cost),46200,10 Days,PKG,0.0
CAR-0034,Femoro Post Tibial Bypass (Excluding Sythetic Bypass Graft),34650,5 Days,PKG,0.0
CAR-0035,Intra-Aortic Balloon Insertion,6930,1 Day,PKG,0.0
CAR-0036,Left Common Illiac Femoral  Bypass (Excluding Sythetic Bypass Graft),28875,4 Days,PKG,0.0
CAR-0037,Ligation of Patient Ducts Arterious Through Left Thoracutomy (Close Heart Surgery,34650,4 Days,PKG,0.0
CAR-0038,Open Lung Biopsy,8085,1 Day,PKG,0.0
CAR-0040,Thalium Stress Test,2887.5,1 Day,PKG,0.0
CAR-0041,Thoracoscopy Diagnostic,11550,3 Days,PKG,0.0
CAR-0042,Thoracoscopy Therapeutic,17325,4 Days,PKG,0.0
CAR-0043,Thoractomy Evacutation of Hemothorax & Suturing of Lung Blebs,34650,5 Days,PKG,0.0
FMCAT-0038,PERMANENT PACEMAKER PROGRAMMING,351.92299194335936,,service,0.15
FMCAT-0039,CORONARY THROMBECTOMY,1942.05,,service,0.15
FMCAT-0037,CAT LAB PROCEDURE EXTRA COPY,68.85450134277343,,service,0.15
FMOBGZ9999,USE OF DELIVERY ROOMS,504.93299865722656,,service,0.15
FMOBG-0179,ADD'L FEE FOR COM.OR OVER 3HRS,765.05,,service,0.15
FMONC-0025,ADD'L FEE FOR COM.OR OVER 3HRS,765.05,,service,0.15
FMDNTF0001,AMALGAM FILLING ONE S,229.5149932861328,,service,0.15
FMDNTF0002,AMALGAM FILLING TWO S,306.0200134277344,,service,0.15
FMDNTF0003,AMALGAM FILLING > 2 S,382.525,,service,0.15
FMDNTF0004,AMALGAM CORE,559.075,,service,0.15
FMDNTF0005,REINFORCEMENT EACH PIN,91.80599899291992,,service,0.15
FMDNTF0006,COMPOSITE FILLING - SIMPLE,375.4629852294922,,service,0.15
FMDNTF0007,COMPOSITE FILLING COMPOUND,559.075,,service,0.15
FMDNTF0008,COMPOSITE CORE,749.7490295410156,,service,0.15
FMDNTF0009,TEMPORARY FILLING,91.80599899291992,,service,0.15
FMDNTF0010,CHILDREN TOOTH FILLING  ONE    SURFACE,191.85100402832032,,service,0.15
FMDNTF0011,CHILDREN TOOTH FILLING TWO     SURFACES,283.65699462890626,,service,0.15
FMDNTF0012,FLOURIDE TREATMENT (CHILDREN)  PER VISIT,283.65699462890626,,service,0.15
FMDNTF0013,KETAC FILLING ONE SURFACE,375.4629852294922,,service,0.15
FMDNTF0014,KETAC FILLING TWO SURFACE,474.33099060058595,,service,0.15
FMDNTF0015,CHILD. KETAC FILLING 1 SURFACE,283.65699462890626,,service,0.15
FMDNTF0016,CHILD. KETAC FILLING 2 SURFACE,375.4629852294922,,service,0.15
FMDNTP0001,TEMPORARY ACRYLIC CROWN,191.85100402832032,,service,0.15
FMDNTP0002,TEMPORARY READY MADE CROWN,375.4629852294922,,service,0.15
FMDNTP0003,TEMPORARY METALIC CROWN,559.075,,service,0.15
FMORT-0645,ADD'L FEE FOR COM.OR OVER 3HRS,994.5650268554688,,service,0.15
FMDNTP0005,ISOSIT JACKET CROWN,749.7490295410156,,service,0.15
FMDNTP0006,ISOSIT VENEER CROWN,933.3610107421875,,service,0.15
FMDNTP0007,METALIC CASTING CROWN,933.3610107421875,,service,0.15
FMDNTP0008,PORCELAIN FACING JACKET,1125.211981201172,,service,0.15
FMDNTP0009,PORCELAIN FACING CROWN,1308.8239624023438,,service,0.15
FMDNTP0010,PORCELAIN JACKET CROWN,1492.4360107421876,,service,0.15
FMDNTP0011,PROCELAIN CROWN  (TYPE I),1859.6599731445312,,service,0.15
FMDNTP0012,PROCELAIN CROWN (TYPE II),2325.7520751953125,,service,0.15
FMDNTP0013,PORCELAIN CROWN (TYPE III),2601.1699462890624,,service,0.15
FMDNTP0014,PORCELAIN CRWON (TYPE IV),2976.6330322265626,,service,0.15
FMDNTP0015,POR. JACKET PRECIOUS METAL,3343.85712890625,,service,0.15
FMDNTP0016,PORCELAIN  CROWN PRECIOUS MET.,3711.08095703125,,service,0.15
FMDNTP0017,INLAY METALLIC,933.3610107421875,,service,0.15
FMDNTP0018,INLAY METALLIC 2 SURFACES,1125.211981201172,,service,0.15
FMDNTP0019,INLAY METALLIC 3 SURFACES,1308.8239624023438,,service,0.15
FMDNTP0020,ONLAY CORE + POST,2050.333935546875,,service,0.15
FMDNTP0021,ADDITIONAL POST,559.075,,service,0.15
FMDNTP0022,METALLIC CROWN 3/4,2417.5580322265623,,service,0.15
FMDNTP0023,CEMENTATION OF CROWN,91.80599899291992,,service,0.15
FMDNTP0024,REMOVAL OF CROWN,91.80599899291992,,service,0.15
FMDNTP0025,REMOVAL OF BRIDGE,283.65699462890626,,service,0.15
FMDNTP0026,FULL DENTURE ACRYLIC TYPE I,2295.15,,service,0.15
FMDNTP0027,FULL DENTURE ACRYLIC TYPE II,6502.925,,service,0.15
FMDNTP0028,FULL DENTURE ACRYLIC TYPE III,9287.70712890625,,service,0.15
FMDNTP0029,ACRYLIC DENTURE UPPER/LOWER  I,1147.575,,service,0.15
FMDNTP0030,ACRYLIC DENTURE UPPER/LOWER II,3711.08095703125,,service,0.15
FMDNTP0031,ACRYLIC DENT. UPPER/LOWER III,5577.802978515625,,service,0.15
FMDNTP0032,PARTIAL DENT. ACRYLIC 1 TOOTH,559.075,,service,0.15
FMDNTP0033,PARTIAL DENT. ACRYLIC 2 TEETH,841.5549865722656,,service,0.15
FMDNTP0034,PARTIAL DENT. ACRYLIC 3 TEETH,1125.211981201172,,service,0.15
FMDNTP0035,PARTIAL DENT. ACR. EXTRA TEETH,283.65699462890626,,service,0.15
FMDNTP0036,COMPLETE DENT. VITALIUM TYPE I,11139.128515625,,service,0.15
FMDNTP0037,COMPLETEL DENT.VITAL.TYPE II,14850.20947265625,,service,0.15
FMDNTP0038,COMPLETE DENT.VITAL. TYPE III,18560.1130859375,,service,0.15
FMDNTP0039,UPPER/LOWER DENT.VITAL.TYPE I,7429.223828125,,service,0.15
FMDNTP0040,UPPER/LOWER DENT.VITAL.TYPE II,9287.70712890625,,service,0.15
FMDNTP0041,UPPER/LOWER DENT.VIT.TYPE III,11139.128515625,,service,0.15
FMDNTP0042,VITALIUM CHROME COB. ONE TOOTH,1492.4360107421876,,service,0.15
FMDNTP0043,VITAL. CHROME COBALT TWO TOOTH,1859.6599731445312,,service,0.15
FMDNTP0044,EXTRA VITAL. TEETH,375.4629852294922,,service,0.15
FMDNTP0045,VITALIUM CLASP,559.075,,service,0.15
FMDNTP0046,VITALIUM BAR,933.3610107421875,,service,0.15
FMDNTP0047,RELINING OF PARTIAL DENTURE,375.4629852294922,,service,0.15
FMDNTP0048,RELINING OF UPPER/LOWER DENT.,749.7490295410156,,service,0.15
FMDNTP0049,RELINING OF COMPLETE DENTURE,1125.211981201172,,service,0.15
FMDNTP0050,REPAIR OF BROKEN PARTIAL       DENTURE,726.7974731445313,,service,0.15
FMDNTP0051,REPAIR OF BROKEN DENTURE,749.7490295410156,,service,0.15
FMDNTP0052,REPAIR OF CLASP,283.65699462890626,,service,0.15
FMDNTP0053,REPAIR OF CASTING CLASP,474.33099060058595,,service,0.15
FMDNTP0060,SPLINT - ACRYLIC I,933.3610107421875,,service,0.15
FMDNTP0061,SPLINT ACYLIC II,1859.6599731445312,,service,0.15
FMDNTP0062,SPLINT ACYLIC III,2784.78212890625,,service,0.15
FMDNTP0063,ONE SURFACE CERAMIC FILLING,375.4629852294922,,service,0.15
FMDNTP0064,TWO SURFACES CERAMIC FILLING,559.075,,service,0.15
FMDNTP0065,THREE SURFACES CERAMIC FILLING,749.7490295410156,,service,0.15
FMDNTP0066,VENER FACE CERAMIC,2379.30537109375,,service,0.15
FMDNTP0067,VENER CEREC FILLING,489.6319946289062,,service,0.15
FMDNTP0068,STUDY MODEL,375.4629852294922,,service,0.15
FMDNTP0069,VEENER FACE CERAMIC,1859.6599731445312,,service,0.15
FMDNTP0070,VENEER CEREC FILLING,375.4629852294922,,service,0.15
FMDNTM0001,SCALING,283.65699462890626,,service,0.15
FMDNTM0002,POLISHING,283.65699462890626,,service,0.15
FMDNTM0003,SCALING AND POLISHING,559.075,,service,0.15
FMDNTM0004,GUM TREATMENT QUAD. (MILD),749.7490295410156,,service,0.15
FMDNTM0005,GUM TREATMENT QUAD. (MODERATE),933.3610107421875,,service,0.15
FMDNTM0006,GUM TREATMENT QUAD. (SEVERE),1125.211981201172,,service,0.15
FMDNTM0007,ROOT PLANNING CURRETAGE QUAD.,933.3610107421875,,service,0.15
FMDNTM0013,LOC.TREAT.OF ORAL LESION SMALL,191.85100402832032,,service,0.15
FMDNTM0014,LOCAL TREAT. ORAL LESION MED.,375.4629852294922,,service,0.15
FMDNTM0015,LOCAL TREAT. ORAL LESION LARGE,375.4629852294922,,service,0.15
FMDNTM0016,OCCLUSSAL ADJUSTMENT,749.7490295410156,,service,0.15
FMDNTM0017,SMOOTHING OF SHARP EDGE,191.85100402832032,,service,0.15
FMDNTR0001,ROOT CANAL TREATMENT 1RC,559.075,,service,0.15
FMDNTR0002,ROOT CANAL TREATMENT 2RC,933.3610107421875,,service,0.15
FMDNTR0003,ROOT CANAL TREATMENT 3RC OR    MORE,1125.211981201172,,service,0.15
FMDNTR0004,ROOT CANAL TREATMENT INFECTED  TOOTH 1RC,933.3610107421875,,service,0.15
FMDNTR0005,ROOT CANAL TREATMENT INFECTED  TOOTH 2RC,1308.8239624023438,,service,0.15
FMDNTR0006,ROOT CANAL TREATMENT INFECTED  TOOTH 3RC OR MORE,1676.0480590820312,,service,0.15
FMDNTR0007,RCT AND FILLING ONE RC,1859.6599731445312,,service,0.15
FMDNTR0008,RCT AND FILLING TWO RC,2325.7520751953125,,service,0.15
FMDNTR0009,RCT AND FILLING THREE RC,2532.9038818359377,,service,0.15
FMDNTR0010,RCT DECIDIOUS MOLAR,849.7939758300781,,service,0.15
FMDNTR0011,RCT DECIDIOUS TEETH,681.4830322265625,,service,0.15
FMDNTR0012,PULPOTOMY (CHILDREN),153.0100067138672,,service,0.15
FMDNTR0013,READY MADE POST,191.85100402832032,,service,0.15
FMPDT-0164,ADD'L FEE FOR COM.OR OVER 3HRS,765.05,,service,0.15
FMPSDJ0018,ADD'L FEE FOR COM.OR OVER 3HRS,765.05,,service,0.15
FMENTP0003,ADENOIDECTOMY,1247.6199462890625,,service,0.15
ENT-0001,Adenoidectomy,3465,1 Day,PKG,0.0
FMDNTP0056,SPACE MAINTAINER,1125.211981201172,,service,0.15
FMDNTP0057,NIGHT GAURD,1201.128564453125,,service,0.15
FMDNTP0058,MOUTH GAURD,1125.211981201172,,service,0.15
FMDNTS0004,SIMPLE EXT.DECIDIOUS,191.85100402832032,,service,0.15
FMDNTS0005,SIMPLE EXT. PERMANENT TEETH,283.65699462890626,,service,0.15
FMDNTS0006,SIMPLE EXT. PRE OR POST MOLAR,375.4629852294922,,service,0.15
FMINTR0014,ADULT ABG EXTRACTION,175.96149597167968,,service,0.15
FMPTD-0123,ADULT ABG EXTRACTION,107.10700302124023,,service,0.15
FMDNTS0020,INCISION FOR ERUPTING TOOTH,559.075,,service,0.15
FMDNTS0021,OPERCULECTOMY,749.7490295410156,,service,0.15
FMDNTS0022,"I & D OF INTRA-ORAL ABSCESS    ""SUPERFACIAL""",474.33099060058595,,service,0.15
FMDNTS0122,DRESSING OF WOUND (SMALL),244.8159973144531,,service,0.15
FMDNTS0125,STITCHES REMOVAL (SMALL),153.0100067138672,,service,0.15
FMDNTS0126,STITCHES REMOVAL (MEDIUM),229.5149932861328,,service,0.15
FMDNTS0127,STITCHES REMOVAL (LARGE),306.0200134277344,,service,0.15
FMDNTX0001,PERIAFICAL X-RAY,137.70900268554686,,service,0.15
FMDNTX0002,BITEWING X-RAY,91.80599899291992,,service,0.15
FMDNTX0003,OCCLUSAL X-RAY,191.85100402832032,,service,0.15
FMDNTX0004,PEDIATRIC X-RAY,91.80599899291992,,service,0.15
FMDNTX0005,PANORAMIC X-RAY,283.65699462890626,,service,0.15
FMDNTX0006,ADDITIONAL X-RAY,61.20399932861328,,service,0.15
FMDNTX0007,PANORAMIC & CEPHALOMETRIC,375.4629852294922,,service,0.15
FMDNTS0075,BIOPSY OF SOFT TISSUE - SMALL,504.93299865722656,,service,0.15
FMDNTS0076,BIOPSY OF SOFT TISSUE - MEDIUM,849.7939758300781,,service,0.15
FMDNTS0077,BIOPSY OF SOFT TISSUE - LARGE,1354.7269409179687,,service,0.15
FMDNTS0078,BIOPSY OF BONE (SUPERFACIAL),849.7939758300781,,service,0.15
FMDNTS0079,BIOPSY OF BONE (MODERATE),1691.3489624023437,,service,0.15
FMDNTS0080,BIOPSY OF BONE (DEEP),2532.9038818359377,,service,0.15
FMDNTS0091,STICHES FOR SUPERFICIAL WOUND,933.3610107421875,,service,0.15
FMDNTS0092,STICHES  FOR DEEP WOUND,1859.6599731445312,,service,0.15
FMDNTS0024,I & D EXTRA ORAL ABCESS,1186.416064453125,,service,0.15
FMDNTS0025,I&D INTRA ORAL ABCESS CHILDREN,168.31099395751954,,service,0.15
FMDNTS0026,IRRIGATION OR CHANGE DRAIN OF  ABCESS/SOCKET,84.74400100708007,,service,0.15
FMDNTS0225,I.D.F.,559.075,,service,0.15
FMDNTS0226,I.D.F. + CORE,657.9430053710937,,service,0.15
FMDNTS0227,I.D.F. WITH H.A. FILLER (SMALL CAVITY),700.3150268554688,,service,0.15
FMDNTS0228,I.D.F. W/ H.A. FILLER(MODERATE CAVITY),882.75,,service,0.15
FMDNTS0229,I.D.F. WITH H.A. FILLER (LARGE CAVITY),1125.211981201172,,service,0.15
FMDNTS0230,REMOVAL OF I.D.F.,283.65699462890626,,service,0.15
FMDNTS0231,H.A. GRANULES FILLER IN SMALL  CAVITY,474.33099060058595,,service,0.15
FMDNTS0232,H.A. GRANULESS FILLER IN LARGE CAVITY,749.7490295410156,,service,0.15
FMDNTP0071,BLEACHING TEETH,269.5,,service,0.15
FMDNTP0072,ORAL MUCOSAL LESIONS,187,,service,0.15
FMDNTP0073,FISSURE SEALENT TEETH,269.5,,service,0.15
FMDNTS0015,"IMPACTED 3RD MOLAR ""MOD. CASE""",2784.78212890625,,service,0.15
FMDNTS0016,"IMPACTED 3RD MOLAR ""SEVERE CASE""",3711.08095703125,,service,0.15
FMDNTS0013,S.TISSUE IMPAC LOWER 3RD MOLAR,1308.8239624023438,,service,0.15
FMDNTM0008,GINGIVECTOMY ORGINGIVOPLASTY/QUADRANT,918.0599731445312,,service,0.15
FMDNTM0009,REVERSE BEVEL GINGIVECTOMY/QUADRANT,1530.1,,service,0.15
FMDNTS0014,IMPACTED 3RD MOLAR (Middle Case),1859.6599731445312,,service,0.15
FMDNTM0010,SLIDING FLAP OPERATION 1/4 JAW,1071.0700134277345,,service,0.15
FMDNTM0012,RECONST OF PERIODONTAL BONE DEFECT QUADRANT,1530.1,,service,0.15
FMENTN006,ALLERGY PRICK TEST,680.8944946289063,,service,0.15
FMDNTP0074,SINGLE PORCELAIN TOOTH,693,,service,0.15
FMDNT-2000,ADDITIONAL FEE FOR COMPLICATEDOPERATIONS G.A.,1859.6599731445312,,service,0.15
FMDNT-0079,BIOPSY OF BONE (MEDIUM),1859.6599731445312,,service,0.15
FMDNTK0001,"PKG.GRP. A CONSULT.EVERY 6 MOSFULL MOUTH XRY,PROPHYL EV.6MOS",933.3610107421875,,service,0.15
FMDNTK0002,"PKG.GRP B CONSUL;T 6 MOS.FULL XRY,PROPH,6 MO,AMALG. 2 TEETH",1400.6300537109375,,service,0.15
FMDNTK0003,"PKG.GRP C CONSULT 6 MOS. FULL XRY,PROPH 6 MOS.,AMG. + RT.C",1859.6599731445312,,service,0.15
FMDNTK0004,"PKG GRP D CONSULT. 6MOS, FULL XRY,PROPH.,6MO AMAL.,2RT.C 1CO",2784.78212890625,,service,0.15
FMDNTK0005,"PKG.GRP E CONSULT 6 MOS FULL  XRY,PROPH.,6M CAR,RT.CAN,4FILL",5577.802978515625,,service,0.15
FMDNTK0006,"PKG.CHLDR.CONS.6 MOS, XRY,PROP6M, APPLIED PROTECT FLOUR",933.3610107421875,,service,0.15
FMDNTK0007,"PKG GROUP B,CHILDR.CONS. 6MOS.XRY,PROPHYL,6M, FLOUR.AML.FIL",1400.6300537109375,,service,0.15
