Code,Description,GMDN,Price,Discount
18500,WOUND DRAINAGE 10CH MEDINORM #50-11-503/50-22-5033,11305,335.36719404423536,0.15
22867,"SURGICAL HAEMOSTAT 10x20CM (4x8"") ETHICON #W1912/1902GB.",38771,882.7041356479231,0.15
39674,CANNULA NASAL HIGH FLOW ADULT M# DREAGER-MP05512,35201,901.8418099219941,0.15
MS-S-000137,SUTURE VICRYL PLUS 2-0 VIOLET 70CM ROUND BODY ETHICON/COVIDIEN #VCP317H-W9121/GL-123,13906,112.86078502145506,0.15
MS-N-001391,NASAL CANNULA PREMATURE OPTIFLOW FP #OPT312/OJR412,35201,1872.9510682235295,0.15
MS-S-012596,"SILICONE FOAM DRESSING, WITH ADHESIVE BORDER, 10X20 CM, 10/BOX (LUOFUCON) # HXS100200F",46854,192.39157231411764,0.15
27667,DERMAGOR ATOPICALM,99999,198.50521325929415,0.15
MS-R-000987,ROD MIS TI ROD 5X90MM PRECISIONSPINE-USA #63-ST-5090,44804,2550.4200378127025,0.15
MS-R-000860,ROD MIS TI ROD 5X80MM PRECISIONSPINE-USA #63-ST-5080,44804,3288.843769976471,0.15
18548,SODIUM CHLORIDE 0.9% F/IRRIGATION 2000ML.,64871,90.44933072704941,0.15
MS-D-001459,"DRESSING SILICONE POST-OPERATIVE, FLEX WITH PAD, 4 LAYERS 10X20CM, (LOUFUCON) # O9100200",46854,262.8703253647059,0.15
MS-N-001243,NASAL MASK X-LARGE F/BUBBLE CPAP FP #BC803-10 FISHER  PAYKEL # BC803-10,37591,270.76984687694113,0.15
MS-D-001457,"DRESSING SILICONE POST-OPERATIVE, FLEX WITH PAD, 4 LAYERS 10X30CM, (LOUFUCON) # O9100300",46854,431.85839167058833,0.15
18206,STENT CORONARY DRUG SIROLIMUS ELUTING ORSIRO 2.75X35 BIOTRONIK #391236,58760,11543.57257406294,0.15
MS-S-000185,SET SOLUTION ADMINISTRATION FOR INFUSION PUMP TERUMO # PA200L / C-MED # C0050L,36244,2371.7623341176477,0.15
MS-D-000123C,DRESSING SHEET 15CMx10M HYPAFIX/CURAFIX,63661,383.5224400065883,0.15
SM975,CATHETER TRIPLE LUMEN CVC 7FRX20CM 14G #MC3L-8S/ML-37020-A/FC-3726,61629,597.7033081784472,0.15
31328,NEEDLE INJECTION VESICALE 35CM COLOPLAST#NBI035,47443,1379.0572185884612,0.15
P09INFUS1,INFUSION QUICK SET 6MM X 60CM F/INSULIN PUMP MEDTRONIC #MMT-397 .,47691,11068.224225882353,0.15
21614,SCALPEL BLADE SIZE #11 W/HANDLE STERILE.,63270,10.297712055218826,0.15
20215,MASK OXYGEN PEDIA NON-REBREATHING AIRLIFE INTERSURGICAL#1102,35177,19.506509317000585,0.15
MS-S-011631,SCREW LOCKING 7.3x40MM CANNULATED S/STEEL SYNTHES #02.207.040,56642,3302.3084623941177,0.15
MS-S-011633,SCREW LOCKING 7.3x65MM CANNULATED S/STEEL SYNTHES #02.207.065,56642,3302.3084623941177,0.15
26031,STRIP BLOOD GLUCOSE TEST ONE TOUCH F/LIFE SCAN ELITE J&J #02307501,62645,23.62882342997647,0.15
SMO12212,SCREW CANCELLOUS PARTIALLY THREADED 4.0X35MM CANNULATED S/STEEL IRENE #S56034035,56642,367.07963292000005,0.15
MS-L-000854,LAPROSCOPY PACK,32965,718.6439872376473,0.15
20195,SET SOLUTION ADMINISTRATION FOR INFUSION PUMP PA200L TERUMO,46846,1965.1745054117648,0.15
2405233722,DRESSING SURGICAL 9X20CM STERILE MOLNLYCKE #671100/30513/9008750,46854,85.03050320470588,0.15
MS-W-000404,WIRE GUIDE HYDROPHILIC COATED 0.035 (INCH DIA.) 180(LENGTH CM) ANGLED CORDIS #C3518RSA,61944,739.989848244706,0.15
39675,CANNULA NASAL HIGH FLOW ADULT L # DREAGER-MP05513,56642,784.5874507058824,0.15
16088,CANNULA VENOUS SINGLE STAGE 32FR MEDTRONIC #66132,56642,1032.7048496470588,0.15
MS-N-000694,NEEDLE FILTER BLUNT 18GX38MM BD#071-305211,16628,11.755297864067591,0.15
18823,MASK OXYGEN W/CONNECTOR ADULT #JM-Y1003M,57813,22.086472031152947,0.15
MS-S-011182,"SCREW  CANNULATED SUBTALER 12 MM , AUXIEN # 3.1734.000",56642,3168.5262432352943,0.15
19156,TRANSDUCER SINGLE KIT DISPOSABLE # 682002 DTXPLUS DT - 4812,99999,308.2183566552844,0.15
19311,TUBE ENDOTRACH REINFORCE 6.5 CUFF.SHERIDAN/MALLINK.#5-12613,47121,152.85443538070592,0.15
MS-S-011451 ,SET QUICK INFUSION  F/ INSULIN PUMP PARADIGM MEDTRONIC#MMT-396A SIZE 9MM 110C BOX OF 10,47691,3235.2908823529415,0.15
MS-W-000721,WASHER 4.5~7.0MM AUXIEN #TI-100.120,99999,158.27560643011765,0.15
ME0000599009,CPAP BASIC SET WITH MASK HUMIDIFIER,37591,9388.225905882355,0.15
P15ACCUC15,ACCU-CHEK INSTANT SUGAR TEST STRIP X 50 .,62645,149.41161529411767,0.15
28708,EVERFLEX ENTRUST 5X80X150 MEDTRONIC #  EVX35-05-080-150,99999,12333.164137411768,0.15
MS-S-009643,SCREW CANNULATED CANCELLOUS 4.5X65MM PARTIALLY THREADED. IRENE # T56034565,56642,2414.1152329411766,0.15
19979,CATHETER PREMICATH 28G 0.35X200MM VYGON #1261.20,10729,411.4429443529412,0.15
IP0021606,SET EKU ACCESSORY FOR PEDIATRIC USE # 8421275,99999,637.6406823529411,0.15
XR-S-000098,STENT SOLITAIRE PLATINUM RE-VASCULARIZATION DEVICE 4X20 MEDTRONIC # SFR4-4-20-10,46777,38117.64705882353,0.15
SMC1084,PANTY PINK( M -XL ) NON STERILE .,31050,5.12,0.15
IP0030306,ATTUNE PS FB INSERT SIZE 4 5MM #151640405,99999,3705.8823529411766,0.15
SMD1355,NASAL PACK 8CM LONGX1.5CM HIGH MEROCEL #440410,99999,31.066041875103533,0.15
MS-V-000360,VARIABLE ANGLE DISTAL RADIUS PLATE 5 HOLE LEFT-AUXIEN #TI-546.005L,61688,2078.6639294117645,0.15
MS-B-000142,BALLOON PTCA 1.5X12MM SPRINTER LEGEND #SPL15012X,99999,1160.6811922588238,0.15
P16BDMIC1,BD MICRO-FINE PLUS NEEDLES 0.23MM 32G 4MM X 100 .,99999,66.97804566268844,0.15
MS-S-004974,SHEATH URETERAL ACCESS SET NAVIGATOR 11/13F X 46CM F/FLEXIBLE SCOPE BOSTON SCIENTIFIC #250-204,64309,1461.1764705882354,0.15
XR-C-000144,CATHETER POWERPICCLINE SOLO 4F SL  BARD USA #6194355,10729,1270.5882352941176,0.15
MS-C-001092,CATHETER DIALYSIS TRIPLE LUMEN 12FRX16CM JUGULAR CURVED  #63818,61630,1058.8235294117646,0.15
MS-S-000012,STENT DRUG ELUTING DIFFERENT SIZES  BRAND,48123,9000.0,0.15
MTNEU-0005,DRESSING SHEET 10X10CM ANTIMICROBIAL VULCOSAN SHEET PHARMAOZON #301,46854,130.54,0.15
MS-P-005205,PLATE TIBIA 10 HOLE LEFT-AUXIEN #TI-746.110L,61688,4043.276470588236,0.15
MS-P-005307,"PLATE TUBULAR THIRD ONE 6 HOLE,AUXIEN#TI-702.306",61688,1986.2894117647058,0.15
SMI6208,PACEMAKER INT.VVIR W/LEAD & INTROD.SIGMA MEDTRONIC #SR203,31309,19378.06,0.15
MS-S-009187,STENT GRAFT COVERA FLAIRED#BARD-USA BARD # AALEOXXXX,17184,13036.224705882352,0.15
MS-S-009037,STENT ABRE FEMORAL VENOUS F/ ANGIOPLASTY ALL SIZES MEDTRONIC #AB9G1-060090,99999,10588.235294117647,0.15
19092,CATHETER INTRA AORTIC BALLOON 7.5/8FR 40CC DATASCOPE #0684-00-0480-01/IAB-04840U.,99999,5155.408001223531,0.15
20512,CATHETER VENOUS ACCESS PORT SYSTEM ST201P CELSITE EPOXY 6.5F/ B.BRAUN #4430417,10759,766.08,0.15
MS-C-000626,CATHETER URETERIC 6FR STRAIGHT OPEN TIP COLOPLAST #ACP306,10759,338.64672017647064,0.15
MS-P-005363,PLATE PELVIC 6 HOLE -AUXIEN # TI-1125.06C,61688,1942.9623529411765,0.15
MS-B-001107,BALLOON RANGER PTA CATHETER 0.018 PACLITAXEL- COATED ALL SIZES BOSTON SCIENTIFIC #H749392198,47732,2203.2211764705885,0.15
SM537,CATHETER DIALYSIS DUAL LUMEN 12FRX15CM,37278,615.8756668235295,0.15
MS-P-004647,PLATE DISTAL FIBULA 4 HOLE LEFT AUXIEN #TI-584.004L,61688,4235.294117647059,0.15
MS-M-000593,MULTI-SPAN TI CROSS CONNECTOR SPINECRAFT- USA #IX6-3750,47779,2787.1454481458827,0.15
MS-D-000302,DIAPER PEDIA X-LARGE ¿ UP TO 25KG,43583,10.717645987058825,0.15
21253,NEEDLE INJECTION HISTO SIZE 18 FOR ENDOSCOPY,99999,162.82164705882352,0.15
22874,SUTURE VICRYL VIOLET 2 75CM ETHICON #W9252/D&G 9836-81.,63492,94.70117647058824,0.15
SMI8600,MASK OXYGEN ADULT W/NEBULIZER SALTER LABS #8924,58810,9.1,0.15
SMA1179,ADULT DIAPER MEDIUM SIZE,11239,3.48,0.15
SMT1013,CANNULA IV VENFLON 20G B.D/DELTA/BROSCO/MAIS/BIO,64574,3.59,0.15
SMA1178,ADULT DIAPER SMALL SIZE # HARMONY,11239,10.588235294117647,0.15
SMQ1023,SYRINGE 50ML W/O NEEDLE LUER LOCK STERILE,63095,3.53,0.15
SMA1180,ADULT DIAPER LARGE SIZE,11239,5.29,0.15
MS-C-000324,CATHETER UMBILICAL ARTERY 5FR single lumen,10759,70.58816470588236,0.15
18137,BANDAGE ELASTIC 10CMx5YDS LENKELAST,10284,28.23882352941177,0.15
SMT1017,CANNULA IV VENFLON 24G B.D/DELTA/BROSCO/BIOMED.,64574,3.4,0.15
SMC1036,CONTAINER URINE PLASTIC MALE DISP. 1000CC,40504,4.41,0.15
SMA2019,COTTON ROLL 500GM.,99999,30.01764705882353,0.15
SMT4274,CANNULA IV G26 POLYMED,99999,16.45,0.15
SMH1034,"SCALP VEIN SET G25x3/4"" BUTTERFLY STERILE #404765/6",47178,19.18,0.15
MS-G-000273,GLOVES SURGICAL SIZE 7.5 STERILE LATEX FREE / POWDER FREE SEMPERMED #827056,44855,7.99,0.15
MS-C-000334,COTTON ROLL 250GR ABSORBENT,58232,69.37411764705884,0.15
SME1029,FACE MASK GREEN .,35177,0.46,0.15
MS-I-000034,INFUSION SET NON-CORING WITH ANGLED NEEDLE 20G X 0.75,64145,55.588235294117645,0.15
MS-S-012105,SCREW CANCELLOUS 4.0X28 MM MPLANTCAST #57934026,56642,8566.316047058823,0.15
MS-S-004810,STENT DRUG ELUTING CRONARY XIENCE XPEDITION ABBOTT # 1120XXX-XX,48123,9023.680684491977,0.15
IP0029581,COVERED CORONARY STENT SYSTEM DIFFERENCE SIZE - BIOTRONIC,62301,15782.611764705884,0.15
17446,IFR / FFR PRESSURE WIRE,61944,8702.28931764706,0.15
IP0029739,BIOFREEDOM STENT BFR1-3048,46777,8158.396235294119,0.15
17509,PHENOM.21 MICROCATHETER,10759,11163.40551529412,0.15
IP0027060,STENT CASPER CAROTID ARTERY DIFFERENT SIZE # CPR-1030-143RX,46777,24038.131764705886,0.15
17513,REACT 71 CATHETER,10759,18210.70588235294,0.15
MS-S-005130,STENT CORONARY DRUG SIROLIMUS ELUTING ORSIRO,58771,9424.040294117647,0.15
17521,SOLITTAIRE PLATINUM STENT 4MM X 20 MM,46777,46392.13744941177,0.15
16873,ICD SINGLE CHAMBER PRO MRI ELLIPSE VR DEVICE SYS. ABBOTT # CD1377-36QC,35852,80858.26977035294,0.15
MS-T-000720,TIBIAL TRAY FIXED BEARING MODULAR COCR 3 J & J #1581-30-000,32831,3338.37,0.15
MS-I-000035,IMPLANT FEMORAL POSTERIOR STABILIZED CEMENTED SIZE 3 RIGHT DEPUY SYNTHES SIGMA J&J# 1960-50-300,52747,5979.96,0.15
MS-L-000171,LIGASURE BLUNT TIP LAPAROSCOPIC SEALER/DIVIDER 5~37CM COVIDIEN #LF1837,99999,4162.44705882353,0.15
MS-S-003742,SCREW CERVICAL MULTI AXIAL VERTEX MAS 3.5MMX14MM SOFAMOR DENEK #6958714,46651,1753.42,0.15
IP0030078,CANCELLOUS COARSE 15CC MAXXEUS COMMUNITY TISSUE 1102-12,64024,5031.011011764706,0.15
SM270,SURGICAL HAEMOSTAT 10X20CM (4X8 ) ETHICON # W1912/OXS20,60299,290.0763105882349,0.15
IP0030128,DRUG COATED BALLOON PREVAIL DCB PRV0200R10RX  2.00X10MM,34109,5697.927529411765,0.15
SMH2651,STAPLER PROTACK 5MM AUTOSUTURE COVIDIEN #174006,62382,1712.652717176471,0.15
22823,ADMINISTRATION IV SET F/INFUSION PUMP TERUMO # TI* PU200L,16779,50.41868797939712,0.15
MS-O-000202,OBTURATO KIT COMPLETE ARIS TRANS TAPE TOT COLOPLAST # UR3105,33997,7478.529882352942,0.15
MS-S-007870,SUTURE ANCHOR 4.5X24MM BIOCOMPOSITE PUSHLOCK ARTHREX/SMITHNEPHEW #AR-1922BC/72203704,45027,2564.0673882352944,0.15
MS-S-010852,SHELL POWER SIGNIA # SIGPSHELL,99999,1276.4837647058825,0.15
MS-A-000156,ANGIOPACK ADULT F/CATHLAB KIMAL #SA-K52408,47732,1089.6444660705884,0.15
MS-S-000087,STAPLER CIRCULAR 33MM HEMORRHOIDS ETHICON #PPH03,46737,4424.62479924706,0.15
MS-S-000752,SUTURE VICRYL PLUS 1 ETHICON # VCP371H,35615,35.61204705882354,0.15
P13SWABA1,SWAB ALCOHOL PHARMACY X 200 . (BOX),99999,14.892310588235297,0.15
IP0021460,VENTSTAR HEATED (N) # MP00308,99999,569.078235105882,0.15
MS-H-000502,CEMENT BONE 40GM W/GENTAMYCIN 1GM DCPU CMW #C040140G/3015-040/3035-040/66031993,60762,5216.933647058824,0.15
MS-A-000119,ADMINISTRATION SET F.INFUSION PUMP TERUMO # TE*PA300WY01,13215,51.05935058823531,0.15
MS-S-005656,SUTURE ANCHOR 4.75MM X 19.1MM VENTED SWIVELOCK ARTHREX # AR-2324PSLC,56303,4497.631345694122,0.15
MS-C-001707,CATHETERNUTRILINE2FR15CMVYGON#1252-15,99999,1038.260444611765,0.15
MS-P-002153,PLATE ADAPTION  MATRIXNEURO 20 HOLES 0.4MM PURE TITANIUM SYNTHES # 04.503.072,46642,2428.1273934381197,0.15
MS-A-000154,ABLATOR 90° MULTI-PORT ASPIRATING ARTHREX #AR-9811,46119,2798.588905411766,0.15
MS-T-001358,TUBING CUSTOM PACK ADULT MEDTRONIC #M960216D,36674,3667.082559247059,0.15
MS-C-003809,CAGE CERVICAL ORIO SIZE 5 SPINE CRAFT # C7-100-25,38161,7230.381382994825,0.15
MS-B-000482,BALLOON CATHETER RELIANT 12FR MEDTRONIC #AB46,17184,6011.67,0.15
IP0030083,NEBULIZER SOLO AERONEB AEROGEN AG/AS3200,99999,877.3157647058824,0.15
MS-P-005371,PLATE 8 HOLE CLAVICLE LEFT-AUXIEN#TI-526.008L,61688,5565.515142985411,0.15
SMH1285,SUTURE VICRYL 1 45CM ETHICON #W9335/VCP9335H.,99999,86.64773778211764,0.15
MS-A-000461,AUTOSUTURE SURGINEEDLE 120MM COVIDIEN #172015,44829,96.8499504,0.15
IP0024825,HEADGEAR NEONATAL SIZE L DRAGER # MP3884,99999,211.28154352941178,0.15
IP0027167,SUTURE BLUE W/TAPERED NEEDLE 26.5 MM 1/2 CIRCLE 2-0 FIBER WIRE ARTHREX # AR-7242,35685,342.79352470588236,0.15
30442,SUTURE TRULENE/PROLENE 4/0 19MM CUTTING 8G75CX19,44829,25.14982250897832,0.15
18762,PACK DISPOSABLE SURGICAL KITS (C-SECTION),32965,232.4312572235294,0.15
IP0030528,URETERAL CATHETRR OPEN-END 020014 COOK,62207,295.8696186352942,0.15
MS-E-000635,ENDO CLINCH II 5MM # 174317,99999,867.7634823529414,0.15
IP0018784,WRAP AROUND HINGED KNEE M CAT # KE015 M,99999,1883.9738083764707,0.15
IP0031388,DISTAL FIBULA MPLATE 7 HOLDE RIGHT TI-584.007R,61688,6232.805534117649,0.15
19234,SUTURE PROLENE 3/0 ETHICON #W621/D&G 3490-41,99999,65.49187069270589,0.15
27335,DERMAGORE CREAM COLLAGENE,99999,167.08489411764708,0.15
22350,FORCEPS BIOPSY 2.3 MM 180 CM 2.5 MM OVAL CUPS WITH SPIKE # GBF-02-23-180,99999,223.8614191058824,0.15
19601,DVT CONSUMABLE SIZE MEDIUM,99999,474.305505882353,0.15
MS-S-008673,SHAVER TIP 3.8MMx13CM DISSECTOR ARTHREX/SMITH&NEPHEW #AR-8380DS-PC/72200095,61800,1282.7808000000002,0.15
IP0028883,HEAD BI MENTUM PFR PE LINER 4728 ATTUNE #DS10004728,99999,6911.924781176471,0.15
18102,"NUTRITIONAL FORMULA (NOVASOURCE RENAL) ORAL, LIQUID 237ML",99999,16.169505882352944,0.15
IP0024827,FLOW NEONATAL BABY PLUS SIZE S DISPOSABLE DRAGER # MP03700,99999,245.23750588235296,0.15
IP0031230,CALCANEAL PLATE LEFT TI-797.069L,61688,3100.72912602353,0.15
28681,BAG COLOSTOMY PAEDIATRIC 27 MM,61688,144.31822983529412,0.15
28685,BASE PLATE COLOSTOMY PAEDIATRIC 27 MM,61688,144.31822983529412,0.15
IP0019402,SNUGGLE WARM COMFORT QUILT BLANKET,99999,226.3730823529412,0.15
MS-B-001646,BURR OVAL 8 FLUTE 4.0MM X 13CM ARTHREX No. AR-8400OBE,36224,1120.0841301176472,0.15
IP0028611,PLATE 8 HOLE WITHOUT STRAIGHT STEM-ANTONHIPP GERMANY#12.000.08,61688,1551.3023943529413,0.15
MS-S-005527,SUTURE ANCHORE FIBERTAK 1.3MM # AR-3602 / OR EQUIVALENT  SMITH  NEPHEW #72203854,45027,2552.0870117647064,0.15
19679,SUTURE VICRYL 4/0 ETHICON #W9067,99999,51.049582445647076,0.15
IP0029259,VITAFOS 3 NUTRITIONAL CHILDREN 3 YEARS 400 G,99999,58.26411952941177,0.15
21254,SHORTS F/ COLONOSCOPY # GAC-40-01-000,10960,82.54061142352944,0.15
MS-S-008627,"SUTURE PROLENE 5/0,13MM X
75CM DOUBLE NEEDLE 
ETHICON # EPH8710H",44829,350.87827764705884,0.15
22413,SET ACCESSORIES BREAST BUMP ARDO # 1284027,99999,598.271717647059,0.15
IP0029893,"DUAL LUMEN URETERAL CATHETER 6, 10FR 50CM COOK 22610",10759,983.1059576470591,0.15
IP0022256,TUBE FEEDING SET GASTROSTOMY FR18X1.5CM MIC-KEY # 0120-18-1.5,35419,2089.908635294118,0.15
MS-C-003828,COR-KNOT MINI COMBO KIT 4MMx17CM 12 QUICK LOAD PETERS No.031450,99999,3053.6596944000003,0.15
IP0019759,GUIDE LINER V3 CATHETER 6F,10759,10362.853065600002,0.15
6113007,EPIDURAL SET,61911,91.62720000000003,0.15
IP0019113,STOCKING ANTI EMBOLISM THIGH X LARGE ABOVE KNEE,99999,94.12500367058819,0.15
19984,CATHETER UMBLICAL VEIN 5FR 1 LUMEN,10759,169.77981176470593,0.15
IP0029366,E-VAC ENDOTRACHEAL TUBES  SIZE  7.0 #18870,31328,169.77981176470593,0.15
29367,E-VAC ENDOTRACHEAL TUBES  SIZE 7.5 #18875,31328,169.77981176470593,0.15
IP0029368,E-VAC ENDOTRACHEAL TUBES  SIZE 8.0 #18880,31328,169.77981176470593,0.15
IP0029369,E-VAC ENDOTRACHEAL TUBES  SIZE 8.5 #18885,31328,169.77981176470593,0.15
IP0029921,SUPPORT SPINE THORACOLUMBAR ASSORTED SIZE,41443,679.1192470588237,0.15
IP0031408,ET BUTTON ADJUSTABLE SUTU5RE BUTTON 800900500,99999,5432.95397647059,0.15
IP0018980,SUTURE VICRYL PLUS VIOLET 4-0 5X70CM M1.5USP4 NON NEEDLED # VCP1214E / UL-203,13906,94.78205025882357,0.15
IP0030976,NASAL HIGH FLOW CIRCUIT  -  INFANT  RT330,56643,863.4516141176472,0.15
IP0028622,NEEDLE KNEE SCORPION ARTHREX #AR-12990N,32847,2952.5517741176477,0.15
IP0031263,ET BUTTON ADJSUTABLE SUTURE BUTTON INTIAL 800900200,99999,3312.7760261647068,0.15
IP0031265,ET BUTTON ADJUSTABLE SUTU5RE BUTTON 800900600,99999,3312.7760261647068,0.15
MS-S-008971,DVT CONSUMABLE LARGE THIGH DVT40 ARJO,99999,358.4240470588236,0.15
21656,CLIP MEDIUM PREMIUM TITANIUM S AUTOSUTURE #134031/MCM20,35798,1487.594541176471,0.15
21657,CLIP SMALL PREMIUM TITANIUM S AUTOSUTURE #MCS20/134046,35798,1487.594541176471,0.15
IP0028882,STEM CORAIL2 STD SIZE 8 ATTUNE #3L92507,99999,11469.569505882355,0.15
MS-U-000040,URETROSCOPE FLEXIBLE PLASTIC DISP. 650 MM PUSEN MEDICAL # PU3022A,36654,4500.0,0.15
MS-A-000016,AMPLATZER SEPTAL OCCLUDER 12MM AGA #9-ASD-012,46852,50070.33582352942,0.15
IP0029371,REMIUM SURGICLIP III 9.0 # 133650,99999,665.9915294117648,0.15
17882,DIAGNOSTIC CATHETER JL3.5 6FR,10759,256.7397345882353,0.15
19982,CATHETER UMBLICAL VEIN 3.5FR 1 LUMEN,10759,194.24752941176473,0.15
MS-N-000792,NASAL PRONG X-LARGE F/CPAP DRAGER #8418417,35202,440.05501304470596,0.15
19553,"CELSITE PICC-CEL, CVC 5FR, 300PSI WITH LONG GUIDEWIRE & ACC",61944,1748.2277647058825,0.15
MS-P-005343,PLATE OLECRON 6 HOLE LEFT-AUXIEN #TI-756.106L,61688,4856.188235294118,0.15
17898,DIAGNOSTIC CATHETER JR4 6FR # 533-621,10759,243.54570239999964,0.15
19437,PENCIL ELECTROSURGICAL RELEANT DISPOSABLE VL# 2610/F4797,99999,36.115769223529455,0.15
22848,STAPLER PROXIMATE SKIN #PMW35/D&G 8037-12,35884,153.17805176470588,0.15
MS-P-005442,PLATE DISTAL FEMORAL 7 HOLE RIGHT-AUXIEN #TI-748.107R,61688,2871.7554748235298,0.15
MS-P-001109,PLATE DISTAL TIBIAL 2.7/3.5 L 10HOLE SYNTHES #239.912,61573,10155.704832000005,0.15
19981,CATHETER UMBLICAL VEIN 5FR 2 LUMEN,10759,374.62023529411766,0.15
IP0021832,PADS ZOLL DEFIBRILLATOR ADULT DISPOSABLE #F7951,99999,401.43305426823537,0.15
MS-W-000084,WIRE GUIDE 0.035X260CM ANGLED TIP TERUMO #RF*GA35263M,61944,543.8930823529413,0.15
MS-C-000944,CATHETER UMBILICAL DOUBLE LUMEN 5FR 40CM VYGON #1274-17,10759,977.8883124705884,0.15
22964,SUTURE VICRYL VIOLET UNDYED 5/0 45CM ETHICON #W9982.,63492,85.29464515764707,0.15
MS-B-001905,BIPOLAR CASE Implantcast #00169,47745,23208.472594944004,0.15
18498,STOCKING ANTI-EMBOLISM THIGH LARGE LENGTH 31-36CM,30878,51.05935058823531,0.15
