Service Code,Service Description,Service Type ID,Fee,Discount,Effective Date,Termination Date,Schedule Name,Unnamed: 8
4021021,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 5 STENTS ,(IMPLANT NOT INCLUDED)",P1   ,61721.5,15.0,2020-03-01 00:00:00,,IP Package,
7012001,"ANTERIOR OR ANTEROLATERAL VERTEB, RESECTION AND STABILIZATION",P1   ,61410.0,15.0,2020-03-01 00:00:00,,IP Package,
7012005,CERVICAL DISCECTOMY ANTERIOR APPROACH – MORE THAN 2 LEVELS WITH FUSION,P1   ,61410.0,15.0,2020-03-01 00:00:00,,IP Package,
4011013,CABG WITH MECHANICAL MITRAL VALVE,P1   ,61276.5,15.0,2020-03-01 00:00:00,,IP Package,
7012043,MICROSCOPIC BRAIN EXCISION OF EPILEPTIC FOCUS,P1   ,61276.5,15.0,2020-03-01 00:00:00,,IP Package,
7011054,MOTOR CORTEX STIMULATION (IMPLANTS NOT INCLUDED),P1   ,61200.0,15.0,2020-03-01 00:00:00,,IP Package,
7011073,STEREOTACTIC BIOPSY BRAIN,P1   ,61200.0,15.0,2020-03-01 00:00:00,,IP Package,
7012031,LATERAL APPROACH TO THORACIC DISCECTOMY,P1   ,60520.0,15.0,2020-03-01 00:00:00,,IP Package,
9031189,TIPPS (TRANS JUGULAR INTRAHEPATIC PORTAL SYSTEM SHUNT),P1   ,60520.0,15.0,2020-03-01 00:00:00,,IP Package,
4011012,CABG WITH MECHANICAL AORTIC VALVE,P1   ,60386.5,15.0,2020-03-01 00:00:00,,IP Package,
4011041,MITRAL VALVE / TISSUE,P1   ,59850.0,15.0,2020-03-01 00:00:00,,IP Package,
4041028,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS 3-6 NEDAL INJECTI,P1   ,59085.0,15.0,2020-03-01 00:00:00,,IP Package,
7011026,CRANIOTOMY EXCISION OF DEEP POSTERIOR FOSSA TUMOUR,P1   ,58740.0,15.0,2020-03-01 00:00:00,,IP Package,
4011025,EP STUDY AND ABLATION FOR ATRIAL FLUTTER AND/OR SVT,P1   ,57850.0,15.0,2020-03-01 00:00:00,,IP Package,
4011026,EP STUDY AND ABLATION FOR ATRIAL TACHYCARDIA OR WPW,P1   ,57850.0,15.0,2020-03-01 00:00:00,,IP Package,
4051004,AORTIC VALVE REPLACEMENT TISSUE RAPID DEPLOYMENT VALVE (IMPLANT NOT INCLUDED),P1   ,57850.0,15.0,2020-03-01 00:00:00,,IP Package,
4011017,CABG WITH TISSUE MITRAL VALVE,P1   ,57716.5,15.0,2020-03-01 00:00:00,,IP Package,
4021020,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 4 STENTS ,(IMPLANT NOT INCLUDED)",P1   ,57494.0,15.0,2020-03-01 00:00:00,,IP Package,
7012008,CERVICAL DISCECTOMY ANTERIOR APPROACH – 2 LEVELS WITH FUSION,P1   ,57405.0,15.0,2020-03-01 00:00:00,,IP Package,
4011001,AORTIC VALVE / MECHANICAL,P1   ,55936.5,15.0,2020-03-01 00:00:00,,IP Package,
4011040,MITRAL VALVE / MECHANICAL,P1   ,55936.5,15.0,2020-03-01 00:00:00,,IP Package,
4011015,CABG WITH MITRAL VALVE REPAIR (WITH RING),P1   ,55046.5,15.0,2020-03-01 00:00:00,,IP Package,
4011016,CABG WITH TISSUE AORTIC VALVE REPLACEMENT,P1   ,55046.5,15.0,2020-03-01 00:00:00,,IP Package,
4021011,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 5 STENTS ,(IMPLANT NOT INCLUDED)",P1   ,54957.5,15.0,2020-03-01 00:00:00,,IP Package,
7012021,EXCISION OF LESIONS INTRASPINAL INTRADURAL/CERVICAL,P1   ,54290.0,15.0,2020-03-01 00:00:00,,IP Package,
4011024,DUAL CHAMBER PERMANENT PACEMAKER,P1   ,53400.0,15.0,2020-03-01 00:00:00,,IP Package,
4011049,PERMANENT CARDIAC PACEMAKER / DUAL CHAMBER,P1   ,53400.0,15.0,2020-03-01 00:00:00,,IP Package,
4051003,AORTIC ROOT ANEURYSM RESECTION- BENTALL PROCEDURE,P1   ,53400.0,15.0,2020-03-01 00:00:00,,IP Package,
4051005,ASCENDING AORTIC ANEURYSM RESECTION,P1   ,53400.0,15.0,2020-03-01 00:00:00,,IP Package,
4051031,PACEMAKER ENDOCARDITIS – SURGICAL REMOVAL,P1   ,53400.0,15.0,2020-03-01 00:00:00,,IP Package,
7012028,KYPHOPLASTY (PER LEVEL) UNILATERAL,P1   ,53400.0,15.0,2020-03-01 00:00:00,,IP Package,
9031171,"SIMPLE CEREBRAL ANEURYSM COILING (WITHOUT STENTS, COILS, BALLOONS, CATHETERS AND WIRES)",P1   ,53400.0,15.0,2020-03-01 00:00:00,,IP Package,
4011002,AORTIC VALVE / TISSUE,P1   ,53266.5,15.0,2020-03-01 00:00:00,,IP Package,
4011014,CABG WITH MITRAL VALVE REPAIR (NO RING),P1   ,53266.5,15.0,2020-03-01 00:00:00,,IP Package,
4021019,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",P1   ,53266.5,15.0,2020-03-01 00:00:00,,IP Package,
4041026,EMBOLIZATION OF CRANIAL AND SPINAL ARTERIOVENOUS MALFORMATIONS BY GLUE AND COILS 1-3 NEDAL INJECTI,P1   ,53025.0,15.0,2020-03-01 00:00:00,,IP Package,
4051012,EXCISION OF MEDIASTINAL MASS / CYST STERNOTOMY,P1   ,51264.0,15.0,2020-03-01 00:00:00,,IP Package,
2015008,ANTERIOR RESECTION OF BOWEL / RECTUM,P1   ,50730.0,15.0,2020-03-01 00:00:00,,IP Package,
4021010,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 4 STENTS ,",P1   ,50730.0,15.0,2020-03-01 00:00:00,,IP Package,
7011019,CRANIOTOMY AND EXCISION OF CEREBELLAR TUMOUR,P1   ,49980.0,15.0,2020-03-01 00:00:00,,IP Package,
9031162,RENAL ARTERIAL VENOUS MALFORMATION EMBOLIZATION,P1   ,49840.0,15.0,2020-03-01 00:00:00,,IP Package,
7011022,CRANIOTOMY AND EXESION OF SUPERFICIAL BRAIN TUMOR,P1   ,49793.0,15.0,2020-03-01 00:00:00,,IP Package,
7012022,EXCISION OF LESIONS INTRASPINAL INTRADURAL/DORSAL,P1   ,49793.0,15.0,2020-03-01 00:00:00,,IP Package,
7012029,"LAMINECTOPLASTY / LAMINECTOMY FOR SPINAL TUMOR FOCAL (MENINGIOMA, NEUROMA)",P1   ,49793.0,15.0,2020-03-01 00:00:00,,IP Package,
7012006,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITH FUSION,P1   ,49572.0,15.0,2020-03-01 00:00:00,,IP Package,
4041061,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,P1   ,49490.0,15.0,2020-03-01 00:00:00,,IP Package,
4011055,PERMANENT CARDIAC PACEMAKER / SINGLE CHAMBER,P1   ,48950.0,15.0,2020-03-01 00:00:00,,IP Package,
5014010,NEPHRECTOMY (TOTAL OR PARTIAL) LAPAROSCOPIC,P1   ,48950.0,15.0,2020-03-01 00:00:00,,IP Package,
7012037,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS BILATERAL,P1   ,48950.0,15.0,2020-03-01 00:00:00,,IP Package,
4011038,MITRAL WITH TRICUSPID VALVE REPAIR (WITH RING),P1   ,48816.5,15.0,2020-03-01 00:00:00,,IP Package,
4011039,VALVULOPLASTY / MITRAL WITH BALLOON,P1   ,48816.5,15.0,2020-03-01 00:00:00,,IP Package,
4051015,"EXCISION, MEDIASTINAL MASS",P1   ,48480.0,15.0,2020-03-01 00:00:00,,IP Package,
4051065,"THYMECTOMY, EXTENDED",P1   ,48480.0,15.0,2020-03-01 00:00:00,,IP Package,
4021018,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH 2 STENT ,(IMPLANT NOT INCLUDED)",P1   ,48193.5,15.0,2020-03-01 00:00:00,,IP Package,
2016005,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY AND BAND REMOVAL,P1   ,48060.0,15.0,2020-03-01 00:00:00,,IP Package,
7012049,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – MORE THAN 2 NERVE ROOTS,P1   ,48060.0,15.0,2020-03-01 00:00:00,,IP Package,
7012051,POSTERIOR FUSION AND STABILIZATION,P1   ,47170.0,15.0,2020-03-01 00:00:00,,IP Package,
4041079,"THORACIC VESSELS, WITH GRAFT REPLACEMEN RESECTION",P1   ,46460.0,15.0,2020-03-01 00:00:00,,IP Package,
4051039,"RESECTION, AORTA, WITH GRAFT REPLACEMENT",P1   ,46460.0,15.0,2020-03-01 00:00:00,,IP Package,
4051060,"THORACOTOMY, REPAIR, ESOPHAGEAL INJURY",P1   ,46460.0,15.0,2020-03-01 00:00:00,,IP Package,
4051061,"THORACOTOMY, REPAIR, TRACHEO-BRONCHIAL TREE",P1   ,46460.0,15.0,2020-03-01 00:00:00,,IP Package,
7012017,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/CERVICAL,P1   ,46280.0,15.0,2020-03-01 00:00:00,,IP Package,
7012018,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/DORSAL,P1   ,46280.0,15.0,2020-03-01 00:00:00,,IP Package,
9031022,"CAROTID CAVERNOUS FISTULAE EMBOLIZATION (WITHOUT STENTS, COILS, BALLOONS, INTERMEDIATE CATHETERS,",P1   ,46280.0,15.0,2020-03-01 00:00:00,,IP Package,
7012044,MICROSCOPIC TOTAL SUPRASELLAR TUMOUR EXCISION THROUGH SUBFRONTAL APPROACH WITH FRONTAL CRANIOTOMY,P1   ,46146.5,15.0,2020-03-01 00:00:00,,IP Package,
4011020,CORONARY BYPASS (CABG),P1   ,45900.0,15.0,2020-03-01 00:00:00,,IP Package,
4021016,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – SV WITH 4 STENTS ,(IMPLANT NOT INCLUDED)",P1   ,44811.5,15.0,2020-03-01 00:00:00,,IP Package,
2015047,PROCTO COLECTOMY WITH ILEAL POUCH ANAL ANASTOMOSIS,P1   ,44500.0,15.0,2020-03-01 00:00:00,,IP Package,
2016014,MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL / LAPAROSCOPIC,P1   ,44500.0,15.0,2020-03-01 00:00:00,,IP Package,
2016019,ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL LAPAROSCOPIC,P1   ,44500.0,15.0,2020-03-01 00:00:00,,IP Package,
2016023,SLEEVE GASTRECTOMY WITH CHOLECYSTECTOMY AND BAND REMOVAL / LAPAROSCOPIC,P1   ,44500.0,15.0,2020-03-01 00:00:00,,IP Package,
4051050,TAVI/ TRANS CATHETER  AORTIC VALVE IMPLANTATION (TRANS FEMORAL)(IMPLANT NOT INCLUDED),P1   ,44500.0,15.0,2020-03-01 00:00:00,,IP Package,
6014049,"REPLACEMENT-KNEE, PARTIAL AND TOTAL",P1   ,44500.0,15.0,2020-03-01 00:00:00,,IP Package,
7011057,REMOVAL OF MOTOR CORTEX STIMULATION (MCS) – ELECTRODES (WITH CRANIOTOMY),P1   ,44500.0,15.0,2020-03-01 00:00:00,,IP Package,
7012052,POSTERIOR RHIZOTOMY,P1   ,44500.0,15.0,2020-03-01 00:00:00,,IP Package,
7012062,SELECTIVE DORSAL RHIZOTOMY FOR SPASTICITY,P1   ,44500.0,15.0,2020-03-01 00:00:00,,IP Package,
9031186,THROMBOLYSIS 1ST SESSION,P1   ,44500.0,15.0,2020-03-01 00:00:00,,IP Package,
4011037,MITRAL WITH TRICUSPID VALVE REPAIR (WITHOUT RING),P1   ,44366.5,15.0,2020-03-01 00:00:00,,IP Package,
4011042,MITRAL VALVE REPAIR (WITHOUT RING),P1   ,44366.5,15.0,2020-03-01 00:00:00,,IP Package,
4011043,MITRAL VALVE REPAIR (WITH RING),P1   ,44366.5,15.0,2020-03-01 00:00:00,,IP Package,
4051059,"THORACOTOMY, REPAIR, DIAPHRAGMATIC HERNIA",P1   ,44137.0,15.0,2020-03-01 00:00:00,,IP Package,
4021022,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – TV WITH STENT ,(IMPLANT NOT INCLUDED)",P1   ,43966.0,15.0,2020-03-01 00:00:00,,IP Package,
4041060,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH BALLOON,P1   ,43430.0,15.0,2020-03-01 00:00:00,,IP Package,
7011036,ENDOSCOPIC EVACUATION OF INTRACEREBRAL HEMATOMA,P1   ,43430.0,15.0,2020-03-01 00:00:00,,IP Package,
7011043,EXCISION OF BASAL ENCEPHACOLE,P1   ,42840.0,15.0,2020-03-01 00:00:00,,IP Package,
2016003,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH BAND REMOVAL,P1   ,42720.0,15.0,2020-03-01 00:00:00,,IP Package,
2016004,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY,P1   ,42720.0,15.0,2020-03-01 00:00:00,,IP Package,
9031036,"CHOLANGIOSCOPE WITH MATERIAL COST (INCLUDES/TUBE CHOLANGOGRAM, EMBOLIZATION GELFOAM, CATHETER CHAN",P1   ,42720.0,15.0,2020-03-01 00:00:00,,IP Package,
4011054,SIMPLE OPEN CONGENITAL DEFORMITIES (A.S.D./V.S.D /P.D.A.),P1   ,42687.0,15.0,2020-03-01 00:00:00,,IP Package,
4041032,"ENDARTERECTOMY, CAROTID VESSEL",P1   ,42420.0,15.0,2020-03-01 00:00:00,,IP Package,
4041033,"ENDARTERECTOMY-OTHER, VESSELS, HEAD AND NECK",P1   ,42420.0,15.0,2020-03-01 00:00:00,,IP Package,
4041056,"CAROTID BODY OPERATIONS, OTHER VASCULAR BODIES",P1   ,42420.0,15.0,2020-03-01 00:00:00,,IP Package,
4041064,"PHLEBECTOMY, WITH ANASTOMOSIS, OTHER VESSELS, HEAD",P1   ,42420.0,15.0,2020-03-01 00:00:00,,IP Package,
4051036,"RE-ENTRY OPERATION, AORTA",P1   ,42420.0,15.0,2020-03-01 00:00:00,,IP Package,
2015009,ANTERIOR RESECTION OF RECTUM WITH OR WITHOUT TEMPORARY STOMA,P1   ,42275.0,15.0,2020-03-01 00:00:00,,IP Package,
7012059,REPAIR OF MENINGOMYELOCELE MAJOR,P1   ,42275.0,15.0,2020-03-01 00:00:00,,IP Package,
7012009,CERVICAL MICRODISCECTOMY WITH FUSION / SINGLE LEVEL,P1   ,42066.5,15.0,2020-03-01 00:00:00,,IP Package,
2015049,RADICAL RESECTION AND RE-ANASTOMOSIS OF COLON CANCER,P1   ,41830.0,15.0,2020-03-01 00:00:00,,IP Package,
4041021,"BYPASS, VASCULAR-RENAL ARTERY",P1   ,41410.0,15.0,2020-03-01 00:00:00,,IP Package,
7011029,CRANIOTOMY EXCISION OF SUPERFICIAL POSTERIOR FOSSA TUMOUR,P1   ,41385.0,15.0,2020-03-01 00:00:00,,IP Package,
7012066,THECO-PERITONEAL SHUNT,P1   ,41385.0,15.0,2020-03-01 00:00:00,,IP Package,
4021025,MITRAL BALLOON VALULOPLASTY,P1   ,40400.0,15.0,2020-03-01 00:00:00,,IP Package,
7012007,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITHOUT FUSION,P1   ,40392.0,15.0,2020-03-01 00:00:00,,IP Package,
4041035,ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – MUTIPLE VESSEL,P1   ,40248.5,15.0,2020-03-01 00:00:00,,IP Package,
5014014,PENILE PROSTHESIS WITH IMPLANT (INFLATABLE),P1   ,40147.5,15.0,2020-03-01 00:00:00,,IP Package,
2015003,ABDOMINOPERINEAL RESECTION OF RECTUM,P1   ,40050.0,15.0,2020-03-01 00:00:00,,IP Package,
4031011,VENTRICULAR OUTFLOW TRACT STENTING (RVOT),P1   ,40050.0,15.0,2020-03-01 00:00:00,,IP Package,
4031012,VENTRICULAR SEPTAL DEFECT DEVICE CLOSURE (VSD),P1   ,40050.0,15.0,2020-03-01 00:00:00,,IP Package,
5014011,NEPHRECTOMY RADICAL / LAPAROSCOPIC,P1   ,40050.0,15.0,2020-03-01 00:00:00,,IP Package,
4041005,"ANASTOMOSIS, VENOUS, INTRA-ABDOMINAL",P1   ,39390.0,15.0,2020-03-01 00:00:00,,IP Package,
2015020,GASTRECTOMY / LAPAROSCOPIC / COMPLICATED,P1   ,39160.0,15.0,2020-03-01 00:00:00,,IP Package,
2015023,ILEO-ANAL POUCH CREATION / LAPAROSCOPIC / COMPLICATED,P1   ,39160.0,15.0,2020-03-01 00:00:00,,IP Package,
2015060,ULTRA LOW ANTERIOR BOWEL RESECTION / LAPAROSCOPIC / COMPLICATED,P1   ,39160.0,15.0,2020-03-01 00:00:00,,IP Package,
2016012,MINI GASTRIC BYPASS WITH BAND REMOVAL / LAPAROSCOPIC,P1   ,39160.0,15.0,2020-03-01 00:00:00,,IP Package,
2016013,MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY / LAPAROSCOPIC,P1   ,39160.0,15.0,2020-03-01 00:00:00,,IP Package,
2016017,ROUX-EN-Y GASTRIC BYPASS WITH BAND REMOVAL / LAPAROSCOPIC,P1   ,39160.0,15.0,2020-03-01 00:00:00,,IP Package,
2016018,ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY / LAPAROSCOPIC,P1   ,39160.0,15.0,2020-03-01 00:00:00,,IP Package,
2016022,SLEEVE GASTRECTOMY WITH CHOLECYSTECTOMY / LAPAROSCOPIC,P1   ,39160.0,15.0,2020-03-01 00:00:00,,IP Package,
7011038,ENDOSCOPIC MANAGEMENT OF HYDROCEPHALUS,P1   ,39160.0,15.0,2020-03-01 00:00:00,,IP Package,
7012004,CERVICAL DECOMPRESSIVE LAMINECTOMY,P1   ,39160.0,15.0,2020-03-01 00:00:00,,IP Package,
4021008,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 2 STENT , (PRICE IS WITHOUT STENT",P1   ,38760.0,15.0,2020-03-01 00:00:00,,IP Package,
4021009,"PTCA (PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY) – DV WITH 3 STENT ,(IMPLANT NOT INCLUDED)",P1   ,38760.0,15.0,2020-03-01 00:00:00,,IP Package,
2014001,ADRENALECTOMY / BILATERAL,P1   ,38380.0,15.0,2020-03-01 00:00:00,,IP Package,
4011047,PERMANENT CARDIAC PACEMAKER / ACUTE IMPLANTATION,P1   ,38380.0,15.0,2020-03-01 00:00:00,,IP Package,
4041039,"EXCISION, LESION, THORACIC VESSELS",P1   ,38380.0,15.0,2020-03-01 00:00:00,,IP Package,
4041049,"LIGATION, DIVISION, THORACIC VESSELS",P1   ,38380.0,15.0,2020-03-01 00:00:00,,IP Package,
4051034,"PNEUMONECTOMY, COMPLETE",P1   ,38380.0,15.0,2020-03-01 00:00:00,,IP Package,
7012061,REPAIR OF OCCULT SPINAL DYSRAPHISM,P1   ,38270.0,15.0,2020-03-01 00:00:00,,IP Package,
