Service Code,Service Name, Price,NPHIES ID
FMLAB-2068,STOOL ANALYSIS,61.0,73050-40-10
FMLAB-2069,TOTAL IRON BINDING CAPACITY (T.I.B.C),110.0,73050-21-20
FMLAB-2070,TOTAL PROTEINS,55.0,73050-30-70
FMLAB-2072,TRIGLYCERIDES,132.0,73050-36-20
FMLAB-2073,BLOOD UREA NITROGEN,66.0,73050-37-30
FMLAB-2074,UREA CLEARANCE,215.0,73050-37-60
FMLAB-2075,URIC ACID,66.0,73050-37-70
FMLAB-2077,URINE ANALYSIS,44.0,73150-01-20
FMLAB-2078,URINE ALBUMIN (24 Hours),110.0,73050-00-80
FMLAB-2080,URINE UROBILINOGEN,44.0,73050-38-00
FMLAB-2082,URINE CALCIUM (24 HOURS),167.1,73050-05-80
FMLAB-2083,URINE CREATININE,99.0,73050-09-90
FMLAB-2084,URINE KETONES,44.0,73050-00-00
FMLAB-2085,URINE SUGAR,33.0,73050-33-80
FMLAB-2086,URINE SODIUM,66.0,73050-33-20
FMLAB-2087,URINE POTASSIUM,66.0,73050-29-10
FMLAB-2089,URINE URIC ACID,110.0,73050-37-80
FMLAB-2090,URINE PHOSPHORUS,121.0,73050-28-30
FMLAB-2091,URINE CHLORIDE,88.0,73050-07-90
FMLAB-2095,KETONES AND SUGAR IN URINE,44.0,73050-00-00
FMLAB-2096,C.K. ISOENZYMES,495.0,73050-09-50
FMLAB-2098,URINE UREA NITROGEN,66.0,73050-37-40
FMLAB-2101,HYDROXY PROLINE,308.0,73050-20-30
FMLAB-2103,GROWTH HORMONE (GLUCOSE LOAD TEST),1331.0,73050-17-10
FMLAB-2107,OGTT SCREENING (50 GM),267.0,73050-15-50
FMLAB-2108,OGTT CONFIRMATION (PREGNANT 24-28 WEEKS OF GESTATI,367.0,73050-15-50
FMLAB-2111,HERPES SIMPLEX VIRUS PCR` CSF,1089.0,73100-23-00
FMLAB-3001,17 - KETOSTEROIDS,341.0,73050-21-50
FMLAB-3002,17 - OXOGENIC STEROIDS (17-OGS),341.0,73050-19-90
FMLAB-3003,AFP (ALPHA FETOPROTEIN),242.0,73050-01-70
FMLAB-3004,CEA,347.0,73050-06-70
FMLAB-3005,CA 125,352.0,73100-14-00
FMLAB-3006,CA 15-3,352.0,73100-13-80
FMLAB-3007,CA 19-9,352.0,73100-13-90
FMLAB-3008,CA 72 - 4,396.0,73100-13-70
FMLAB-3009,CORTISOL  (A.M.),176.0,73050-09-10
FMLAB-3010,ESTRADIOL (E2),220.0,73050-11-90
FMLAB-3011,ESTRIOL/ OESTRIOL,539.0,73050-12-20
FMLAB-3012,FSH,220.0,73050-16-90
FMLAB-3013,FERRITIN,220.0,73050-13-10
FMLAB-3015,FREE T4,220.0,73350-06-00
FMLAB-3016,BETA HCG,220.0,73050-39-50
FMLAB-3017,HGH (HUMAN GROWTH HORMONE),286.0,73000-02-60
FMLAB-3018,INSULIN (S),473.0,73100-15-80
FMLAB-3019,LH (LUTEINISING HORMONE),220.0,73050-17-00
FMLAB-3020,PROGESTERONE,220.0,73050-29-70
FMLAB-3021,PROLACTIN (PRL),220.0,73050-29-90
FMLAB-3022,PSA.TOTAL,341.0,73050-30-20
FMLAB-3023,TSH,209.0,73050-35-50
FMLAB-3026,TBG (THYROXINE BINDING GLUBULIN),292.0,73050-35-40
FMLAB-3028,TESTOSTERONE,220.0,73050-34-40
FMLAB-3029,THYROID PROFILE   (TSH` FT3 & FT4),814.0,73000-03-20
FMLAB-3030,VITMIN B12 (CYANOCOBALAMINE),330.0,73050-10-50
FMLAB-3031,NEONATAL TSH,275.0,73050-35-20
FMLAB-3032,NEONATAL T4,275.0,73050-35-30
FMLAB-3033,STIMULATED GROWTH HORMONE,680.0,73000-02-60
FMLAB-3034,PSA FREE,363.0,73050-30-30
FMLAB-3036,COMPLEMENT 3 PROACTIVATOR,132.0,83700-00-00
FMLAB-3045,LEPTIN,463.0,73300-03-70
FMLAB-3047,STIMULATED GROWTH HORMONE WITH (GLUCOSE),737.0,73000-02-70
FMLAB-3048,PROCALCITONIN,880.0,73050-29-80
FMLAB-4001,ACETAMINOPHEN (PARACETAMOL),649.0,73300-05-10
FMLAB-4002,ALCOHOL (ETHANOL) S`U,264.0,96034-00-00
FMLAB-4003,AMPHETAMINE,165.0,73300-04-50
FMLAB-4004,BARBITURATES,171.0,73300-06-60
FMLAB-4005,BENZODIAZEPINES,352.0,73300-06-70
FMLAB-4006,CANNABINOID (HASHISH),259.0,73300-07-00
FMLAB-4009,COCAINE,275.0,73300-07-40
FMLAB-4010,COMPLETE DRUG SCREEN (AMPH.`CANABIN` OPI`COC),1045.0,73300-04-50
FMLAB-4011,DIAZEPAM  (VALIUM),578.0,73300-06-70
FMLAB-4012,DIGOXIN (LANOXIN),220.0,73300-00-60
FMLAB-4013,LITHIUM,336.5,73300-01-80
FMLAB-4014,OPIATES (OPIUM` MORPHINE` HEROIN),127.0,73300-08-20
FMLAB-4015,PHENOBARBITONE,259.0,73300-03-70
FMLAB-4016,PHENYTOIN (EPANUTIN),259.0,73300-02-20
FMLAB-4017,PRIMIDONE,418.0,73300-02-40
FMLAB-4019,THEOPHYLLINE,352.0,73300-03-00
FMLAB-4021,ETHOSUXIMIDE (ZATROTIN),270.0,73300-01-00
FMLAB-4022,LIDOCAINE,292.0,73300-01-60
FMLAB-4023,N-ACETYLPROCAINAMIDE (NAPA) ,270.0,73300-02-50
FMLAB-5001,ANA (ANTI-NUCLEAR ABS),242.0,73100-10-70
FMLAB-5002,ASO TITER,165.0,73100-10-80
FMLAB-5004,ANTI-MITOCHONDRIAL SUBTYPE M 1-9,234.2,73050-20-70
FMLAB-5005,ANTI CMV IgG (CYTOMEGALO VIRUS),347.0,73100-20-70
FMLAB-5006,ANTI CMV IgM (CYTOMEGALO VIRUS),347.0,73100-20-80
FMLAB-5007,ANTI RUBELLA IgG,165.0,73100-25-90
FMLAB-5008,ANTI RUBELLA IgM,165.0,73100-26-00
FMLAB-5009,TOXOPLASMA IgG,220.0,73100-26-50
FMLAB-5010,TOXOPLASMA IgM,275.0,73100-26-60
FMLAB-5011,ANTI DNA DOUBLE STRAND,303.0,73100-13-00
FMLAB-5012,ANTI-SMOOTH MUSCLE,303.0,73100-13-30
FMLAB-5013,ANTI-HAV TOTAL,182.0,73100-24-00
FMLAB-5014,ANTI-HAV IgM,242.0,73100-24-10
FMLAB-5015,ANTI-HBc TOTAL (HBC Abs),182.0,73100-23-60
FMLAB-5016,ANTI-HBc IgM,242.0,73100-23-70
FMLAB-5017,ANTI-HEPATITIS C (HCV),347.0,73100-27-60
FMLAB-5018,ANTI-HEPATITIS DELTA ABS,330.0,73100-22-80
FMLAB-5022,BRUCELLA ABS.(Titer),160.0,73100-19-90
FMLAB-5023,CRP,88.0,73100-11-40
FMLAB-5024,CAMPYLOBACTOR ABS. (JEJUNI & INTESTINALIS),523.0,73100-20-00
FMLAB-5026,"CHLAMYDIA TR. ABS (IgG, IgA)",539.0,73100-20-30
FMLAB-5027,EPSTEIN BARR VIRUS(Abs),1056.0,73100-21-70
FMLAB-5028,ECHINOCOCCUS ABS (HYDATID),220.0,73100-22-30
FMLAB-5030,HBe - Ag,182.0,73050-49-10
FMLAB-5031,HBe - ABS (ANTI-HBe),182.0,73100-23-90
FMLAB-5032,HBs - ABS (ANTI-HBs),182.0,73100-23-90
FMLAB-5033,HBs- Ag ,182.0,73100-23-90
FMLAB-5035,HEPATITIS B MARKERS (Hbs Ag  Anti-Hbs`,671.0,73100-23-90
FMLAB-5039,HERPES I (IgG) ABS,183.4,73100-23-00
FMLAB-5040,HERPES II ( IgG) ABS,141.0,73100-23-10
FMLAB-5041,HERPES VIRUS IgG (TOTAL),242.0,73100-23-10
FMLAB-5042,HERPES VIRUS IgM (TOTAL),275.0,73100-23-10
FMLAB-5043,HIV ,330.0,73100-22-70
FMLAB-5044,HIV-WESTERN BLOT,792.0,73050-31-10
FMLAB-5048,MYCOPLASMA ABS,715.0,73100-25-00
FMLAB-5049,R.P.R. OR VDRL,88.0,73100-18-70
FMLAB-5050,RF (RHEUMATOID FACTOR),160.0,73100-17-80
FMLAB-5051,ROTA VIRUS AG IN STOOL,132.0,73050-49-90
FMLAB-5052,SCHISTOSOMA ABS (BILHARIZIAL ABS),182.0,73100-25-50
FMLAB-5057,WIDAL TEST,182.0,73100-26-10
FMLAB-5058,YERSINIA IgA & IgG ABS,512.0,73100-27-30
FMLAB-5062,HERPES I  IgM,358.0,73100-23-00
FMLAB-5064,HEPATITIS E ANTIBODIES HEV (IgG),545.0,73100-23-00
FMLAB-5065,HBsAg & HCV ABS,385.0,73100-27-60
FMLAB-5066,HAV IgM + HBc IgM,722.0,73100-24-10
FMLAB-5067,CMV ANTIBODY (IgM+IgG),638.0,73100-20-80
FMLAB-5072,PARIETAL CELL ANTIBODY (PCA),315.0,73100-13-40
FMLAB-5077,PROSTATIC SECRETION EXAM.,198.0,73050-44-30
FMLAB-5078,ROSE WELLER,88.0,73100-05-20
FMLAB-5081,PARVO VIRUS IgG,303.0,73100-25-30
FMLAB-5083,PARVO VIRUS IgM,303.0,73100-25-30
FMLAB-5085,HELICOBACTER PYLORI Ag IN STOOL ,242.0,73050-48-70
FMLAB-5293,LISTERIA DNA BY PCR,303.0,73100-24-60
FMLAB-6001,AFB (ACID FAST BACILLI ) SMEAR ,121.0,73050-44-40
FMLAB-6008,GRAM SMEAR,66.0,73050-44-30
FMLAB-6010,K.O.H. PREP. (FUNGUS EXAMINATION),66.0,73100-22-00
FMLAB-6016,"SPERM ABS IN SEMEN (IgA, IgG, IgM)",629.0,73400-03-30
FMLAB-6019,STOOL AFB,165.0,73050-40-20
FMLAB-6024,AUTOMATED URINE C/S,350.0,73150-00-50
FMLAB-6025,WET SMEAR EXAMINATION,88.0,73050-44-70
FMLAB-6029,PLATE FOR AIR EXAMINATION,160.0,73350-06-00
FMLAB-6031,WATER BACTERIOLOGICAL EXAMINATION,484.0,83700-00-00
FMLAB-6036,FOOD EXAM BACTERIOLOGICAL,141.0,97048-01-00
FMLAB-6038,RESPIRATORY SYNCYTIAL VIRUS (RSV).,315.0,73100-25-60
FMLAB-6043,C/S OTHER SP. AEROBIC,165.0,73050-40-30
FMLAB-6044,C/S OTHER SP. ANAEROBIC,165.0,73050-40-50
FMLAB-6260,HIV ( SAUDI CATERING COMPANY),83.0,73100-22-70
FMLAB-7001,"ANTI-NATAL PROF.:RUB,TOXO,VDRL AIDS,CBC,",1790.0,73100-26-50
FMLAB-7003,ASCETIC FLUID PROFILE,842.0,73050-31-00
FMLAB-7005,CSF PROFILE,424.0,73050-30-60
FMLAB-7006,CARDIAC ENZYMES PROFILE: ,750.0,73050-09-50
FMLAB-7007,"HEPATIC PROFILE (1): TOTAL BILI,SGOT,GGT, ALBUMIN)",666.0,73000-00-90
FMLAB-7008,HEPATIC PROFILE (2): TP`P.ELEC` LDH` CHOLESTEROL),854.0,73000-00-90
FMLAB-7009,"INFERTILITY PROFILE (MALE): SEMEN, TESTOS, FSH, LH",1973.0,73400-03-30
FMLAB-7010,INFERTILITY PROFILE (FEMALE 1) ESTRO`PRO` PRL` LH,1775.0,73050-29-70
FMLAB-7012,LAB CHECK-UP (CBC`ESR`FBS`CHOL TRIG`CREA`ALT`AST),1000.0,73050-23-60
FMLAB-7013,NEONATAL SCREEN,807.0,73050-35-20
FMLAB-7016,"OR PROFILE I CHILD UP TO 6 YR CBC,ABO&R",665.0,73100-00-90
FMLAB-7017,OR PROFILE II UP TO 40 YRS CBC K`NA`HBsA,1645.0,73100-00-90
FMLAB-7018,"OR PROFILE III MJR UP TO 40YRS CBC,K,NA,",1755.0,73100-00-90
FMLAB-7019,OR PROFILE IV MJR(OVER 40 YRS) CBC`K`NA`,2398.0,73100-00-90
FMLAB-7020,PLEURAL FLUID PROFILE,385.0,83700-00-00
FMLAB-7021,PROSTATIC PROFILE  (C/S` WET SMEAR & GRAM STAIN),646.0,73050-44-30
FMLAB-7022,"RENAL PROFILE (UREA,CREATININE, NA, K, URIC ACID)",385.0,73050-37-80
FMLAB-7023,RHEUMATOLOGY PROFILE RF`CRP`AS,705.0,73100-17-70
FMLAB-7024,SYNOVIAL FLUID PROFILE,842.0,73400-00-60
FMLAB-7025,TORCH TEST PROFILE             TOXO` RUB,1628.0,73100-13-60
FMLAB-7027,"HEPATITIS PANEL I ""ACUTE"" HBs Ag` HBcIgM` HAV IgM",2327.0,73100-23-80
FMLAB-7028,"HEPATITIS PANEL II""ACUTE"" HBs Ag, HCV, HAV IgM",3105.0,73100-27-60
FMLAB-7029,"AMENORRHEA ""PRIMARY"" OVARIAN INSUFICIE",1188.0,73000-02-50
FMLAB-7030,"AMENORRHEA ""SECONDARY""OVARIAN INSUFICIE",1354.0,73000-02-50
FMLAB-7031,RHEUMATOLOGY PROFILE IST EXAM.,2145.0,73100-17-70
FMLAB-7032,"SLE PROFILE (DNA, ANA, IgM, C3 & C4)",1918.0,73100-13-10
FMLAB-7033,MONTHLY RHEUMATOLOGY. FOLLOW UP,3885.0,73100-17-80
FMLAB-7034,TRIMESTER RHEUM. FOLLOW UP,1827.0,73100-17-70
FMLAB-7035,HYPERTENSION PROFILE,1505.0,83700-00-00
FMLAB-7036,METABOLIC BONE DISEASE RHEUM.  PROFILE,473.0,73100-17-70
FMLAB-7037,IM LAB. CHECK-UP,1345.0,73100-14-20
FMLAB-7038,"NEPHLOMETER RHEUMATOLOGY (RF,CRP,ASO,URIC ACID)",705.0,73100-17-70
FMLAB-7039,NEPHLOMETER RHEUMATOLOGY PROFILE 1ST EXAMINATION,2043.0,73100-17-70
FMLAB-7040,MARRIAGE CHECK-UP HB.ELECTROPHORESIS`,1887.0,73100-14-80
FMLAB-7041,BODY FLUID PROFILE,842.0,73200-00-00
FMLAB-7042,DIABETIC PROFILE(1) (GLYCO` HB CREATI` U,572.0,73050-15-50
FMLAB-7043,"DIABETIC PROFILE(II)(GLYCO, HB CREATI, U",1114.0,73050-15-50
FMLAB-7044,PAEDIATRIC OBESITY PROFILE     (CORTISOL,1243.0,73050-09-00
FMLAB-7046,DIABETIC CHECK UP,1664.0,73050-15-50
FMLAB-7047,"FULL NATAL PROFILE (HEPATITIS B, C,TOXO, HIV, TPHA",1476.0,73100-23-90
FMLAB-7048,DIALYSIS PROFILE - I,484.0,13100-00-00
FMLAB-7051,CATH LAB. PROFILE (CREATININE  CBC`HIV`HBs-Ag`HCV),1250.0,73050-09-90
FMLAB-7053,"OPTHALMOLOGY PROFILE (I)(HBsAG, HCV ,HIV,RPR, HTLV",2281.0,73100-23-80
FMLAB-7054,OPTHALMOLOGY PROFILE (II)(RPR` HTLV`VHCV-PCP,4432.0,73100-26-70
FMLAB-7059,ER PROFILE I (CBC`URINE ANALYSIS),227.0,73100-00-90
FMLAB-7060,ER PROFILE II (TOTAL BILI` SGOT`SGPT`ALK PHOSP.GGT,920.0,73050-04-30
FMLAB-7061,"ER PROFILE III (CK. CK-MB,TROPONIN)",895.0,73050-09-40
FMLAB-7062,"ER PROFILE IV (PT,PTT)",187.0,73100-09-60
FMLAB-7074,DEXAMETHOSOME SUPPRESSION TEST(ACTH & CORTISOL,721.0,73000-02-20
FMLAB-7075,METABOLIC SYNDROME (PEDIATRIC SCREENING),1529.0,73000-00-40
FMLAB-7081,PITUITARY PROFILE,1148.0,73000-02-10
FMLAB-7084,THYROID PROFILE 1,440.0,73050-35-50
FMLAB-7085,THYROID PROFILE 2,949.0,73050-35-50
FMLAB-7086,TORCH IgM PROFILE,1277.0,73100-13-60
FMLAB-7091,RIYADH BANK CHECK UP,320.0,73000-00-20
FMLAB-8001,ASPIRATION BIOPSY CYTOLOGY,385.0,73200-02-60
FMLAB-8002,BODY FLUID CYTOLOGY,220.0,73200-00-00
FMLAB-8005,EXTRA BLOCKS,99.0,83700-00-00
FMLAB-8006,FROZEN SECTIONS,847.0,73200-08-00
FMLAB-8009,HISTOPATH/BIOPSY SMALL SPECM.,440.0,73200-06-40
FMLAB-8010,HISTOPATH/BIOPSY LARGE SPECM.,1320.0,73200-06-90
FMLAB-8012,SPECIMENS-ROUTINE PROCESSING,209.0,73200-00-20
FMLAB-8013,SPECIAL STAIN (EACH),110.0,73200-08-50
FMLAB-8014,PANEL SPECIAL STAIN(4 OR MORE),506.0,73200-07-30
FMLAB-8016,HISTOPATH 2 SMALL SPECIMEN,578.0,73200-06-40
FMLAB-8028,FULL RENAL BIOPSY PROFILE,3146.0,73000-00-70
FMLAB-8051,IgG QUANTITATIVE (CSF),303.0,73050-30-60
FMLAB-8052,IgA (CSF),303.0,73100-10-60
FMLAB-8053,IgM (CSF),303.0,73100-10-60
FMLAB-8065,MARKER FOR HTR2-NEU BREAST CANCER MARKER,396.0,73100-13-80
FMLAB-8070,SLIDE REVIEW,605.0,73200-07-10
FMLAB-8073,COMBINED ESTROGEN/PROGESTERONE RECEPTORS (ER/PR),968.0,73050-32-00
FMLAB-8074,IMMUNE STATUS PANEL (RENAL BIOPSY),968.0,36561-00-01
FMLAB-8085,CSF REPORT,253.0,73050-30-60
FMLAB-9001,17 - HYDROXY PROGESTERONE,627.0,73050-20-10
FMLAB-9002,A D H-ANTIDIURETIC HORMONE,820.0,73050-38-50
