Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
2076,7125004,LABORATORY,IMMUNO/SEROLOGY,C-REACTIVE PROTEIN (CRP),180,
2018,7123003,LABORATORY,MICROBIOLOGY,BLOOD CULTURE,153,
2047,7124001,LABORATORY,URINE AND STOOL ANALYSIS,ROUTINE URINE ANALYSIS,68,
2054,7124008,LABORATORY,URINE AND STOOL ANALYSIS,ROUTINE STOOL ANALYSIS,68,
785,2182001,NEPHROLOGY,HAEMODIALYSIS,HAEMODIALYSIS FIRST SESSIONS ,1620,
786,2182002,NEPHROLOGY,HAEMODIALYSIS,HAEMODIALYSIS REGULER SESSION,1350,
21,1112021,CONSULTATION,CONSULTATION,SECA TEST DONE BY DIETITIAN,100,
81,2014051,GENERAL SURG.,FINE MAJOR SURG,PRE-OPERATIVE INVESTIGATION,400,FLAT RATE
1068,8123001,RADIOLOGY,MRI,MRI WITHOUT CONTRAST ,1200,FLAT RATE
1069,8123002,RADIOLOGY,MRI,MRI ADDITIONAL ORGAN,1200,FLAT RATE
1070,8123003,RADIOLOGY,MRI,MRI WITH CONTRAST ,1200,FLAT RATE
1071,8123004,RADIOLOGY,MRI,MRI PELVIMETRY,1200,FLAT RATE
1074,8123007,RADIOLOGY,MRI,MRI SPECTROMETRY,1200,FLAT RATE
1075,8123008,RADIOLOGY,MRI,MRI UROGRAPHY,1200,FLAT RATE
1076,8123009,RADIOLOGY,MRI,MRI CHOLANGIOGRAPHY / GALL BLADDER,1200,FLAT RATE
1079,8123012,RADIOLOGY,MRI,MRI ARTHROGRAPHY WITH CONTRAST,1200,FLAT RATE
1080,8123013,RADIOLOGY,MRI,MRI OF THE PITUITARY GLAND WITH CONTRAST,1200,FLAT RATE
1081,8123014,RADIOLOGY,MRI,MRI OF TMJ,1200,FLAT RATE
1082,8123015,RADIOLOGY,MRI,MRI BRAIN,1200,FLAT RATE
1083,8123016,RADIOLOGY,MRI,MRI BRAIN WITH CONTRAST,1200,FLAT RATE
1084,8123017,RADIOLOGY,MRI,MRI NECK WITH CONTRAST,1200,FLAT RATE
1085,8123018,RADIOLOGY,MRI,MRI NECK ,1200,FLAT RATE
1086,8123019,RADIOLOGY,MRI,MRI ORBIT WITH CONTRAST,1200,FLAT RATE
1087,8123020,RADIOLOGY,MRI,MRI ORBIT ,1200,FLAT RATE
1088,8123021,RADIOLOGY,MRI,MRI CHEST WITH CONTRAST,1200,FLAT RATE
1089,8123022,RADIOLOGY,MRI,MRI CHEST ,1200,FLAT RATE
1090,8123023,RADIOLOGY,MRI,MRI ABDOMEN WITH CONTRAST,1200,FLAT RATE
1091,8123024,RADIOLOGY,MRI,MRI ABDOMEN ,1200,FLAT RATE
1092,8123025,RADIOLOGY,MRI,MRI PLEVIS WITH CONTRAST,1200,FLAT RATE
1093,8123026,RADIOLOGY,MRI,MRI PELVIS ,1200,FLAT RATE
1094,8123027,RADIOLOGY,MRI,MRI SHOULDER WITH CONTRAST,1200,FLAT RATE
1095,8123028,RADIOLOGY,MRI,MRI SHOULDER,1200,FLAT RATE
1096,8123029,RADIOLOGY,MRI,MRI ELBOW WITH CONTRAST,1200,FLAT RATE
1097,8123030,RADIOLOGY,MRI,MRI ELBOW ,1200,FLAT RATE
1098,8123031,RADIOLOGY,MRI,MRI WRIST/HAND WITH CONTRAST,1200,FLAT RATE
1099,8123032,RADIOLOGY,MRI,MRI WRIST/HAND ,1200,FLAT RATE
1100,8123033,RADIOLOGY,MRI,MRI KNEE WITH CONTRAST,1200,FLAT RATE
1101,8123034,RADIOLOGY,MRI,MRI KNEE ,1200,FLAT RATE
1102,8123035,RADIOLOGY,MRI,MRI ANKLE/FOOT WITH CONTRAST,1200,FLAT RATE
1103,8123036,RADIOLOGY,MRI,MRI ANKLE/FOOT ,1200,FLAT RATE
1104,8123037,RADIOLOGY,MRI,MRI C. SPINE WITH CONTRAST,1200,FLAT RATE
1105,8123038,RADIOLOGY,MRI,MRI C. SPINE,1200,FLAT RATE
1106,8123039,RADIOLOGY,MRI,MRI DORSAL SPINE WITH CONTRAST,1200,FLAT RATE
1107,8123040,RADIOLOGY,MRI,MRI DORSAL SPINE,1200,FLAT RATE
1108,8123041,RADIOLOGY,MRI,MRI LUMBER SPINE WITH CONTRAST,1200,FLAT RATE
1109,8123042,RADIOLOGY,MRI,MRI LUMBER SPINE ,1200,FLAT RATE
1110,8123043,RADIOLOGY,MRI,MRI BRACHIAL PLEXUS,1200,FLAT RATE
1111,8123044,RADIOLOGY,MRI,MRI BREAST WITH CONTRAST,1200,FLAT RATE
1112,8123045,RADIOLOGY,MRI,MRI BREAST ,1200,FLAT RATE
1126,8123059,RADIOLOGY,MRI,MRI ARM WITH CONTRAST,1200,FLAT RATE
1127,8123060,RADIOLOGY,MRI,MRI ARM ,1200,FLAT RATE
1128,8123061,RADIOLOGY,MRI,MRI FOREARM WITH CONTRAST,1200,FLAT RATE
1129,8123062,RADIOLOGY,MRI,MRI FOREARM ,1200,FLAT RATE
1130,8123063,RADIOLOGY,MRI,MRI HIP JOINT WITH CONTRAST,1200,FLAT RATE
1131,8123064,RADIOLOGY,MRI,MRI HIP JOINT ,1200,FLAT RATE
1132,8123065,RADIOLOGY,MRI,MRI FEMUR WITH CONTRAST,1200,FLAT RATE
1133,8123066,RADIOLOGY,MRI,MRI FEMUR,1200,FLAT RATE
1134,8123067,RADIOLOGY,MRI,MRI LEG WITH CONTRAST,1200,FLAT RATE
1135,8123068,RADIOLOGY,MRI,MRI LEG  ,1200,FLAT RATE
1136,8123069,RADIOLOGY,MRI,MRI SACRO ILIAC JOINT,1200,FLAT RATE
1141,8124001,RADIOLOGY,CT SCAN ,CT SCAN ,800,FLAT RATE
1142,8124002,RADIOLOGY,CT SCAN ,CT SCAN ADDITIONAL ORGAN,800,FLAT RATE
1143,8124003,RADIOLOGY,CT SCAN ,CT SCAN WITH CONTRAST,800,FLAT RATE
1145,8124005,RADIOLOGY,CT SCAN ,CT SCAN PELVIMETRY,800,FLAT RATE
1146,8124006,RADIOLOGY,CT SCAN ,CT SCAN FOR MEASURING THE LIMBS,800,FLAT RATE
1147,8124007,RADIOLOGY,CT SCAN ,CT SCAN KUB,800,FLAT RATE
1150,8124010,RADIOLOGY,CT SCAN ,CT VIRTUAL COLONOGRAPHY & POLYP DETECTION WITH CONTRAST,800,FLAT RATE
1151,8124011,RADIOLOGY,CT SCAN ,CT VIRTUAL BRONCHOSCOPY WITH CONTRAST,800,FLAT RATE
1155,8124015,RADIOLOGY,CT SCAN ,CT SIALOGRAM WITH CONTRAST ,800,FLAT RATE
1157,8124017,RADIOLOGY,CT SCAN ,CT HEAD/BRAIN ,800,FLAT RATE
1158,8124018,RADIOLOGY,CT SCAN ,CT HEAD/BRAIN WITH CONTRAST,800,FLAT RATE
1159,8124019,RADIOLOGY,CT SCAN ,CT NECK WITH CONTRAST,800,FLAT RATE
1160,8124020,RADIOLOGY,CT SCAN ,CT NECK ,800,FLAT RATE
1165,8124025,RADIOLOGY,CT SCAN ,CT CHEST WITH CONTRAST,800,FLAT RATE
1166,8124026,RADIOLOGY,CT SCAN ,CT CHEST ,800,FLAT RATE
1167,8124027,RADIOLOGY,CT SCAN ,CT ABDOMEN WITH CONTRAST,800,FLAT RATE
1168,8124028,RADIOLOGY,CT SCAN ,CT ABDOMEN ,800,FLAT RATE
1169,8124029,RADIOLOGY,CT SCAN ,CT PLEVIS WITH CONTRAST,800,FLAT RATE
1170,8124030,RADIOLOGY,CT SCAN ,CT PELVIS ,800,FLAT RATE
1171,8124031,RADIOLOGY,CT SCAN ,CT SHOULDER OR HUMERUS OR ELBOW WITH CONTRAST ,800,FLAT RATE
1172,8124032,RADIOLOGY,CT SCAN ,CT SHOULDER OR HUMERUS OR ELBOW  ,800,FLAT RATE
1173,8124033,RADIOLOGY,CT SCAN ,CT FOREARM OR WRIST OR HAND WITH CONTRAST ,800,FLAT RATE
1174,8124034,RADIOLOGY,CT SCAN ,CT FOREARM OR WRIST OR HAND ,800,FLAT RATE
1175,8124035,RADIOLOGY,CT SCAN ,CT HIP OR FEMUR OR KNEE WITH CONTRAST,800,FLAT RATE
1176,8124036,RADIOLOGY,CT SCAN ,CT HIP OR FEMUR OR KNEE ,800,FLAT RATE
1177,8124037,RADIOLOGY,CT SCAN ,CT LEG OR ANKLE OR FOOT WITH CONRAST,800,FLAT RATE
1178,8124038,RADIOLOGY,CT SCAN ,CT LEG OR ANKLE OR FOOT,800,FLAT RATE
1179,8124039,RADIOLOGY,CT SCAN ,CT FACIAL BONE WITH CONTRAST,800,FLAT RATE
1180,8124040,RADIOLOGY,CT SCAN ,CT FACIAL BONE ,800,FLAT RATE
1181,8124041,RADIOLOGY,CT SCAN ,CT C. SPINE ,800,FLAT RATE
1182,8124042,RADIOLOGY,CT SCAN ,CT DORSAL SPINE,800,FLAT RATE
1183,8124043,RADIOLOGY,CT SCAN ,CT LUMBER SPINE,800,FLAT RATE
1186,8124046,RADIOLOGY,CT SCAN ,CT PITUITARY GLAND WITH CONTRAST,800,FLAT RATE
1187,8124047,RADIOLOGY,CT SCAN ,CT ORBIT WITH CONTRAST,800,FLAT RATE
1188,8124048,RADIOLOGY,CT SCAN ,CT ORBIT  ,800,FLAT RATE
1189,8124049,RADIOLOGY,CT SCAN ,CT PNS WITH CONTRAST,800,FLAT RATE
1190,8124050,RADIOLOGY,CT SCAN ,CT PNS ,800,FLAT RATE
1204,8124064,RADIOLOGY,CT SCAN ,CT TEMPORAL BONE,800,FLAT RATE
1205,8124065,RADIOLOGY,CT SCAN ,CT TEMPORAL BONE WITH CONTRAST,800,FLAT RATE
1163,8124023,RADIOLOGY,CT SCAN ,CT ABDOMEN & PELVIS WITH CONTRAST,1000,FLAT RATE
1164,8124024,RADIOLOGY,CT SCAN ,CT ABDOMEN & PELVIS,1000,FLAT RATE
1161,8124021,RADIOLOGY,CT SCAN ,CT CHEST & ABDOMEN & PELVIS ,1600,FLAT RATE
1162,8124022,RADIOLOGY,CT SCAN ,CT CHEST & ABDOMEN & PELVIS WITH CONTRAST,1600,FLAT RATE
1,1112001,CONSULTATION,CONSULTATION,GENERAL PRACTITIONER'S CONSULTION (E.R.),125,FLAT RATE
2,1112002,CONSULTATION,CONSULTATION,ER DIFFERENCE - GP & CONSULTANT,125,FLAT RATE
3,1112003,CONSULTATION,CONSULTATION,CONSULTANT'S CONSULTATION (OPD),125,FLAT RATE
4,1112004,CONSULTATION,CONSULTATION,INPATIENT DOCTOR CONSULTATION REFERRED,125,FLAT RATE
5,1112005,CONSULTATION,CONSULTATION,INPATIENT DOCTOR'S DAILY VISIT  ,125,FLAT RATE
6,1112006,CONSULTATION,CONSULTATION,BARIATRIC CONSULTATION,125,FLAT RATE
7,1112007,CONSULTATION,CONSULTATION,CARDIOLOGY CONSULTANT CONSULTATION,125,FLAT RATE
8,1112008,CONSULTATION,CONSULTATION,SPECIALIST CONSULTAION (OPD),125,FLAT RATE
9,1112009,CONSULTATION,CONSULTATION,COLO-RECTAL SURGERY CONSULTATION,125,FLAT RATE
10,1112010,CONSULTATION,CONSULTATION,CONSULTATION - INTERVENTIONAL CARDIOLOGIST,125,FLAT RATE
11,1112011,CONSULTATION,CONSULTATION,CONSULTATION - VISITING DOCTORS,750,
12,1112012,CONSULTATION,CONSULTATION,CONSULTATION 1ST SPECIALIST,125,FLAT RATE
13,1112013,CONSULTATION,CONSULTATION,CONSULTATION FEE - SENIOR CONSULTANT DERMATOLOGIST,125,FLAT RATE
14,1112014,CONSULTATION,CONSULTATION,CONSULTATION FEE - VISITING DOCTOR ,750,
15,1112015,CONSULTATION,CONSULTATION,CONSULTATION FEE (SKINCARE),125,FLAT RATE
16,1112016,CONSULTATION,CONSULTATION,DENTAL CONSULTANT CONSULTATION,125,FLAT RATE
17,1112017,CONSULTATION,CONSULTATION,DENTAL SPECIALIST CONSULTATION,125,FLAT RATE
18,1112018,CONSULTATION,CONSULTATION,DERMATOLOGY CONSULTATION,125,FLAT RATE
19,1112019,CONSULTATION,CONSULTATION,DIABETIC EDUCATION WITH BLOOD SUGAR TEST,125,FLAT RATE
20,1112020,CONSULTATION,CONSULTATION,DIETITIAN CONSULTATION ,125,FLAT RATE
22,1112022,CONSULTATION,CONSULTATION,ENDOCRINOLOGY CONSULTATION,125,FLAT RATE
23,1112023,CONSULTATION,CONSULTATION,ENT SPECIALIST CONSULTATION,125,FLAT RATE
24,1112024,CONSULTATION,CONSULTATION,FAMILY THERAPY ,125,FLAT RATE
25,1112025,CONSULTATION,CONSULTATION,FOLLOW UP (IVF) WITHIN 7 DAYS,125,FLAT RATE
26,1112026,CONSULTATION,CONSULTATION,FOLLOW-UP CONSULTATION (WITHIN 14 DAYS),0,
27,1112027,CONSULTATION,CONSULTATION,FREE FOLLOW UP ( DENTAL ),0,
28,1112028,CONSULTATION,CONSULTATION,GASTROENTEROLOGY CONSULTATION ,125,FLAT RATE
29,1112029,CONSULTATION,CONSULTATION,GYNAECOLOGY CONSULTATION,125,FLAT RATE
30,1112030,CONSULTATION,CONSULTATION,INPATIENT VISIT - NEURO SURGEON,125,FLAT RATE
31,1112031,CONSULTATION,CONSULTATION,INTERNAL MEDICINE CONSULTATION,125,FLAT RATE
32,1112032,CONSULTATION,CONSULTATION,INTERVENTIONAL RADIOLOGY CONSULTATION,125,FLAT RATE
33,1112033,CONSULTATION,CONSULTATION,IVF CONSULTATION,125,FLAT RATE
34,1112034,CONSULTATION,CONSULTATION,IVF CONSULTATION FOLLOW UP VISIT,125,FLAT RATE
35,1112035,CONSULTATION,CONSULTATION,NEPHROLOGY CONSULTATION,125,FLAT RATE
36,1112036,CONSULTATION,CONSULTATION,NEURO SURGERY CONSULTATION,125,FLAT RATE
37,1112037,CONSULTATION,CONSULTATION,NEUROLOGY CONSULTATION,125,FLAT RATE
38,1112038,CONSULTATION,CONSULTATION,ONCOLOGY CONSULTATION,125,FLAT RATE
39,1112039,CONSULTATION,CONSULTATION,OPHTHALMOLOGY CONSULTATION,125,FLAT RATE
40,1112040,CONSULTATION,CONSULTATION,ORTHODONTIST CONSULTATION,125,FLAT RATE
41,1112041,CONSULTATION,CONSULTATION,ORTHOPAEDIC CONSULTATION,125,FLAT RATE
42,1112042,CONSULTATION,CONSULTATION,OUTSIDE CONSULTATION CONSULTANT,750,
43,1112043,CONSULTATION,CONSULTATION,OUTSIDE CONSULTATION SPECIALIST,450,
44,1112044,CONSULTATION,CONSULTATION,PAEDIATRIC CONSULTATION,125,FLAT RATE
45,1112045,CONSULTATION,CONSULTATION,PEDIATRIC CARDIOLOGY CONSULTATION,125,FLAT RATE
46,1112046,CONSULTATION,CONSULTATION,PEDIATRIC SURGERY CONSULTATION,125,FLAT RATE
47,1112047,CONSULTATION,CONSULTATION,PSYCHIATRIC CONSULTATION,125,FLAT RATE
48,1112048,CONSULTATION,CONSULTATION,PSYCHIATRIC FOLLOW-UP (WITHIN 7 DAYS),125,FLAT RATE
49,1112049,CONSULTATION,CONSULTATION,PSYCHO THERAPY (PER SESSION),125,FLAT RATE
50,1112050,CONSULTATION,CONSULTATION,RHEUMATOLOGY  CONSULTATION,125,FLAT RATE
51,1112051,CONSULTATION,CONSULTATION,SURGERY CONSULTATION,125,FLAT RATE
52,1112052,CONSULTATION,CONSULTATION,UROLOGY CONSULTATION,125,FLAT RATE
53,1112053,CONSULTATION,CONSULTATION,CONSULTANT OR SPECIALIST CALL BY NAME FOR DELIVERY REQUESTED BY THE PATIENT,950,
840,1112054,OBS/GYN ,OBS/GYN SERVICES ,ANC PACKAGE DEAL - FULL PAYMENT - NET,4750,
841,1112055,OBS/GYN ,OBS/GYN SERVICES ,ANC PACKAGE DEAL - FIRST INSTALLMENT - NET,2969,
842,1112056,OBS/GYN ,OBS/GYN SERVICES ,ANC PAKAGE  DEAL - SECOND INSTALLMENT- NET,1782,
54,2112001,ROOM & BOARD,ACCOMODATION,ACCOMODATION / SUITE PER DAY (BED ONLY),1140,
55,2112002,ROOM & BOARD,ACCOMODATION,ACCOMODATION / PRIVATE PER DAY (BED ONLY),380,
56,2112003,ROOM & BOARD,ACCOMODATION,ACCOMODATION / SEMI-PRIVATE PER DAY (BED ONLY),266,
57,2112004,ROOM & BOARD,ACCOMODATION,ACCOMODATION / PAEDIATRIC WARD (BED ONLY),266,
58,2112005,ROOM & BOARD,ACCOMODATION,ACCOMODATION / INFANT INCUBATOR (BED ONLY),266,
59,2112006,ROOM & BOARD,ACCOMODATION,ACCOMODATION / NURSERY (BED ONLY),190,
61,2112008,ROOM & BOARD,ACCOMODATION,ACCOMODATION / SUITE ROOM ICU PER DAY (BED ONLY),2660,
65,2112012,ROOM & BOARD,ACCOMODATION,ACCOMODATION / NICU INTERMEDIATE CARE (CRIB) (BED ONLY),760,
66,2112013,ROOM & BOARD,ACCOMODATION,ACCOMODATION / NICU - ISOLATION PER DAY (BED ONLY),1520,
67,2112014,ROOM & BOARD,ACCOMODATION,ACCOMODATION / ISOLATION ROOM / ADULT (BED ONLY),380,
68,2112015,ROOM & BOARD,ACCOMODATION,HEAD OXYGEN BOX (NEO-NATAL CARE),124,
69,2112016,ROOM & BOARD,ACCOMODATION,ROOM DIFFERENCE (SEMI PVT - PVT),114,
70,2112017,ROOM & BOARD,ACCOMODATION,ROOM DIFFERENCE (SEMI PVT - SUITE),874,
71,2112018,ROOM & BOARD,ACCOMODATION,ROOM DIFFERENCE (PVT - SUITE),760,
72,2112019,ROOM & BOARD,ACCOMODATION,NURSING CARE / WARD PER DAY ,143,
73,2112020,ROOM & BOARD,ACCOMODATION,NURSING CARE / ICU PER DAY ,238,
74,2112021,ROOM & BOARD,ACCOMODATION,SPECIAL NURSE 24 HOURS,760,
75,2112022,ROOM & BOARD,ACCOMODATION,NURSE AIDE 24 HRS,475,
76,2112023,ROOM & BOARD,ACCOMODATION,COMPANION CHARGES WITH ADULT PER DAY ,190,
77,2112024,ROOM & BOARD,ACCOMODATION,COMPANION CHARGES WITH CHILD PER DAY ,143,
78,2112025,ROOM & BOARD,ACCOMODATION,DISPOSABLES WARD,149,
79,2112026,ROOM & BOARD,ACCOMODATION,DISPOSABLES I.C.U.,285,
80,2112027,ROOM & BOARD,ACCOMODATION,DISPOSABLES  NICU,285,
81,2112028,ROOM & BOARD,ACCOMODATION,ISOLATION DISPOSABLES PER DAY ,380,
82,2112029,ROOM & BOARD,ACCOMODATION,EXTRA LUNCH/DINNER TRAY,38,
83,2112030,ROOM & BOARD,ACCOMODATION,TELEPHONE CHARGES ,0,
504,2122001,ENT,ENT SERVICES ,ALTERNATE BINAURAL LOUDNESS BALANCING (ABLB),143,
505,2122002,ENT,ENT SERVICES ,ANTERIOR NASAL PACK (L.A.),475,
506,2122003,ENT,ENT SERVICES ,AUDIOLOGICAL ASSESSMENT,475,
507,2122004,ENT,ENT SERVICES ,AUDIOLOGICAL ASSESSMENT WITH ABR,1425,
508,2122005,ENT,ENT SERVICES ,AUDITORY BRAINSTEM RESPONSE (ABR) ,1425,
509,2122006,ENT,ENT SERVICES ,CANALITH REPOSITIONING,760,
510,2122007,ENT,ENT SERVICES ,CHEMICAL CAUTRY,72,
511,2122008,ENT,ENT SERVICES ,CRYOTONSILLECTOMY,570,
512,2122009,ENT,ENT SERVICES ,CRYOTURBINECTOMY,285,
513,2122010,ENT,ENT SERVICES ,DP-OTO-ECUASTIC EMISSION,333,
514,2122011,ENT,ENT SERVICES ,EAR WASH / SUCTION OF IMPACTED CERUMEN / UNILATERAL,48,
515,2122012,ENT,ENT SERVICES ,EAR WASH / SUCTION OF IMPACTED CERUMEN / BILATERAL,95,
516,2122013,ENT,ENT SERVICES ,ELECTRICAL CAUTRY,167,
517,2122014,ENT,ENT SERVICES ,EPISTAXIS NASAL PACK,143,
518,2122015,ENT,ENT SERVICES ,EUSTACHIAN TUBE FUNCTION,143,
519,2122016,ENT,ENT SERVICES ,FINE NEEDLE ASPIRATION CYTOLOGY,404,
520,2122017,ENT,ENT SERVICES ,FLEXIBLE ENDOSCOPY + PRINT,475,
521,2122018,ENT,ENT SERVICES ,FLEXIBLE ENDOSCOPY + STROBOSCOPY ,713,
522,2122019,ENT,ENT SERVICES ,FLEXIBLE OESOPHOAGOSCOPY,1188,
523,2122020,ENT,ENT SERVICES ,FOREIGN BODY REMOVAL - NOSE / EAR,95,
524,2122021, ENT,ENT SERVICES ,FOREIGN BODY REMOVAL L.A. (THROAT),285,
525,2122022,ENT,ENT SERVICES ,FREXIBLE NASAL ENDOSCOPY,190,
526,2122023,ENT,ENT SERVICES ,INCISION + DRAINAGE OF QUINZY (L.A),570,
527,2122024,ENT,ENT SERVICES ,INCISION AND DRAINAGE ,238,
528,2122025,ENT,ENT SERVICES ,INTRA TYMPANIC STEROID INJECTION (ITSI),2375,
529,2122026,ENT,ENT SERVICES ,LARYNGO-BRONOSCOPY/DIAGNOSTIC,665,
530,2122027,ENT,ENT SERVICES ,LARYNGO-BRONOSCOPY/DIAGNOSTIC + BIOPSY,950,
531,2122028,ENT,ENT SERVICES ,LARYNGO-BRONOSCOPY/DIAGNOSTIC + FILM,808,
532,2122029,ENT,ENT SERVICES ,MASTOID ABSCESS DRAINAGE (L.A.),570,
533,2122030,ENT,ENT SERVICES ,MYRINGOTOMY & GROMMET - OPD,570,
534,2122031,ENT,ENT SERVICES ,MYRINGOTOMY (LOCAL),238,
535,2122032,ENT,ENT SERVICES ,NASAL IRRIGATION DEVICE,1425,
536,2122033,ENT,ENT SERVICES ,NOSE/SINUS WASH,48,
537,2122034,ENT,ENT SERVICES ,OTO ACOUSTIC EMISSION OAE,475,
538,2122035,ENT,ENT SERVICES ,OTOCOUSTIC EMISSION,285,
539,2122036,ENT,ENT SERVICES ,POST OPERATIVE FOLLOW UP ENDOSCOPY,190,
540,2122037,ENT,ENT SERVICES ,POSTERIOR NASAL PACK (L.A.),713,
541,2122038,ENT,ENT SERVICES ,PURE TONE AUDIOMETRY,95,
542,2122039,ENT,ENT SERVICES ,PURE TONE AUDIOMETRY (AIR & BONE),285,
543,2122040,ENT,ENT SERVICES ,PURE TONE AUDIOMETRY (AIR & BONE) / FOLLOW UP ,143,
544,2122041,ENT,ENT SERVICES ,PURE TONE AUDIOMETRY + SPEECH,285,
545,2122042,ENT,ENT SERVICES ,REPEATED EAR DRESSING FOR OTITIS EXTERNA EACH,72,
546,2122043,ENT,ENT SERVICES ,RIGID ENDOSCOPY + PRINT,333,
547,2122044,ENT,ENT SERVICES ,RIGID ENDOSCOPY + STROBOSCOPY,570,
548,2122045,ENT,ENT SERVICES ,RIGID NASAL ENDOSCOPY,190,
549,2122046,ENT,ENT SERVICES ,SCREENING AUDIOMETRY,95,
550,2122047,ENT,ENT SERVICES ,SINSUS PUNCTURE,238,
551,2122048,ENT,ENT SERVICES ,SINUS ENDOSCOPY  (ONE TIME) / FOLLOW UP ,95,
552,2122049,ENT,ENT SERVICES ,SOMNOPLASTY PALATE - CLINIC,3325,
553,2122050,ENT,ENT SERVICES ,SOMNOPLASTY PALATE - SECOND,2375,
554,2122051,ENT,ENT SERVICES ,SOMNOPLASTY TOUNGE - CLINIC (1ST STAGE),6175,
555,2122052,ENT,ENT SERVICES ,SOMNOPLASTY TOUNGE - CLINIC (2ND STAGE),2850,
556,2122053,ENT,ENT SERVICES ,STRENGER TEST,143,
557,2122054,ENT,ENT SERVICES ,SUCTION CLEARANCE,48,
558,2122055,ENT,ENT SERVICES ,TONE DECAY TEST,143,
559,2122056,ENT,ENT SERVICES ,TYMPANOMETRY,95,
560,2122057,ENT,ENT SERVICES ,TYMPANOMETRY / FOLLOW UP ,143,
561,2122058,ENT,ENT SERVICES ,TYMPANOMETRY + ACUASTIC REFLEXES,285,
562,2122059,ENT,ENT SERVICES ,VESTIBLUAR TEST BATERY,6650,
563,2122060,ENT,ENT SERVICES ,VESTIBULAR ABSCESS DRAINAGE,285,
564,2122061,ENT,ENT SERVICES ,VESTIBULAR POSITIONING TEST,570,
565,2122062,ENT,ENT SERVICES ,VESTIBULAR REHABILATION,48,
566,2122063,ENT,ENT SERVICES ,VIDEO RHINOSCOPY ,570,
567,2122064,ENT,ENT SERVICES ,VIDEO LARYNGOSCOPY,570,
568,2122065,ENT,ENT SERVICES ,VEDIO NYSTAGMOGRAPHY (VNG),1425,
569,2132001,UROLOGY,UROLOGY SERVICES ,CYSTOSCOPY WITH BIOPSY ,665,
570,2132002,UROLOGY,UROLOGY SERVICES ,FLEXIBLE / RIGID CYSTOSCOPY,1663,
571,2132003,UROLOGY,UROLOGY SERVICES ,CYSTOLYSIS IRRIGATION - BLADDER WASH,38,
572,2132004,UROLOGY,UROLOGY SERVICES ,CYSTOSCOPY + RETROGRADE URETERIC CATHER UNDER G.A.,1235,
573,2132005,UROLOGY,UROLOGY SERVICES ,REMOVAL OF URINERY CATHETER,48,
574,2132006,UROLOGY,UROLOGY SERVICES ,PENILE DOPPLER TEST,808,
575,2132007,UROLOGY,UROLOGY SERVICES ,UROFLOWMETRY ,190,
576,2132008,UROLOGY,UROLOGY SERVICES ,CYSTOMETRY,1045,
577,2132009,UROLOGY,UROLOGY SERVICES ,CYSTOMETRY AND URETHRAL PRESSURE STUDY,1330,
578,2132010,UROLOGY,UROLOGY SERVICES ,"CYSTOMETRY, URETHRAL PRESSURE STUDY & EMG",1615,
579,2132011,UROLOGY,UROLOGY SERVICES ,VIDEO URODYNAMICS,1995,
