Service Code,Service Name, Price,NPHIES ID
FMPSDF0008,ABDOMINAL OR PECTORAL FLAP TO  A FINGER (1ST STAGE),1915.0,452210100
FMPSDF0006,ABDOMINAL OR PECTORAL FLAP TO  THUMB (1ST STAGE),2900.0,452210100
FMPSDF0007,ABDOMINAL OR PECTORAL FLAP TO  THUMB (2ND STAGE),1160.0,452240100
FMPSDF0009,ABDOMINAL OR PECTORAL FLAPS TO A FINGER (2ND STAGE),645.0,452060701
OBG-0038,Abdominal Panhysterectomy,18000.0,356530100
FMINT-0006,ABDOMINAL PARACENTESIS,370.0,304060000
FMSUR-0288,ABDOMINAL RECTOPEXY,2400.0,321170000
OBG-0047,Abdominal Sling for Prolapse,28300.0,355710000
FMICU-0010,ABDOMINAL TAPPING,400.0,304060000
FMICU-0015,ABDOMINAL TAPPING,400.0,304060000
FMIVF-0031,ABDOMINAL ULTRASOUND,703.125,550360000
FMSUR-0101,ABDOMINO-PERINEAL RESECTN OF  RECTUM,5564.0,320390000
FMPSDD0006,ABDOMINOPLASTY,3850.0,301650000
FMPTD-0120,ABG EXTRACTION,40.0,138420000
FMPTD-0116,ABG HEPARINIZED SYRINGE,25.0,138420000
FMURO-2002,ABLATION OF POSTERIOR            URETHRAL VALVE,2352.0,999999999
FMORT-0366,ABOVE ELBOW CIRCULAR CAST,710.0,905950051
FMORW-0013,ABOVE ELBOW ORTH. W/O COVER,560.0,960920031
FMORW-0098,ABOVE ELBOW ORTHO. W/ COVER,460.0,960920000
FMORW-0097,ABOVE ELBOW ORTHO. W/O COVER,390.0,960920000
FMORW-0026,ABOVE ELBOW ORTHOSIS W/O COVER UP TO 10 YEARS OF AGE,785.0,960920000
FMORT-0362,ABOVE ELBOW SLAB,400.0,905950051
FMSUR-0228,ABOVE KNEE AMPUTATION,2780.0,443670000
VAS-0027,Above Knee Amputation,19000.0,443670000
FMVAS-0005,ABOVE KNEE AMPUTATION (vas),3292.0,443670000
FMORT-0368,ABOVE KNEE CAST,590.0,960920000
FMORW-0106,ABOVE KNEE ORT. 3-10YRS W/ COV,675.0,960920000
FMORW-0108,ABOVE KNEE ORT.3-10YRS W/COVER,755.0,960920000
FMORW-0107,ABOVE KNEE ORT.3-10YRS W/O COV,755.0,960920000
FMORW-0105,ABOVE KNEE ORTH. 3 YRS W/O COV,1040.0,960920000
FMORW-0021,ABOVE KNEE ORTHO. UPTO 10 YRS.,5395.0,960920000
FMORW-0019,ABOVE KNEE ORTHOSIS 3 YRS,785.0,960920000
FMORW-0020,ABOVE KNEE ORTHOSIS 3-10 YRS.,1860.0,960920031
FMORW-0064,ABOVE KNEE ORTHOSIS THERMOPLAS T FREE KNEE,13845.0,960920000
FMORW-0119,ABOVE KNEE ORTHOSIS W/2 JOINTS,4845.0,960920000
FMORW-0118,ABOVE KNEE OTHOSIS W/ 1 JOINT,3240.0,960920000
FMORW-0052,ABOVE KNEE PROSTHESIS FREE     KNEE,43030.0,960920000
FMORW-0051,ABOVE KNEE PROSTHESIS KNEE     ADJUSTABLE,39960.0,960920000
FMORW-0050,ABOVE KNEE PROSTHESIS WITH TEH LINA KNEE,46105.0,960920000
FMORT-0364,ABOVE KNEE SLAB,500.0,905950071
FMENTE0050,ABR NUEROTOLOGY,2133.25,113000000
FMSUR-0004,ABSCESS INCISION (SUPERFICIAL),155.0,302230100
MTSUR-0001,ABSCESS INCISION (SUPERFICIAL),220.0,302230100
FMERDA0002,ABSCESS INCISION DEEP,220.0,302230120
MTSUR-0002,ABSCESS INCISION DEEP,675.0,302230120
FMORW-0081,ABV.KNEE ORTH.UP-10YRS W/COVER,1480.0,960920000
FMORW-0080,ABV.KNEE ORTH.UP-10YRS.W/O COV,1185.0,960920000
FMORT-0637,ACETABULUM RECONSTRUCTION,2320.0,905520001
FMLAB-4001,ACETAMINOPHEN,460.0,733000360
FMLAB-9336,ACETYCHOLINESTERASE (Amniotic Fluid),440.0,730500290
FMLAB-9003,ACETYLCOLINE ESTERASE,516.0,730500020
FMLAB-9004,ACETYLCOLINE RECEPTOR ANTIBODIES,1052.0,732500020
FMSUR-0145,ACHALSIA OF CARDIA,4172.0,305320000
ORT-0042,Achilles Tendon Length,6000.0,497270000
FMORT-0295,ACHILLOOTENOTOMY,1740.0,497180100
FMORT-0309,ACHILLORAPHY,2215.0,497210001
FMORT-0634,ACL RECONSTRUCTION FOR ARTHRO- SCOPY GRADE 1,1105.0,495390001
ORT-0048,ACL Reconstruction of Knee Ligament,11000.0,495420101
FMDER-0046,ACNE SURGERY COMEDONE EXTRACT,390.0,999999999
FMDNL-0031,ACR. PART. DENT. 2 TEETHS,140.0,977220000
FMDNL-0045,ACR.PART.DENT.8 TEETHS&1/2 DEN,220.0,977220000
FMXRY-0012,ACROMIO CLAVICULAR JOINT,250.0,577000011
FMDNTP0031,ACRYLIC DENT. UPPER/LOWER III,3472.5,977190000
FMDNTP0029,ACRYLIC DENTURE UPPER/LOWER  I,1740.0,977190000
FMDNTP0030,ACRYLIC DENTURE UPPER/LOWER II,2310.0,977220000
FMDNL-0048,ACRYLIC JACKET CROWN,85.0,976110100
FMDNL-0054,ACRYLIC JACKET CROWN,85.0,976110100
FMDNTP0004,ACRYLIC JACKET CROWN,475.0,976110100
FMDNL-0043,ACRYLIC PARTIAL DENTURE 1 UNIT,85.0,977220000
FMLAB-9005,ACTH-ADRENOCORTICOTROPHIC HORMONE,384.0,730500050
FMLAB-9334,ACTIN ABS,340.0,731001330
FMLAB-9992,ACTIVATED PROTEIN C RESISTANCE APC,548.0,731000450
FMDNTO0032,ACTIVATOR,3300.0,975750000
FMODT-0032,ACTIVATOR,2667.0,975750000
FMDER-0103,ACU BLITZ ACUPUNCTURE THERAPY  10 SESSIONS,1635.0,931730000
FMDER-0105,ACU BLITZ ACUPUNCTURE THERAPY  5 SESSIONS,825.0,931730000
FMDER-0104,ACU BLITZ ACUPUNCTURE THERAPY  7 SESSIONS,1155.0,931730000
FMANAPC004,ACUPUNCTURE SETT,260.0,931730000
FMPTD-0109,ACUPUNTURE FOR OBESITY,210.0,931730000
FMLAB-5066,ACUTE HEPATITIS PROFILE,748.0,730000080
SUR-0081,Acute Peritonitis / Laparotomy,8800.0,303730000
FMOPTB0013,ACUVUE DISPOSABLE LENSES BOX,155.0,837000000
FMXRY-0104,ADDITIONAL CHARGE EACH FILM,100.0,837000000
FMORT-0225,ADDITIONAL CHARGES OF ANY TWO OPERATIONS,1930.0,837000000
FMPDT-2000,ADDITIONAL FEE FOR COMPLCATED,1410.0,836000220
MTNEU-0014,ADDITIONAL FEE FOR COMPLICATED CASE,640.0,836700040
FMDNTP0088,ADDITIONAL FIBEROPTIC POST,241.5,975970000
FMDNTP0086,ADDITIONAL METAL POST,477.25,975970000
FMXRY-0903,ADDITIONAL POSITION,332.0,999999992
FMDNTP0021,ADDITIONAL POST,475.0,975970000
FMXRY-0316,ADDITIONAL SEGMENT,1000.0,999999992
FMDNL-0044,ADDITIONAL TOOTH,50.0,977650000
FMDNL-0008,"ADDITIONAL TOOTH,EACH PORCELA.",65.0,977650000
FMDNL-0006,"ADDITIONAL TOOTH,EACH(ACRYLIC)",35.0,977650000
FMENTL0022,ADDITIONAL USE OF LASER,725.0,418610000
FMDNTX0006,ADDITIONAL X-RAY,70.0,579300000
FMDNTS0236,ADD'L FEE FOR COMP.PROC./ 3HRS,755.0,836100050
FMDNTS0002,ADDL FEE FOR COMPL. OP. -LA,950.0,970150000
FMENTN2066,ADDT'L CODE FOR PHOTO,65.0,999999992
FMORT-0296,ADDUCTIONTENOTOMY OF HIP,1510.0,503750100
FMLAB-9277,"ADENO VIRUS ABS. (CSF, S)",424.0,731001900
FMLAB-9339,ADENO VIRUS ANTIGEN DTECTION,752.0,730504760
ENT-0016,Adenoidectomy,3000.0,418010000
FMENTP0003,ADENOIDECTOMY,1045.0,418010000
MTENT-0002,ADENOIDECTOMY,1100.0,418010000
MTENT-0132,ADENOIDECTOMY + BIL. MYINGOTOMY+ GROMMETS INSERTION,2550.0,418010000
FMLABM0057,ADENOSINE DESAMINASE / ENZYME ACTIVITY,948.0,730500060
FMENTP0005,ADENOTONSILLECTOMY,1480.0,417890100
FMLAB-9340,ADH  (Vasopressin) & OSMOLALITY,660.0,730502610
FMPSYC0007,ADHD,300.0,961840010
FMOBG-0199,ADHESIOLYSIS- MILD,1575.0,356330000
FMOBG-0197,ADHESIOLYSIS-EXCESSIVE,3150.0,356330000
FMOBG-0198,ADHESIOLYSIS-MODERATE,2362.5,303780000
FMSUR-0285,ADJ. NEDDLE FOR GASTRIC BANDING,140.0,305111300
FMSUR-0274,ADJ. SILICONE GASTRIC BANDING,2765.0,315870000
FMLAB-9341,ADRENAL  CORTEX ABS,400.0,732500020
SUR-0101,Adrenalectomy,14000.0,365000100
FMINTR0014,ADULT ABG EXTRACTION,115.0,138420000
FMPTD-0123,ADULT ABG EXTRACTION,70.0,138420000
FMINTR0009,ADULT MECHANICAL VENTILATOR (24 HRS),865.0,138820000
FMPTD-0127,ADULT MECHANICAL VENTILATOR ICU (24 HOURS),340.0,138820100
FMPTD-0122,ADULT TRACHEOSTOMY MASK,30.0,999999999
FMOPTJ0002,ADV.OF 1 EXT OCUL MUSCLE,1740.0,428330000
HCPTD-0305,ADVANCED PHYSIOTHERAPY - 12 SESSIONS,7000.0,955500300
HCPTD-0400,ADVANCED PHYSIOTHERAPY - 6 SESSIONS,3600.0,955500300
FMORT-0271,ADVANCEMENT OF TENDON OF HAND,2215.0,479630201
FMPTD-0114,AERODYNE HEATER FOR MECHANICAL NEBULIZATION 24 HRS,120.0,920430000
FMLAB-6001,AFB (ACID FAST BACILLI) SMEAR,152.0,732000710
FMLAB-3003,AFP (ALPHA FETO PROTEIN),637.5,730500190
FMDER-0211,AGE JEUNESSE FACE WRINGKLE PD  (6 TREATMENT),2645.0,837000000
FMDER-0210,AGE JEUNESSE FACE WRINGKLE PER TREATMENT,675.0,999999999
FMPSDJ0031,AGE JUENESSE SKIN OF THE FACE,675.0,837000000
FMDER-4003,AHA PEELING APPLICATION SMALL  AREA,155.0,450190000
FMICU-0008,AIR MATRESS PER DAY,85.0,999999999
FMNUR-0040,AIR MATRESS PER DAY,80.0,999999999
FMERDA0059,AIRWAY,60.0,901790200
FMNUR-0021,AIRWAY,15.0,901790200
FMINT-0058,AIRWAY RESISTENCE & CONDUCTANE,280.0,115031300
FMLAB-2003,ALBUMIN,125.0,730500080
FMLAB-4002,ALCOHOL (ETHANOL) (Serum ORUrine),315.0,733000410
FMLAB-9007,ALDOLASE,264.0,730500130
FMLABM0045,ALDOSTERONE (S OR U),744.0,730500140
FMLAB-9342,ALDOSTERONE 18-GLUCOCORTICOID,424.0,730500140
FMLAB-2005,ALKALINE PHOSPHATASE,115.0,731000770
FMLAB-9270,ALKALINE PHOSPHATASE ISO ENZYMES,1125.0,730502780
FMLAB-9620,ALKALINE PHOSPHATASE-BONE (OSTASE),400.0,730502760
FMPDT-0087,"ALLERGY INHALATION PROVOCATION TST,EACH LLGN,INCL.CRTL PTNT",180.0,115031700
FMPDT-0086,"ALLERGY NASAL-PROVOCATION TEST EACH ALLERGN,INCL.CONTROL PTNT",145.0,120000000
FMENTE0041,ALLERGY PRICK TEST,475.0,120000000
FMENTN0006,ALLERGY PRICK TEST,475.0,120000000
FMENTN006,ALLERGY PRICK TEST,445.0,120000000
FMPDT-0020,ALLERGY SKIN TEST (PRICK TEST) 1-5 ALLERGIES,215.0,120000000
FMPDT-0021,ALLERGY SKIN TEST (PRICK TEST) SIX AND MORE ALLERGIES,290.0,120000000
FMDER-0055,ALOPECIA LOTION 3% - 100CC,1960.0,450190000
FMDER-0261,ALOPECIA MESOTHERAPY MEDIUM AREA,550.0,906600000
FMLAB-9346,ALPHA 1 ANTI -TRYPSIN (S.U.),168.0,730500150
FMLAB-9347,ALPHA 1 GLYCOPROTEIN,100.0,730500190
FMLAB-9685,ALPHA 1-ANTITRYPSIN  (F),348.5,730500160
FMLAB-9348,ALPHA 2 GLYCOPROTEIN,100.0,731001160
FMLAB-9349,ALPHA 2 MACROGLOBULIN,100.0,730503970
FMLAB-9344,ALPHA AMYLASE (S.U),104.0,730500300
FMLAB-9010,ALPHA-1-ANTITRYPSIN,496.0,730500150
FMLAB-9011,ALPHA-1-ANTITRYPSIN PHENOTYPE,424.0,730500160
FMLAB-9321,ALPHA-GLUCOSIDASE,220.0,730500150
FMLAB-9351,ALPHA-MANNOSIDASE,180.0,730501160
FMLABM0010,ALUMINUM,390.0,730500200
FMLAB-9354,ALVEOLAR BASAL MEMBRANE ABS,310.25,730503970
FMDNTC0011,ALVEOLOPLASTY 1/2 JAW,490.0,973310000
FMDNTS0043,ALVEOLOPLASTY 1/2 JAW,1818.75,973310000
FMDNTS0042,ALVEOLOPLASTY LOCALIZED,1410.0,973310000
FMDNTC0010,ALVEOLOPLASTY ONE JAW,1095.0,973310000
FMDNTS0044,ALVEOLOPLASTY ONE JAW,3367.5,973310000
FMDNTF0004,AMALGAM CORE,475.0,974170000
FMDNTF0003,AMALGAM FILLING > 2 S,410.0,975120100
FMDNTF0001,AMALGAM FILLING ONE S,255.0,975110100
FMDNTF0002,AMALGAM FILLING TWO S,320.0,975120100
FMERDC0015,AMBULACE W/DOCTOR G.P. & NURSE,1690.0,835000080
FMERDC0018,AMBULACE W/W/OUT NURSE(RETURN  MEDINA) - MERCEDES BENZ,2810.0,835000080
FMERDA0087,AMBULANCE FOR ARAMCO PATIENT - W/ AND W/O NURSE IN JEDDAH,135.0,835000020
FMERDA0086,AMBULANCE FOR ARAMCO PATIENT - W/ DOCTOR IN JEDDAH,395.0,835000080
FMERDC0024,AMBULANCE TO ABHA-KHAMIS DOCTO R PLUS NURSE,7870.0,835000080
FMERDC0023,AMBULANCE TO ABHA-KHAMIS WITH  NURSE,5340.0,835000080
FMERDC0021,AMBULANCE TO DURRAT AL AROUS   WITH NURSE,640.0,835000020
FMERDC0025,AMBULANCE TO KONFUDA WITH      NURSE,2290.0,835000080
FMERDC0026,AMBULANCE TO KUNFUDA DOCTOR    NURSE,3560.0,999999999
FMERDC0022,AMBULANCE TO NATIONAL GUARD    HOSPITAL WITH NURSE,515.0,835000080
FMERDC0020,AMBULANCE TO NORTH ABHOR W/NUR SE,395.0,835000080
FMERDC0006,"AMBULANCE W/ DOCTOR G.P,NURSE  (RETURN TAIF)",1760.0,835000080
FMERDC0008,AMBULANCE W/ DOCTOR G.P. NURSE (RETURN MEDINA),3930.0,835000080
FMERDC0002,AMBULANCE W/ DOCTOR G.P.& NURS (RETURN JEDDAH),640.0,835000080
FMERDC0007,AMBULANCE W/ OR W/O NURSE      (RETURN MEDINA),2810.0,835000020
FMERDC0001,AMBULANCE W/ OR W/OUT NURSE    (RETURN JEDDAH),225.0,835000080
FMERDC0003,AMBULANCE W/ OR W/OUT NURSE    (RETURN MECCA),1140.0,835000080
FMERDC0019,AMBULANCE W/DOCTOR  G.P. NURSE (RETURN MEDINA) -MERCEDES BENZ,3930.0,835000080
FMERDC0013,AMBULANCE W/DOCTOR G.P & NURSE (RETURN JEDDAH)-MERCEDES BENZ,640.0,835000080
FMERDC0004,AMBULANCE W/DOCTOR G.P.& NURSE,1690.0,835000080
FMERDC0017,"AMBULANCE W/DOCTOR G.P.,NURSE  (RETURN TAIF) - MERCEDES BENZ",1760.0,835000080
FMERDC0016,AMBULANCE W/OUT NURSE(RETURN   TAIF) - MERCEDES  BENZ,1690.0,835000080
FMERDC0014,AMBULANCE W/W/OUT NURSE (RET.  MECCA) - MERCEDES BENZ,1140.0,835000020
FMERDC0012,AMBULANCE W/W/OUT NURSE(RETURN JEDDAH)-MERCEDES BENZ,225.0,835000080
FMERDC0005,AMBULANCE WITHOUT NURSE        (RETURN TAIF),1690.0,835000080
FMLAB-7029,"AMENORRHEA ""PRIMARY"" OVARIAN INSUFF.[ FSH, LH, ESTRADAIOL, PROLACTIN]",600.0,730000250
FMLAB-7030,"AMENORRHEA ""SECONDARY"" OVARIAN INSU[TESTOSTERONE, T4, T3 UPTAKE, TSH]",1035.0,730503450
FMLAB-9014,AMINO ACIDS (QUANTITATIVE) (URINE or PLASMA),2636.0,730500270
FMLAB-9251,AMIODARONE AND DESETHYLAMIODARONE,1004.0,733000370
FMLAB-9267,AMITRIPTYLINE,580.0,733000590
FMLAB-2006,AMMONIA,250.0,730500280
FMOBG-0204,AMNIOCENTESIS,1031.25,166000000
FMOBG-0136,AMNIOCENTISIS,1031.25,166000000
FMOBG-0205,AMNIO-INFUSION,821.25,166210000
FMLAB-9791,AMNIOTIC FLUID CHROMSOMAL ANALYSIS,2312.0,732000510
FMOBG-0074,AMNIOTOMY (ARM),165.0,904660100
FMLAB-9818,AMOEBA ANTIBODIES (IHA),132.0,730504850
FMLAB-4003,AMPHETAMINE,343.75,733000450
FMLAB-9358,AMPHOTERICIN SERUM LEVEL,345.0,731000980
FMORT-0319,AMPUTATION & DISARTICULATION   OF THUMB,1160.0,464650001
FMOBG-0089,AMPUTATION OF CERVIX,1500.0,356180300
OBG-0017,Amputation of Cervix,5700.0,356180300
ORT-0009,Amputation of Finger/Toe,2900.0,464650001
FMORT-0328,AMPUTATION OF FOREFOOT,1740.0,443640001
FMORT-0335,AMPUTATION OF LEG THRU FEMUR,2780.0,443670000
SUR-0063,Amputation of Limbs Gangrene,8800.0,443670200
ORT-0055,Amputation of Long Bones (Trauma/Congenital),19000.0,443670200
FMORT-0336,AMPUTATION OF THIGH,3704.0,999999999
FMORT-0327,AMPUTATION OF TOE,1160.0,443380001
FMORT-0317,AMPUTATION OF UPPER LIMB,2780.0,443280100
FMORT-0320,AMPUTATION THROUGH CARPALS,2320.0,443250001
FMORT-0322,AMPUTATION THROUGH FOREARM,2320.0,443280001
FMORT-0323,AMPUTATION THROUGH HUMERUS,2320.0,443280100
FMORT-0329,AMPUTATION THRU MIDDLE OF FOOT,1740.0,443640001
FMLAB-2007,AMYLASE,165.0,730500300
FMLAB-9228,AMYLASE ISOENZYMES,375.0,730500300
FMLAB-9359,AMYLOID A,620.0,730503970
FMSUR-9907,Anal Dilatation,2180.0,321530000
SUR-0013,Anal Dilatation,2950.0,321530000
MTSUR-0044,ANAL DILATATION UNDER (G.A.),1345.0,321530000
FMPDS-0037,ANAL FISS.EXCIS.SPHINCTEROTOMY,2105.0,903380000
SUR-0042,"Anal Fissure Operation ,Sphincterectomy",4750.0,903380000
FMSUR-0141,ANASTOMOSIS OF ABDOMINAL VSCLT,5876.0,338360900
FMLAB-9185,ANCA,564.0,730502520
FMLAB-9360,ANCYLOSTOMA  ABS,224.0,732500020
FMDNL-0026,ANDERSON ACTIVATOR,280.0,975750000
FMLAB-9361,ANDROSTENDIONE,412.0,730500320
FMLAB-9362,ANDROSTERONE,240.0,730500330
FMLAB-9837,"ANEMIA PROFILE (CBC, IRON, Ferritin)",640.0,730000020
FMANA-0063,ANESTHESIA IN MRI,700.0,925159900
FMXRY-0651,ANESTHESIA ONLY,650.0,925149900
NEU-0032,Aneurysm -Clipping without coils,36750.0,398000000
FMVAS-0011,ANEURYSM EXCISION AND GRAFTING,3280.0,331720000
NEU-0033,Aneurysm- Repair (Other),42000.0,331160000
FMNEU-0028,ANEURYSM SURGERY,5280.0,398000100
FMLAB-9806,ANGELMAN SYNDROME CHROMOSOME 15 MICRODELETION BY MULTI-FISH,2080.0,733500540
FMLAB-9017,ANGIOSTENSIN-1 CONVERTING ENZYME (ACE),476.0,730500350
FMXRY-0071,ANKLE AP LATERAL,200.0,575180311
FMXRY-0072,ANKLE AP LATERAL OBL.,250.0,575180311
FMORT-0200,ANKLE FUSION(TIBUTALAR FUSION),2780.0,497120000
FMXRY-0073,ANKLE STRESS BOTH SIDES,290.0,575180311
FMIVF-0041,ANNUAL FEE,236.25,999999999
FMPSYA0055,ANOREXIA NERVOSA SCALE (A.N.S.),135.0,961800000
FMORT-0662,ANT SPINAL FIX FR/DEFORM SPINE,4800.0,486780000
FMORT-0767,ANT.RESECTION OF ONE VERTEBRA W/FIXATION,5328.0,486390000
FMOBG-0096,ANTEFIXATION OF UTERUS,1653.75,904710400
FMURO-0064,ANTEGRADE PYELOGRAPHY,725.0,587150000
FMPTD-0093,ANTENATAL & POSTNATAL EX'S.,110.0,961290000
FMOBG-0016,ANTENATAL (CTG)MONITORING/HR,108.75,165140100
FMORT-0745,ANTERIOR CERVICAL CORPECTOMY,5328.0,403150000
FMORT-0729,ANTERIOR CERVICAL DISCOTOMY PLATING,3200.0,403330000
FMORT-0728,ANTERIOR CERVICAL DISCOTOMY W/INTERBODY FUSION,3200.0,486600000
FMNEU-0078,ANTERIOR CERVICAL FUSION ONE  LEVEL,5564.0,486600000
FMNEU-0079,ANTERIOR CERVICAL FUSION TWO  LEVELS,5564.0,403350000
OBG-0018,Anterior Colpoperrineorrahphy,6500.0,355700000
FMDNTP0079,ANTERIOR CROSSBITE APPLIANCE,1184.5,975750000
FMNEU-0108,ANTERIOR DISSECTOMY 2 LEVELS  WITH CAGE,4200.0,403000100
FMORT-0748,ANTERIOR FIXATION OF THORACIC LUMBAR FRACTURE,7195.5,486780000
FMORT-0763,ANTERIOR RELEASE & INSTRUMENTATION FOR SCOLIOSIS,7789.5,486780000
FMSUR-0015,ANTERIOR RESECTN OF RECTUM W/ SYNCHRONOUS COLOSTOMY,4632.0,320250000
FMORT-0654,ANTERIOR SPINAL RELEASE BY     SCOLIOSIS,3200.0,401120000
FMNEU-0134,ANTERIOR TEMP LOBECTOMY FOR   EPILEPSY,3780.0,407030200
FMORT-0733,ANTERIOR THORACIC DESICTOMY,3200.0,403000000
FMURO-0059,ANTERIOR URETHERO-LITHOTOMY,1160.0,365490000
FMOPTH0014,ANTERIOR VITRECTOMY,2320.0,427190101
OPT-0028,Anterior Vitrectomy,7350.0,427190101
FMOPTH0015,ANTERIOR VITRECTOMY W/ REVL.   OF IOL,3244.0,427310101
FMLAB-9365,ANTI - JO-1,636.0,837000000
FMLABM0013,"ANTI BASAL MEMBRANE (GLOMERULAR, TUBULAR)",528.0,731001540
FMLAB-1085,ANTI BODY IDENTIFICATION,676.0,732500020
FMLAB-9160,ANTI CENTROMERE ABS.,440.0,732500020
FMLAB-9363,"ANTI DNASE (ANTI-STREPTOCOCAL-DNASE B, ANTI STREPTODORNASE B)",160.0,731001290
FMLABM0002,ANTI NEUROMYELITIS OPTICA antibodies,1800.0,732500020
FMLAB-9159,ANTI PHOSPHOLIPIDS,1432.0,731001180
FMLABM0073,ANTI PLA-2R,920.0,730502320
FMLAB-9370,ANTI PLATELETS ABS ,932.0,731001050
FMLAB-9371,ANTI PM1 ABS,344.25,732500020
FMLABM0071,ANTI POTASSIUM CHANNEL ANTIBODIES (CSF),2015.0,730502910
FMLABM0072,ANTI POTASSIUM CHANNEL ANTIBODIES (SERUM),1305.0,730502910
FMLAB-9367,ANTI R1,180.0,730503970
FMLABM0049,ANTI RETICULIN ABS (IGG & IGA),660.0,730501410
FMLAB-9372,ANTI STAPHYLOLYSIN,100.0,730505820
FMLAB-9373,ANTI STERPTOCOCCAL HYALURONIDASE,100.0,731001290
