Tariff ID/Tariff Name,SGH ITEM CODE, SGH ITEM DESCRIPTION,Price,Effective from date
SAICO2023,FMXRAY1007,MRI BRAIN TRAUMA PROTOCOL,1980,2023-01-05
SAICO2023,FMXRAY1008,MRI BRAIN ANGIOGRAPHY (MRA & MRV) WITHOUT CONTRAST,1980,2023-01-05
SAICO2023,FMXRAY1009,MRI BRAIN ANGIOGRAPHY (MRA & MRV) WITH CONTRAST,2420,2023-01-05
SAICO2023,FMXRAY1010,MRI BRAIN PITUITARY GLAND PROTOCOL,2200,2023-01-05
SAICO2023,FMXRAY1011,MRI BRAIN PINEAL & TECTAL PLATE PROTOCOL,1980,2023-01-05
SAICO2023,FMXRAY1012,MRI BRAIN POSTERIOR FOSSA PROTOCOL,1980,2023-01-05
SAICO2023,FMXRAY1013,MRI BRAIN TRIGEMINAL NEURALGIA PROTOCOL,1980,2023-01-05
SAICO2023,FMXRAY1014,MRI BRAIN SPECTROSCOPY (MRS) PROTOCOL,2200,2023-01-05
SAICO2023,FMXRAY1015,MRI BRAIN PERFUSION PROTOCOL,2420,2023-01-05
SAICO2023,FMXRAY1016,MRI BRAIN TRACTOGRAPHY PROTOCOL,2420,2023-01-05
SAICO2023,FMXRAY1017,MRI BRAIN CSF FlOW PROTOCOL,2420,2023-01-05
SAICO2023,FMXRAY1018,MRI BRAIN STEREOTAXIS PROTOCOL,2420,2023-01-05
SAICO2023,FMXRAY1019,MRI HEAD (FSACIAL BONE PROTOCOL),1980,2023-01-05
SAICO2023,FMXRAY1020,MRI HEAD (ORBITS PROTOCOL),1980,2023-01-05
SAICO2023,FMXRAY1021,MRI HEAD (INTERNAL AUDITORY MEATUS PROTOCOL),2200,2023-01-05
SAICO2023,FMXRAY1022,MRI HEAD (SINONASAL TRACT PROTOCOL),1980,2023-01-05
SAICO2023,FMXRAY1023,MRI HEAD (SALIVARY GLAND PROTOCOL),1980,2023-01-05
SAICO2023,FMXRAY1024,MRI HEAD (OROPHARYNX & ORAL CAVITY PROTOCOL),1980,2023-01-05
SAICO2023,FMXRAY1025,MRI HEAD (TEMPOROMANDIBULAR JOINT PROTOCOL),2200,2023-01-05
SAICO2023,FMXRAY1026,MRI NECK (SUPRA-HYOID PROTOCOL),1980,2023-01-05
SAICO2023,FMXRAY1027,MRI NECK (INFRA-HYOID PROTOCOL),1980,2023-01-05
SAICO2023,FMXRAY1028,MRI NECK ANGIOGRAPHY (MRA & MRV) WITHOUT CONTRAST,1980,2023-01-05
SAICO2023,FMXRAY1029,MRI NECK ANGIOGRAPHY (MRA & MRV) WITH CONTRAST,2420,2023-01-05
SAICO2023,FMXRAY1030,MRI NECK (BRACHIAL PLEXUS PROTOCOL),2200,2023-01-05
SAICO2023,FMXRAY1031,MRI CHEST MEDIASTINUM PROTOCOL,1980,2023-01-05
SAICO2023,FMXRAY1032,MRI CHEST PULMONARY EMBOLISM (PE) PROTOCOL,2200,2023-01-05
SAICO2023,FMXRAY1033,MRI CHEST WALL PROTOCOL,1980,2023-01-05
SAICO2023,FMXRAY1034,MRI BREAST PROTOCOL WITHOUT CONTRAST (Screening),2200,2023-01-05
SAICO2023,FMXRAY1035,MRI BREAST PROTOCOL WITH CONTRAST,2420,2023-01-05
SAICO2023,FMXRAY1036,MRI BREAST IMPLANT PROTOCOL,1980,2023-01-05
SAICO2023,FMXRAY1037,MRI Cardiac WITHOUT contrast,2750,2023-01-05
SAICO2023,FMXRAY1038,MRI Cardiac WITH contrast,3300,2023-01-05
SAICO2023,FMXRAY1039,MRI Cardiac Gating,2860,2023-01-05
SAICO2023,FMXRAY1040,MRI Cardiac (Myocarditis protocol),2860,2023-01-05
SAICO2023,FMXRAY1041,MRI Cardiac (ARVC protocol),2860,2023-01-05
SAICO2023,FMXRAY1042,MRI Cardiac (Myocardial ischemia protocol),2860,2023-01-05
SAICO2023,FMXRAY1043,MRI Cardiac (Myocardial viability protocol),2860,2023-01-05
SAICO2023,FMXRAY1044,MRI Cardiac (Iron overload protocol),2750,2023-01-05
SAICO2023,FMXRAY1045,MRI Cardiac (Hypertrophic cardiomyopathy protocol),2860,2023-01-05
SAICO2023,FMXRAY1046,MRI Cardiac (T2 mapping - myocardium),2750,2023-01-05
SAICO2023,FMXRAY1047,MRI Cardiac (T1 mapping - myocardium),2750,2023-01-05
SAICO2023,FMXRAY1048,MRI Cardiac (T2* mapping - myocardium),2750,2023-01-05
SAICO2023,FMXRAY1049,MRI Cardiac (Coronary disease protocol),2860,2023-01-05
SAICO2023,FMXRAY1050,MRI Cardiac (Congenital anomaly protocol),2860,2023-01-05
SAICO2023,FMXRAY1051,MRI ABDOMEN (Pain in pregnancy protocol),1980,2023-01-05
SAICO2023,FMXRAY1052,MRI ABDOMEN (Enterography protocol),1980,2023-01-05
SAICO2023,FMXRAY1053,MRI ABDOMEN (Enteroclysis protocol),1980,2023-01-05
SAICO2023,FMXRAY1054,MRI ABDOMEN (Adrenal glands protocol),1980,2023-01-05
SAICO2023,FMXRAY1055,MRI ABDOMEN (Liver protocol),2420,2023-01-05
SAICO2023,FMXRAY1056,MRI ABDOMEN (MRCP: cholangiopancreatography protocol),1980,2023-01-05
SAICO2023,FMXRAY1057,MRI ABDOMEN (Pancreas protocol),2420,2023-01-05
SAICO2023,FMXRAY1058,MRI ABDOMEN (Liver Elastography protocol),2420,2023-01-05
SAICO2023,FMXRAY1059,MRI ABDOMEN (Kidneys protocol),1980,2023-01-05
SAICO2023,FMXRAY1060,MRI PELVIS (Urinary Bladder Cancer protocol),2420,2023-01-05
SAICO2023,FMXRAY1061,MRI PELVIS (Anal cancer protocol),2420,2023-01-05
SAICO2023,FMXRAY1062,MRI PELVIS (Perianal fistula protocol),1980,2023-01-05
SAICO2023,FMXRAY1063,MRI PELVIS (Rectal cancer protocol),2420,2023-01-05
SAICO2023,FMXRAY1064,MRI PELVIS (Defecating proctography protocol),2420,2023-01-05
SAICO2023,FMXRAY1065,MRI ABDOMEN ANGIOGRAPHY (MRA & MRV) WITHOUT CONTRAST,2200,2023-01-05
SAICO2023,FMXRAY1066,MRI PELVIS ANGIOGRAPHY (MRA & MRV) WITHOUT CONTRAST,2200,2023-01-05
SAICO2023,FMXRAY1067,MRI ABDOMEN ANGIOGRAPHY (MRA & MRV) WITH CONTRAST,2640,2023-01-05
SAICO2023,FMXRAY1068,MRI PELVIS ANGIOGRAPHY (MRA & MRV) WITH CONTRAST,2640,2023-01-05
SAICO2023,FMXRAY1069,MRI UTERUS & OVARIES (Endometrial carcinoma protocol),2420,2023-01-05
SAICO2023,FMXRAY1070,MRI UTERUS & OVARIES (Cervical carcinoma protocol),2420,2023-01-05
SAICO2023,FMXRAY1071,MRI UTERUS & OVARIES (Endometriosis protocol),2420,2023-01-05
SAICO2023,FMXRAY1072,MRI UTERUS & OVARIES (Fibroid protocol),2420,2023-01-05
SAICO2023,FMXRAY1073,MRI UTERUS & OVARIES (Ovarian lesion protocol),2420,2023-01-05
SAICO2023,FMXRAY1074,MRI PROSTATIC PROTOCOL,2640,2023-01-05
SAICO2023,FMXRAY1075,MRI CERVICAL SPINE WITHOUT CONTRAST,1760,2023-01-05
SAICO2023,FMXRAY1076,MRI CERVICAL SPINE WITH CONTRAST,3340,2023-01-05
SAICO2023,FMXRAY1077,MRI THORACIC SPINE WITHOUT CONTRAST,1760,2023-01-05
SAICO2023,FMXRAY1078,MRI THORACIC SPINE WITH CONTRAST,2200,2023-01-05
SAICO2023,FMXRAY1079,MRI LUMBER SPINE WITHOUT CONTRAST,3340,2023-01-05
SAICO2023,FMXRAY1080,MRI LUMBER SPINE WITH CONTRAST,2200,2023-01-05
SAICO2023,FMXRAY1081,MRI WHOLE SPINE WITHOUT CONTRAST,1980,2023-01-05
SAICO2023,FMXRAY1082,MRI WHOLE SPINE WITH CONTRAST,2310,2023-01-05
SAICO2023,FMXRAY1083,MRI SHOULDER (1 SIDE),1760,2023-01-05
SAICO2023,FMXRAY1084,MRI SHOULDER BOTH,3190,2023-01-05
SAICO2023,FMXRAY1085,MRI HUMERUS (1 SIDE),1760,2023-01-05
SAICO2023,FMXRAY1086,MRI HUMERUS BOTH,3190,2023-01-05
SAICO2023,FMXRAY1087,MRI ELBOW (1 SIDE),1760,2023-01-05
SAICO2023,FMXRAY1088,MRI ELBOW BOTH,3190,2023-01-05
SAICO2023,FMXRAY1089,MRI FOREARM (1 SIDE),1760,2023-01-05
SAICO2023,FMXRAY1090,MRI FOREARM BOTH,3190,2023-01-05
SAICO2023,FMXRAY1091,MRI WRIST (1 SIDE),1760,2023-01-05
SAICO2023,FMXRAY1092,MRI WRIST BOTH,3190,2023-01-05
SAICO2023,FMXRAY1093,MRI HAND (1 SIDE),1760,2023-01-05
SAICO2023,FMXRAY1094,MRI HANDS BOTH,3190,2023-01-05
SAICO2023,FMXRAY1095,MRI HIPS (1 SIDE),1760,2023-01-05
SAICO2023,FMXRAY1096,MRI HIPS BOTH,1980,2023-01-05
SAICO2023,FMXRAY1097,MRI THIGH (1 SIDE),1760,2023-01-05
SAICO2023,FMXRAY1098,MRI THIGH BOTH,3190,2023-01-05
SAICO2023,FMXRAY1099,MRI KNEE (1 SIDE),1760,2023-01-05
SAICO2023,FMXRAY1100,MRI KNEE BOTH,3190,2023-01-05
SAICO2023,FMXRAY1101,MRI LEG (1 SIDE),1760,2023-01-05
SAICO2023,FMXRAY1102,MRI LEG BOTH,3190,2023-01-05
SAICO2023,FMXRAY1103,MRI ANKE (1 SIDE),1760,2023-01-05
SAICO2023,FMXRAY1104,MRI ANKE BOTH,3190,2023-01-05
SAICO2023,FMXRAY1105,MRI FINGER PROTOCOL,1760,2023-01-05
SAICO2023,FMXRAY1106,MRI SACROILIAC JOINT PROTOCOL,1760,2023-01-05
SAICO2023,FMXRAY1107,MRI UPPER LIMB ANGIOGRAPHY WITHOUT CONTRAST,2200,2023-01-05
SAICO2023,FMXRAY1108,MRI LOWER LIMB ANGIOGRAPHY WITHOUT CONTRAST,2200,2023-01-05
SAICO2023,FMXRAY1109,MRI UPPER LIMB ANGIOGRAPHY WITH CONTRAST,2750,2023-01-05
SAICO2023,FMXRAY1110,MRI LOWER LIMB ANGIOGRAPHY WITH CONTRAST,2750,2023-01-05
SAICO2023,FMXRAY1111,MRI LIMB LYMPHANGIOGRAPHY,3850,2023-01-05
SAICO2023,FMXRAY1112,MRI WHOLE BODY PROTOCOL,3300,2023-01-05
SAICO2023,FMXRAY1113,MRI ADDITIONAL CONTRAST,440,2023-01-05
SAICO2023,FMXRAY1114,CT. BRAIN WITHOUT CONTRAST (Standard protocol),1650,2023-01-05
SAICO2023,FMXRAY1115,CT. BRAIN WITH CONTRAST (Standard protocol),2250,2023-01-05
SAICO2023,FMXRAY1116,CT. BRAIN WITH CONTRAST (Trauma protocol),1650,2023-01-05
SAICO2023,FMXRAY1117,CT. SKULL (Sella protocol),2250,2023-01-05
SAICO2023,FMXRAY1118,CT. SKULL (Petrous bone protocol),1650,2023-01-05
SAICO2023,FMXRAY1119,CT. SKULL (Orbits protocol),1650,2023-01-05
SAICO2023,FMXRAY1120,CT. SKULL (P.N.S. protocol),2595,2023-01-05
SAICO2023,FMXRAY1121,CT. SKULL (Facial bones protocol),1650,2023-01-05
SAICO2023,FMXRAY1122,CT. SKULL (TMJ protocol),2250,2023-01-05
SAICO2023,FMXRAY1123,CT. SKULL (Dental Protocol),2250,2023-01-05
SAICO2023,FMXRAY1124,CT. BRAIN ANGIOGRAPHY (CTA & CTV),3000,2023-01-05
SAICO2023,FMXRAY1125,CT. BRAIN ANGIOGRAPHY (perfusion protocol),3300,2023-01-05
SAICO2023,FMXRAY1126,CT. NECK WITH CONTRAST,2250,2023-01-05
SAICO2023,FMXRAY1127,CT. NECK ANGIOGRAPHY (CTA & CTV),3000,2023-01-05
SAICO2023,FMXRAY1128,CT. CHEST WITHOUT CONTRAST (HRCT protocol),1650,2023-01-05
SAICO2023,FMXRAY1129,CT. CHEST WITH CONTRAST (Mediastinum protocol),3445,2023-01-05
SAICO2023,FMXRAY1130,CT. CHEST (Virtual bronchoscopy protocol),2250,2023-01-05
SAICO2023,FMXRAY1131,CT. CHEST ANGIOGRAPHY (Thoracic Aorta protocol),3000,2023-01-05
SAICO2023,FMXRAY1132,CT. CHEST ANGIOGRAPHY (Pulmonary Angiography protocol),5020,2023-01-05
SAICO2023,FMXRAY1133,CT. CRADIAC (CALCIUM SCORING PROTOCOL),1500,2023-01-05
SAICO2023,FMXRAY1134,CT. CARDIAC (CORONARY ANGIOGRAPHY PROTOCOL),8880,2023-01-05
SAICO2023,FMXRAY1135,CT. ABDOMEN & PELVIS WITH ORAL & IV CONTRAST,3315,2023-01-05
SAICO2023,FMXRAY1136,CT. ABDOMEN & PELVIS (Triphasic Liver protocol),2250,2023-01-05
SAICO2023,FMXRAY1137,CT. ABDOMEN & PELVIS (Renal OR Suprarenal protocol),2250,2023-01-05
SAICO2023,FMXRAY1138,CT. ABDOMEN & PELVIS (KUB protocol),1650,2023-01-05
SAICO2023,FMXRAY1139,CT. ABDOMEN & PELVIS (Urography protocol),2250,2023-01-05
SAICO2023,FMXRAY1140,CT. ABDOMEN & PELVIS (Virtual Colonoscopy protocol),2250,2023-01-05
SAICO2023,FMXRAY1141,CT. ABDOMEN ANGIOGRAPHY (Aortography),3000,2023-01-05
SAICO2023,FMXRAY1142,CT. SPINE (CERVICAL REGION),2850,2023-01-05
SAICO2023,FMXRAY1143,CT. SPINE (DORSAL REGION),1650,2023-01-05
SAICO2023,FMXRAY1144,CT. SPINE (LUMBO-SACRAL REGION),1650,2023-01-05
SAICO2023,FMXRAY1145,CT. SPINE (WHOLE),2700,2023-01-05
SAICO2023,FMXRAY1146,CT. MSK (SHOULDER JOINT PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1147,CT. MSK (ELBOW JOINT PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1148,CT. MSK (WRIST JOINT PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1149,CT. MSK (SACROILIAC JOINT PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1150,CT. MSK (HIP JOINT PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1151,CT. MSK (KNEE JOINT PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1152,CT. MSK (ANKLE JOINT PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1153,CT. MSK (CLAVICLE BONE PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1154,CT. MSK (HUMEROUS BONE PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1155,CT. MSK (FOREARM BONES PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1156,CT. MSK (HAND BONES PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1157,CT. MSK (PELVIC BONE PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1158,CT. MSK FEMUR BONE PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1159,CT. MSK (LEG BONES PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1160,CT. MSK (FOOT BONES PROTOCOL),1650,2023-01-05
SAICO2023,FMXRAY1161,CT. ANGIOGRAPHY (CTA & CTV) FOR UPPER LIMB,3000,2023-01-05
SAICO2023,FMXRAY1162,CT. ANGIOGRAPHY (CTA & CTV) FOR LOWER LIMB,3000,2023-01-05
SAICO2023,FMXRAY1163,CT. Scout (Leg length),900,2023-01-05
SAICO2023,FMXRAY1164,CT. ADDITIONAL CONTRAST,600,2023-01-05
SAICO2023,FMXRAY1165,X-RAY SKULL AP & LAT.,440,2023-01-05
SAICO2023,FMXRAY1166,X-RAY PARANASAL SINUSES 1 VIEW WATER,275,2023-01-05
SAICO2023,FMXRAY1167,X-RAY FACIAL BONE 2 VIEW,440,2023-01-05
SAICO2023,FMXRAY1168,X-RAY P.N.S./ SKULL PA. & LAT. & WATERS,550,2023-01-05
SAICO2023,FMXRAY1169,X-RAY NASAL BONES LATERAL,275,2023-01-05
SAICO2023,FMXRAY1170,X-RAY MASTOID SCHULLERS & STENVERS,440,2023-01-05
SAICO2023,FMXRAY1171,X-RAY T.M.J.,440,2023-01-05
SAICO2023,FMXRAY1172,X-RAY MANDIBLE PA & OBL.,440,2023-01-05
SAICO2023,FMXRAY1173,X-RAY ORBITS PA WATERS & OBL.,440,2023-01-05
SAICO2023,FMXRAY1174,X-RAY NASOPHARRYNX LATERAL,275,2023-01-05
SAICO2023,FMXRAY1175,X-RAY ZYGOMATIC ARCH -TOWNES JUG LER,440,2023-01-05
SAICO2023,FMXRAY1176,X-RAY CLAVICLE 5% AP OR PA,275,2023-01-05
SAICO2023,FMXRAY1177,X-RAY ACROMIO-CLAVICULAR JOINT,275,2023-01-05
SAICO2023,FMXRAY1178,X-RAY A.C. JOINT WITH WEIGHT BEARING,275,2023-01-05
SAICO2023,FMXRAY1179,X-RAY A.C. JOINT WITH & W/O WEIGHT BEARING,440,2023-01-05
SAICO2023,FMXRAY1180,X-RAY SCAPULA AP & LAT.,440,2023-01-05
SAICO2023,FMXRAY1181,X-RAY SCAPULA ( Y ) SHAP VIEW,275,2023-01-05
SAICO2023,FMXRAY1182,X-RAY STERNUM LAT.,275,2023-01-05
SAICO2023,FMXRAY1183,X-RAY STERNUM MULTIPLE VIEWS,440,2023-01-05
SAICO2023,FMXRAY1184,X-RAY STERNO-CLAVICULAR JOINTS,440,2023-01-05
SAICO2023,FMXRAY1185,X-RAY RIBS UNILATERAL (1 VIEW),304.7,2023-01-05
SAICO2023,FMXRAY1186,X-RAY RIBS UNILATERAL (2 VIEW),440,2023-01-05
SAICO2023,FMXRAY1187,X-RAY RIBS BILATERAL (1 VIEW),385,2023-01-05
SAICO2023,FMXRAY1188,X-RAY RIBS BILATERAL (2 VIEW),660,2023-01-05
SAICO2023,FMXRAY1189,X-RAY CERVICAL SPINE AP & LAT.,440,2023-01-05
SAICO2023,FMXRAY1190,X-RAY CERVICAL SPINE AP & LAT. & OBLIQUE,550,2023-01-05
SAICO2023,FMXRAY1191,X-RAY CERVICAL SPINE FLEX. & EXT.,440,2023-01-05
SAICO2023,FMXRAY1192,X-RAY THORACIC SPINE AP & LAT.,440,2023-01-05
SAICO2023,FMXRAY1193,X-RAY THORACIC SPINE AP STANDING,275,2023-01-05
SAICO2023,FMXRAY1194,X-RAY THORACIC SPINE AP & LAT. SWIMM.,440,2023-01-05
SAICO2023,FMXRAY1195,X-RAY LUMBAR SPINE AP & LATERAL,440,2023-01-05
SAICO2023,FMXRAY1196,X-RAY LUMBAR SPINE AP & LAT & OBL.,550,2023-01-05
SAICO2023,FMXRAY1197,X-RAY LUMBER SPINE FLEX. & EXT.,440,2023-01-05
SAICO2023,FMXRAY1198,X-RAY SACRUM COCCYX AP & LAT.,440,2023-01-05
SAICO2023,FMXRAY1199,X-RAY SACROILAC JOINT AP & OBL.,440,2023-01-05
SAICO2023,FMXRAY1200,X-RAY SCOLIOSIS STUDY AP VIEW,550,2023-01-05
SAICO2023,FMXRAY1201,X-RAY WHOLE SPINE AP & LAT.,990,2023-01-05
SAICO2023,FMXRAY1202,X-RAY SHOULDER AP.,275,2023-01-05
SAICO2023,FMXRAY1203,X-RAY SHOULDER AP & AXIAL,440,2023-01-05
SAICO2023,FMXRAY1204,X-RAY SHOULDER AP INT. & EXT. ROTATION,550,2023-01-05
SAICO2023,FMXRAY1205,X-RAY SHOULDER SPECIAL VIEW FOR GLENOID,440,2023-01-05
SAICO2023,FMXRAY1206,X-RAY SHOULDER OF INTERTUBECULARIS GROOVE,440,2023-01-05
SAICO2023,FMXRAY1207,X-RAY HUMERUS AP & LAT.,440,2023-01-05
SAICO2023,FMXRAY1208,X-RAY ELBOW AP & LAT.,440,2023-01-05
SAICO2023,FMXRAY1209,X-RAY ELBOW AP & LAT. & SP. VIEW,550,2023-01-05
SAICO2023,FMXRAY1210,X-RAY ELBOW FOR CORONOID PROCESS (4 VIEWS),550,2023-01-05
SAICO2023,FMXRAY1211,X-RAY ELBOW FOR SULCRUS ULNARIS VIEW,330,2023-01-05
SAICO2023,FMXRAY1212,X-RAY FOREARM AP. & LAT.,440,2023-01-05
SAICO2023,FMXRAY1213,X-RAY WRIST PA. & LATERAL,440,2023-01-05
SAICO2023,FMXRAY1214,X-RAY WRIST PA. & LAT. & OBLIQUE,550,2023-01-05
SAICO2023,FMXRAY1215,X-RAY SCAPHOID (4 VIEWS),550,2023-01-05
SAICO2023,FMXRAY1216,X-RAY CARPAL TUNNEL (GAYNOR HART),330,2023-01-05
SAICO2023,FMXRAY1217,X-RAY HAND AP. & OBL.,440,2023-01-05
SAICO2023,FMXRAY1218,X-RAY HAND AP & LAT. & OBL.,550,2023-01-05
SAICO2023,FMXRAY1219,X-RAY HAND FOR PISIFORM/NAVICULAR,550,2023-01-05
SAICO2023,FMXRAY1220,X-RAY BOTH HANDS AP,275,2023-01-05
SAICO2023,FMXRAY1221,X-RAY BOTH HANDS AP & LAT,440,2023-01-05
SAICO2023,FMXRAY1222,X-RAY FINGERS AP & LAT. & OBL.,440,2023-01-05
SAICO2023,FMXRAY1223,X-RAY FINGERS STRESS VIEW,440,2023-01-05
SAICO2023,FMXRAY1224,X-RAY PELVIS AP,330,2023-01-05
SAICO2023,FMXRAY1225,X-RAY HIP-UNILATERAL AP/LAUENSTEIN,440,2023-01-05
SAICO2023,FMXRAY1226,X-RAY HIP-BILATERAL AP/LAUENSTEIN,550,2023-01-05
SAICO2023,FMXRAY1227,X-RAY HIP AP & FROG POSITION (BILATERAL),550,2023-01-05
SAICO2023,FMXRAY1228,X-RAY HIP FOR HEAD OF FEMUR(30 CA/AG),330,2023-01-05
SAICO2023,FMXRAY1229,X-RAY HIP SCHNEIDER POSITION (1 SIDE),330,2023-01-05
SAICO2023,FMXRAY1230,X-RAY OBTURATE FORAMEN & ALA.(1 SIDE),330,2023-01-05
SAICO2023,FMXRAY1231,X-RAY FEMUR AP & LAT.,440,2023-01-05
SAICO2023,FMXRAY1232,X-RAY KNEE AP & LAT.,440,2023-01-05
SAICO2023,FMXRAY1233,X-RAY KNEE AP & LAT. & SPECIAL.VIEW,550,2023-01-05
SAICO2023,FMXRAY1234,X-RAY KNEE TUNNEL FRIK POSITION,330,2023-01-05
SAICO2023,FMXRAY1235,X-RAY KNEE STRESS (1 SIDE),330,2023-01-05
SAICO2023,FMXRAY1236,X-RAY BOTH KNEES AP STANDING,330,2023-01-05
SAICO2023,FMXRAY1237,X-RAY BOTH KNEES AP & LAT.,550,2023-01-05
SAICO2023,FMXRAY1238,X-RAY SKYLINE VIEW FOR PATELLA (UNILATERAL),330,2023-01-05
SAICO2023,FMXRAY1239,X-RAY SKYLINE VIEW FOR PATELLA (BILATERAL),550,2023-01-05
SAICO2023,FMXRAY1240,X-RAY LEG AP & LAT.,440,2023-01-05
SAICO2023,FMXRAY1241,X-RAY ANKLE AP & LAT.,440,2023-01-05
SAICO2023,FMXRAY1242,X-RAY ANKLE AP & LAT. & OBL.,550,2023-01-05
SAICO2023,FMXRAY1243,X-RAY ANKLE STRESS (BOTH SIDES),550,2023-01-05
SAICO2023,FMXRAY1244,X-RAY OS-CALSIS (HEEL)TANGENTIAL LAT.,330,2023-01-05
SAICO2023,FMXRAY1245,X-RAY HEEL (BOTH SIDES).,330,2023-01-05
SAICO2023,FMXRAY1246,X-RAY FOOT AP & OBL.,440,2023-01-05
SAICO2023,FMXRAY1247,X-RAY FOOT AP & LAT. & OBL.,550,2023-01-05
SAICO2023,FMXRAY1248,X-RAY FOOT TANGENTIAL & LAT. IN STANDING,550,2023-01-05
SAICO2023,FMXRAY1249,X-RAY FEET AP & LAT. IN STANDING (BILATERAL),550,2023-01-05
SAICO2023,FMXRAY1250,X-RAY TOES AP & LATERAL & OBL.,440,2023-01-05
SAICO2023,FMXRAY1251,X-RAY CHEST PA VIEW,275,2023-01-05
SAICO2023,FMXRAY1252,X-RAY CHEST PA & LAT. VIEWS,440,2023-01-05
SAICO2023,FMXRAY1253,X-RAY CHEST PA & LAT. DECUBITUS,440,2023-01-05
SAICO2023,FMXRAY1254,X-RAY CHEST PA & LAT. & OBL.,550,2023-01-05
SAICO2023,FMXRAY1255,X-RAY CHEST APICAL VIEW,330,2023-01-05
SAICO2023,FMXRAY1256,X-RAY ABDOMEN FLAT (KUB),275,2023-01-05
SAICO2023,FMXRAY1257,X-RAY ABDOMEN ERECT,275,2023-01-05
SAICO2023,FMXRAY1258,X-RAY ABDOMEN ERECT & FLAT DECUBITIS,550,2023-01-05
SAICO2023,FMXRAY1259,X-RAY PELVIMETRY,330,2023-01-05
SAICO2023,FMXRAY1260,X-RAY PORTABLE CHARGE,275,2023-01-05
SAICO2023,FMXRAY1261,X-RAY Pediatric Chest & Abdomen AP,330,2023-01-05
SAICO2023,FMXRAY1262,X-RAY Pediatric Chest & Abdomen AP/Cross-table lateral,550,2023-01-05
SAICO2023,FMXRAY1263,X-RAY Lower Limb Standing AP (leg length),990,2023-01-05
SAICO2023,FMXRAY1264,FLUROSCOPY. BA. STUDY (SWALLOW PROTOCOL),880,2023-01-05
SAICO2023,FMXRAY1265,FLUROSCOPY. BA. STUDY (MEAL PROTOCOL),880,2023-01-05
SAICO2023,FMXRAY1266,FLUROSCOPY. BA. STUDY (SMALL BOWEL SERIES PROTOCOL),880,2023-01-05
