Department,ServiceCode,Service Description,LOS,Type,NPHIES Code (Hyphenated )2, price vip & A,Price 2022 ( B-C-Referral)
consumable,19976,CATHETER GUIDING 6FR JL4 #LA6JL40/1981507/007-060002,0.0,consumable,44088,1112.8319999999999,1112.8319999999999
consumable,19998,MOUTH PIECE UNIVERSAL T-KIT #1485,0.0,consumable,44545,22.08,22.08
consumable,20028,FILTER1.2µmPARENTERALNUTRITIONLIPIPORNEO#NLF1E/NLF2E/VM0090IP,0.0,consumable,35072,95.15099999999998,95.15099999999998
consumable,20030,OXYGEN T-KIT RECOVERY 40% #1040013/1040001.,0.0,consumable,60856,42.2832,42.2832
consumable,2019-0730,ACCU-CHEK PERFORMA GLUCOSE TEST STRIP X 50,0.0,consumable,99999,2.8152,2.8152
consumable,2019-0736,ACCU-CHECK INSTANT KIT.,0.0,consumable,60740,377.568,377.568
consumable,20236,MASK FACE PARTICULATE RESPIRATOR N95#093-3395/1860.,0.0,consumable,64822,58.15319999999999,58.15319999999999
consumable,20254,SOLUTION ALCOHOL HANDRUB 500ML HY,0.0,consumable,99999,22.08,22.08
consumable,20428,MULTIFILTRATE KIT 4 CVVHDF600 #5038931,0.0,consumable,44057,1856.4863999999998,1856.4863999999998
consumable,20508,CATHETER TRIPLE LUMEN CVC 7FR 20CM 14G #MC3L-8S/ML-37020-A,0.0,consumable,10729,220.79999999999998,220.79999999999998
consumable,20509,TRANSDUCERDOUBLEKITDISPOSABLEBD#682032,0.0,consumable,45275,635.6417999999999,635.6417999999999
consumable,20512,CATHETER VENOUS DUAL STAGE 34/46FR MEDTRONIC #91246/RDS-41134/4936,0.0,consumable,34905,788.256,788.256
consumable,20551,CATHETER PERITONEAL CSF MEDTRONIC/BMI #43522/03105M,0.0,consumable,45694,1168.4735999999998,1168.4735999999998
consumable,20552,CATHETER VENTRICULAR CSF MEDTRONIC #41101/01101,0.0,consumable,61798,1430.7839999999999,1430.7839999999999
consumable,20580,ELECTRODES PREATTACHED LEADWIRE #2269T/13952A-B/13953D,0.0,consumable,35035,11.04,11.04
consumable,20586,"CATHETER SUCTION 8CHx14"""" W/CONTROL",0.0,consumable,10749,1.9733999999999998,1.9733999999999998
consumable,20892,VALVE CSF FLOW CONTROL 16MM BURR HOLE MEDTRONIC #42544.,0.0,consumable,35965,2928.4151999999995,2928.4151999999995
consumable,21597,CARTRIDGE PROXIMATE RELOAD UNIT 75MM#TCR75,0.0,consumable,64256,1528.8191999999997,1528.8191999999997
consumable,21598,STAPLER PROXIMATE LINEAR CUTTER 55MM #TLC55,0.0,consumable,59870,1987.1999999999998,1987.1999999999998
consumable,21599,STAPLER PROXIMATE LINEAR CUTTER TITANIUM #TLC75,0.0,consumable,59870,1987.1999999999998,1987.1999999999998
consumable,21612,SUTURE MERSILK BLACK 0 75CM ETHICON #W552,0.0,consumable,34601,44.16,44.16
consumable,21614,SCALPEL BLADE SIZE #11 W/HANDLE STERILE.,0.0,consumable,63270,10.832999999999998,10.832999999999998
consumable,21635,SUTURE PROLENE 4/0 90CM ETHICON/PETER #W8761/20S151/EH7585H,0.0,consumable,99999,55.199999999999996,55.199999999999996
consumable,21649,SUTURE CHROMIC GUT 0 45CM ENDOLOOP #EJ10G/EL10G,0.0,consumable,99999,802.1663999999998,802.1663999999998
consumable,21656,CLIP MEDIUM PREMIUM TITANIUM S AUTOSUTURE #134031/MCM20,0.0,consumable,35798,1655.9999999999998,1655.9999999999998
consumable,21657,CLIP SMALL PREMIUM TITANIUM S AUTOSUTURE #MCS20/134046,0.0,consumable,35798,1655.9999999999998,1655.9999999999998
consumable,21666,SUTURE PROLENE BLUE 7/0 60CM ETHICON/PETER #W8702/20SO5A,0.0,consumable,61353,165.6,165.6
consumable,22425,SUTURE VICRYL PLUS 2-0 70CM ROUND BODY ETHICON #VCP317H/W9121,0.0,consumable,63492,55.199999999999996,55.199999999999996
consumable,22430,SUTURE MERSILK BLACK 0 75CM CURVED 30MM ETHICON #W334H/D&G 1123-61,0.0,consumable,34601,22.08,22.08
consumable,22442,SUTURE PROLENE BLUE 3/0 45CM ETHICON #W8684/DW9422R.,0.0,consumable,61353,46.27139999999999,46.27139999999999
consumable,22523,BLADE RAZOR DOUBLE EDGE SHAVE,0.0,consumable,37521,5.437199999999999,5.437199999999999
consumable,22672,"NEEDLE HYPO 23Gx11/4"" STERILE #NN*2332R",0.0,consumable,59230,0.3726,0.3726
consumable,22759,PLATE SCOTCH ADULT 3M DISPOSABLE #1149/83-122-67/400-2700/1201,0.0,consumable,99999,16.56,16.56
consumable,22835,"BAG SPECIMEN RETREIVE 4x6"" ETHICON #POUCH/EP236",0.0,consumable,45130,1510.272,1510.272
consumable,22848,STAPLER PROXIMATE SKIN #PMW35/D&G 8037-12,0.0,consumable,35884,165.6,165.6
consumable,22861,SUTURE VICRYL 3/0 75CM VIOLET ETHICON #W9114/VCP311H/D&G 9813-41,0.0,consumable,63492,55.199999999999996,55.199999999999996
consumable,22866,"SURGICAL HAEMOSTAT 2x3"" #W1913T/1953",0.0,consumable,38771,276.0,276.0
consumable,22867,"SURGICAL HAEMOSTAT 10x20CM (4x8"") ETHICON #W1912/1902GB.",0.0,consumable,38771,928.5881999999999,928.5881999999999
consumable,22874,SUTURE VICRYL VIOLET 2 75CM ETHICON #W9252/D&G 9836-81.,0.0,consumable,63492,64.0872,64.0872
consumable,22876,SUTURE VICRYL 2/0 ETHICON #W9150/D&G 9833-51/9832-51,0.0,consumable,17471,44.16,44.16
consumable,22882,SCALPEL BLADE SIZE #22 W/HANDLE STERILE,0.0,consumable,37445,11.04,11.04
consumable,22883,SCALPEL BLADE SIZE #15 W/HANDLE STERILE,0.0,consumable,63270,18.505799999999997,18.505799999999997
consumable,22964,SUTURE VICRYL VIOLET UNDYED 5/0 45CM ETHICON #W9982.,0.0,consumable,63492,92.21159999999999,92.21159999999999
consumable,22968,STOPCOCK 3 WAY DISCOFIX OHMEDA #394601,0.0,consumable,35375,3.4776,3.4776
consumable,24023,CARTRIDGE PROXIMATE RELOAD UNIT 55MM #TCR55,0.0,consumable,64256,1430.1216,1430.1216
consumable,24092,SUTURE VICRYL PLUS 1 VIOLET 70CM ETHICON #VCP353H/W9368/VCP359.,0.0,consumable,44829,86.1672,86.1672
consumable,24096,SUTURE VICRYL UNDYED 3/0 45CM ETHICON/PETER #W9511T/18120J/D&G-9608-41,0.0,consumable,63492,55.199999999999996,55.199999999999996
consumable,24098,SUTURE PROLENE BLUE 3/0 90CM ETHICON #W8522,0.0,consumable,61353,55.199999999999996,55.199999999999996
consumable,25897,STERI STRIP 1/2X4 #R1547,0.0,consumable,99999,22.08,22.08
consumable,26031,STRIP BLOOD GLUCOSE TEST ONE TOUCH F/LIFE SCAN ELITE J&J #02307501,0.0,consumable,60740,21.1416,21.1416
consumable,26665,COTTON ROLL 500GMS.,0.0,consumable,58233,51.529199999999996,51.529199999999996
consumable,27203,DRESSING SHEET 10CMx10M HYPAFIX/C,0.0,consumable,63661,0.0276,0.0276
consumable,27205,DRESSING SHEET 20CMx10M CURAFIX/HYPAFIX #350300/30344,0.0,consumable,99999,0.06899999999999999,0.06899999999999999
consumable,27449,SUCTION LINER 3000ML CARDINAL #65651-93C,0.0,consumable,63653,33.12,33.12
consumable,30-57-02,CLEXANE 4000 ANTI- XA IU / 0.4 ML INJ. X 2 SYRINGES,0.0,consumable,99999,26.385599999999997,26.385599999999997
consumable,36128,GOWN SURGEON LARGE DISP QUALIMED,0.0,consumable,35091,16.56,16.56
consumable,36130,SUCTION LINER 2000ML DISPOSABLE #CNLINER,0.0,consumable,64108,22.08,22.08
consumable,36290,IV INFUSION SET EZ REGULAR,0.0,consumable,36244,22.08,22.08
consumable,36674,EYEPAD F/PHOTOTHERAPY POSEY #4645,0.0,consumable,11661,22.08,22.08
consumable,37584,MASK FACE ANAESTHESIA ECOMASK SIZE 5 LARGE ADULT #7095000,0.0,consumable,99999,22.08,22.08
consumable,38539,MASKLARYNGEALSIZE2DISPOSABLE#321200000/8002000,0.0,consumable,45036,137.43419999999998,137.43419999999998
consumable,38926,BLADE F/LARYNGOSCOPE DISP. CURVED MACINTOSH SIZE 3 #7043000,0.0,consumable,99999,55.199999999999996,55.199999999999996
consumable,38927,BLADE F/LARYNGOSCOPE DISP. CURVED MACINTOSH SIZE 4 #7044000,0.0,consumable,99999,55.199999999999996,55.199999999999996
consumable,39047,AORTIC PUNCH 4.0MM QUEST #RCC-40/DP-40K,0.0,consumable,47914,880.992,880.992
consumable,39132,DRAPE SURGICAL COVER 150x120/175/,0.0,consumable,99999,22.08,22.08
consumable,39153,BREATHING SYSTEM PEDIATRIC 15MM #,0.0,consumable,99999,55.199999999999996,55.199999999999996
consumable,39803,DRAPE IOBAN 35x17CM INCISE 3M #6650EZ,0.0,consumable,47782,44.16,44.16
consumable,41425,C.V.P PRESSURE MONITORING KIT,0.0,consumable,62807,55.199999999999996,55.199999999999996
consumable,43198,SCREW MULTIAXIAL 6.5x35MM TI #SD-75446535,0.0,consumable,46651,3778.9919999999997,3778.9919999999997
consumable,43199,SCREW SET CDH LEGACY 5.5MM TI #SD-7540020,0.0,consumable,46651,814.752,814.752
consumable,43716,CUFFNIBPNEONATALSIZE2DISPOSABLE#1008B/K30/NN2ST,0.0,consumable,37326,193.4622,193.4622
consumable,43717,CUFF NIBP NEONATAL SIZE 3 DISPOSABLE #1008B/K30/NN3ST.,0.0,consumable,37326,193.4622,193.4622
consumable,44164,GLOVES EXAMINATION VINYL MEDIUM POWDER FREE,0.0,consumable,47176,0.345,0.345
consumable,44343,TROCAR DILATING TIP 12MM ETHICON #D12LT,0.0,consumable,47457,1740.7872,1740.7872
consumable,44-82-03,CANCIDAS50MGVIALX1VIAL,0.0,consumable,99999,2886.6978,2886.6978
consumable,45269,BLANKET ADULT CAREQUILT #CV-503-0810,0.0,consumable,99999,138.0,138.0
consumable,45270,BLANKET PEDIA CAREQUILT #CV-503-0840,0.0,consumable,58934,110.39999999999999,110.39999999999999
consumable,45747,MULTIFILTRATE KIT 6 MPS2 #5038951,0.0,consumable,99999,2649.6,2649.6
consumable,46922,CATHETER BALLOON KIT NEPHROSTOMY 30FR BOSTON #210-118/210-117,0.0,consumable,61503,2432.0016,2432.0016
consumable,47363,SUTURE S/S MONO WIRE 7 45CM W/NDL 4S ETHICON #M624G (PKT/4),0.0,consumable,15971,110.39999999999999,110.39999999999999
consumable,47595,BALLOON SPRINTER NC 2.5x12MM MEDTRONIC #NCSP2512MM,0.0,consumable,47732,2053.4399999999996,2053.4399999999996
consumable,48216,CAUTERY EYE LOW TEMPERATURE OASIS #3501-A,0.0,consumable,35029,110.39999999999999,110.39999999999999
consumable,48519,WIRE PTCA RUNTRHOUGH TERUMO NS #TW-AS418XAZ,0.0,consumable,35094,1603.008,1603.008
consumable,48756,SUTURE ETHIBOND 2/0 75CM ETHICON #W10B55,0.0,consumable,99999,1368.3389999999997,1368.3389999999997
consumable,49089,"PATTIESSURGICAL1x1""FABCO/CODMAN#35503310/80-1403",0.0,consumable,16340,66.0744,66.0744
consumable,50482,SHEATH THERMOMETER WELCHALLYN #69,0.0,consumable,13116,0.621,0.621
consumable,50547,RESTRAINTLIMBSOFT,0.0,consumable,44851,317.1516,317.1516
consumable,50563,SUTURE PDS II PLUS VIO 1 150CM LOOP ETHICON#PDP9238T,0.0,consumable,44829,258.80519999999996,258.80519999999996
consumable,50583,SOLUTION BETADINE/POVIDINE 10% 200~250ML.,0.0,consumable,50583,52.854,52.854
consumable,50639,TUBING CUSTOM PACK SET MEDTRONIC #M960446C,0.0,consumable,35441,7741.137599999999,7741.137599999999
consumable,50818,SCREW LOCKING 3.5x16MM SELF TAPPING SYNTHES No.213.016,0.0,consumable,99999,690.0,690.0
consumable,MS-A-000079,ANCHOR BIOPUSHLOCK 3.5 X 19.5MM ARTHREX # AR-1926B / AR-1926PS,0.0,consumable,45061,3916.6746,3916.6746
consumable,MS-A-000119,ADMINISTRATION SET F.INFUSION PUMP TERUMO # TE*PA300WY01,0.0,consumable,13215,55.199999999999996,55.199999999999996
consumable,MS-A-000154,ABLATOR 90° MULTI-PORT ASPIRATING ARTHREX #AR-9811,0.0,consumable,46119,3025.5395999999996,3025.5395999999996
consumable,MS-A-000156,ANGIOPACK ADULT F/CATHLAB KIMAL #SA-K52408,0.0,consumable,47732,1178.0094,1178.0094
consumable,MS-B-000062,BALLOON CATHETER PTCA ALL SIZES.,0.0,consumable,47732,2053.4399999999996,2053.4399999999996
consumable,MS-B-000338,BASE COLOSTOMY NEONATAL 17MKM #14307 EASIFLEX,0.0,consumable,58888,60.0438,60.0438
consumable,MS-B-000476,BALLOON DILATOR 5MM 15FR BOSTON #225-107,0.0,consumable,47732,1655.9999999999998,1655.9999999999998
consumable,MS-B-000482,BALLOON CATHETER RELIANT MEDTRONIC#AB46,0.0,consumable,17184,9660.0,9660.0
consumable,MS-B-000510,BAG VOMITING SIZE 1.5LTR GREATCARE#GCG305001,0.0,consumable,36258,6.8999999999999995,6.8999999999999995
consumable,MS-B-000738,BLADE F/SURGICAL HAIR REMOVAL CLIPPER 3M #9660,0.0,consumable,63267,55.199999999999996,55.199999999999996
consumable,MS-B-000754,BONNET NASAL CPAP MEDIUM DISPOSABLE DRAGER #8418535,0.0,consumable,61197,317.1516,317.1516
consumable,MS-B-000756,BONNET NASAL CPAP BABY FLOW XX-LARGE DISPOSABLE DRAGER #8418538,0.0,consumable,61197,317.1516,317.1516
consumable,MS-B-001016,BUR HANDPIECE CRANITOME # 1000042340,0.0,consumable,36423,1540.4802,1540.4802
consumable,MS-B-001107,BALLOON RANGER PTA CATHETER 0.018 PACLITAXEL- COATED ALL SIZES BOSTON SCIENTIFIC #H749392198,0.0,consumable,47732,1872.7427999999998,1872.7427999999998
consumable,MS-B-001127,BOTTOM EXTENDED TIGHTROPE 5X20MM #AR-1589RT,0.0,consumable,64640,2597.6706,2597.6706
consumable,MS-B-001219,BOTTLE FEEDING GLASS 120ML W/NIPPLE PIGEON,0.0,consumable,61715,98.8494,98.8494
consumable,MS-B-001646,BURR OVAL 8 FLUTE 4.0MM X 13CM ARTHREX No. AR-8400OBE,0.0,consumable,36224,1246.8852,1246.8852
consumable,MS-B-001780,BAG RESUSCITATION PVC 1500ML W/MASK AND KIT SINGLE USE VBM MEDICAL No.84-10-195,0.0,consumable,35693,312.6252,312.6252
consumable,MS-B-001786,BODY LOTION F/SOOTHING 250ML DIFFERENT FRAGRANCES JOHNSON,0.0,consumable,99999,55.199999999999996,55.199999999999996
consumable,MS-B-001843,BONE GRAFT WEDGE IMPLANTCAST No. TBS14,0.0,consumable,99999,2760.0,2760.0
consumable,MS-B-001988,BREATHING CIRCUIT STANDARD F/ADULT 1.5MTR HSINER #70121,0.0,consumable,99999,82.8,82.8
consumable,MS-C-000626,CATHETER URETERIC STRAIGHT OPEN TIP 6FR PORGES# ACP306,0.0,consumable,34926,165.6,165.6
consumable,MS-C-000627,CATHETER URETERIC 5FR STRAIGHT OPEN TIP COLOPLAST #ACP305,0.0,consumable,99999,138.0,138.0
consumable,MS-C-000828,CATHETER DIAGNOSTIC TIG FR5 100CM #RH*TIG110M,0.0,consumable,10688,634.317,634.317
consumable,MS-C-000846,CANNULA CARDIOPLEGIA 9FR/7FR 16G JOSTRA ANTEGRADE MEDTRONIC #20016,0.0,consumable,47799,220.79999999999998,220.79999999999998
consumable,MS-C-000944,CATHETER UMBILICAL DOUBLE LUMEN 5FR 40CM VYGON #1274-17,0.0,consumable,10759,1057.1904,1057.1904
consumable,MS-C-000959,CATHETER DIAGNOSTIC ALL SIZES.,0.0,consumable,47732,288.83399999999995,288.83399999999995
consumable,MS-C-001036,CANNULA ARTERIAL CURVED 20FR ANGLED TIP MEDTRONIC No.72420,0.0,consumable,34893,1155.3636,1155.3636
