Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,50.0,1013021,E.N.T.,EAR SURG.,SUCTION CLEARANCE UNDER (U.G.A.),2084
,102.0,1013022,E.N.T.,EAR SURG.,TYMPANOPLASTY ,9116
,105.0,1013023,E.N.T.,EAR SURG.,TYMPANOPLASTY WITH MASTOIDECTOMY,11514
,53.0,1013024,E.N.T.,EAR SURG.,TYMPANOPLASTY SECOND STAGE,6957
,106.0,1013025,E.N.T.,EAR SURG.,UNILATERAL MYRINGOTOMY (U.G.A.),1793
,109.0,1013026,E.N.T.,EAR SURG.,VESTIBULAR NEURECTOMY ,17751
,55.0,1014001,E.N.T.,HEAD & NECK SURG.,NECK DISSECTION / BLOCK,22069
,111.0,1014002,E.N.T.,HEAD & NECK SURG.,BRANCHIAL FISTULECTOMY,23028
,112.0,1014003,E.N.T.,HEAD & NECK SURG.,PARTIAL LARYNGECTOMY,17271
,57.0,1014004,E.N.T.,HEAD & NECK SURG.,SUPERFICIAL PAROTIDECTOMY,18711
,114.0,1014005,E.N.T.,HEAD & NECK SURG.,THYROGLOSSAL CYST EXCISION ,12954
,116.0,1014006,E.N.T.,HEAD & NECK SURG.,TOTAL LARYNGECTOMY ,17271
,59.0,1014007,E.N.T.,HEAD & NECK SURG.,TOTAL PAROTIDECTOMY,23028
,118.0,2011001,GENERAL SURG.,MINOR SURG,ANAL DILATATION (U.G.A.),3101
,121.0,2011002,GENERAL SURG.,MINOR SURG,ANESTHESIA (G.A OR SEDATION)  FOR  PROCEDURE,1663
,60.0,2011003,GENERAL SURG.,MINOR SURG,CIRCUMCISION (ADULT) (U.G.A.),2786
,122.0,2011004,GENERAL SURG.,MINOR SURG,CIRCUMCISION (ADULT) (U.L.A.),1454
,124.0,2011005,GENERAL SURG.,MINOR SURG,CIRCUMCISION (LESS THAN ONE YEAR),679
,63.0,2011006,GENERAL SURG.,MINOR SURG,DERMOID CYST EXCISION,3093
,127.0,2011007,GENERAL SURG.,MINOR SURG,DIVISION OF TONGUE TIE (U.L.A.),2622
,128.0,2011008,GENERAL SURG.,MINOR SURG,ENDOSCOPIC POLYPECTOMY,2811
,65.0,2011009,GENERAL SURG.,MINOR SURG,EXCISION OF BREAST LUMP FOR BIOPSY (U.G.A.) (WITHOUT HISTOPATHOLOGY),3093
,131.0,2011010,GENERAL SURG.,MINOR SURG,EXCISION OF BREAST LUMP / LUMPECTOMY - MULTIPLE OR SINGLE (U.G.A.),3848
,132.0,2011011,GENERAL SURG.,MINOR SURG,EXCISION OF SIMPLE CYST OR LIPOMA (U.G.A.) WITH HISTOPATHOLOGY ,3719
,66.0,2011012,GENERAL SURG.,MINOR SURG,EXCISION OF SIMPLE OR SMALL LIPOMA UNDER (U.G.A.),2811
,134.0,2011013,GENERAL SURG.,MINOR SURG,EXCISION OF SIMPLE OR SMALL LIPOMA UNDER (U.L.A.),1745
,137.0,2011014,GENERAL SURG.,MINOR SURG,EXCISION OF SIMPLE TUMOUR / CHRONIC ABCESS OF BREAST,3093
,69.0,2011015,GENERAL SURG.,MINOR SURG,EXCISION OF SIMPLE TUMOURS OR CHRONIC BREAS ABSCESS,3503
,138.0,2011016,GENERAL SURG.,MINOR SURG,EXCISION OF SINGLE / MULTIPLE NEUROFIBROMA,5579
,140.0,2011017,GENERAL SURG.,MINOR SURG,INCISION WITH DRAINAGE LARGE OR DEEP ABSESS UNDER G.A.,3359
,70.0,2011018,GENERAL SURG.,MINOR SURG,EXCISION OF INGROWING TOE NAIL (U.G.A.),3359
,142.0,2011019,GENERAL SURG.,MINOR SURG,IMPERFORATED ANUS / LOW ,5757
,144.0,2011020,GENERAL SURG.,MINOR SURG,PERCUTANEOUS LIVER BIOPSY,2786
,72.0,2011021,GENERAL SURG.,MINOR SURG,PERIANAL ABSCESS (U.G.A.),4558
,146.0,2011022,GENERAL SURG.,MINOR SURG,TONGUE TIE RELEASE (U.G.A.),3838
,148.0,2011023,GENERAL SURG.,MINOR SURG,FOREIGN BODY REMOVAL (U.L.A.),2639
,74.0,2011024,GENERAL SURG.,MINOR SURG,THROMBOSED PILES OR EXCISION OF PERIANAL SKIN TAGS REMOVAL,4558
,150.0,2011025,GENERAL SURG.,MINOR SURG,SUB-MANDIBULAR SALIVARY GLAND STONE REMOVAL,4558
,152.0,2011026,GENERAL SURG.,MINOR SURG,OESOPHAGEAL SCLEROTHERAPY ,3359
,77.0,2011027,GENERAL SURG.,MINOR SURG,ENTEROSCOPY SINGLE BALLOON ,3848
,154.0,2011028,GENERAL SURG.,MINOR SURG,SUTURING LARGE WOUND (U.G.A.),3359
,157.0,2011029,GENERAL SURG.,MINOR SURG,THORACOCENTESIS,1140
,79.0,2012001,GENERAL SURG.,MEDIUM SURG,ACHALSIA OF CARDIA,9405
,159.0,2012002,GENERAL SURG.,MEDIUM SURG,ADHESIOLYSIS / OPEN,6426
,160.0,2012003,GENERAL SURG.,MEDIUM SURG,AMPUTATION / LIMB GANGRENE,10555
,163.0,2012006,GENERAL SURG.,MEDIUM SURG,COLOSTOMY CLOSURE WITH ANASTOMOSIS,7557
,83.0,2012007,GENERAL SURG.,MEDIUM SURG,BURIED PENIS OR CONCEALED PENIS CORRECTION,24225
,165.0,2012008,GENERAL SURG.,MEDIUM SURG,ERCP DIAGONSTIC ,4361
,167.0,2012009,GENERAL SURG.,MEDIUM SURG,ENDOSCOPIC SPHINCTEROTOMY,5158
,84.0,2012010,GENERAL SURG.,MEDIUM SURG,ENDOSCOPIC SPHINCTEROTOMY WITH DRAIN INSERTION,6357
,169.0,2012011,GENERAL SURG.,MEDIUM SURG,ENDOSCOPIC SPHINCTEROTOMY WITH STONE CRUSHING,7916
,171.0,2012012,GENERAL SURG.,MEDIUM SURG,ENDOSCOPIC SPHINCTEROTOMY WITH STONE EXTRACTION,6357
,86.0,2012013,GENERAL SURG.,MEDIUM SURG,EPIGASTRIC HERNIA REPAIR / OPEN,7557
,173.0,2012014,GENERAL SURG.,MEDIUM SURG,EXCISION OF BIG OR MULTIPLE LIPOMA (U.L.A.),4558
,175.0,2012015,GENERAL SURG.,MEDIUM SURG,EXCISION OF BIG OR MULTIPLE LIPOMA (U.G.A.),5158
,88.0,2012016,GENERAL SURG.,MEDIUM SURG,EXCISION OF SUBMANDIBULAR GLAND,7557
,177.0,2012017,GENERAL SURG.,MEDIUM SURG,"GASTROSTOMY, COLOSTOMY (WITHOUT CONSUMABLES)",9715
,90.0,2012019,GENERAL SURG.,MEDIUM SURG,HAEMORRHOIDECTOMY BY STAPPLER,8237
,181.0,2012020,GENERAL SURG.,MEDIUM SURG,HYDROCELE,6357
,185.0,2012023,GENERAL SURG.,MEDIUM SURG,LAPARASCOPY / DIAGNOSTIC,6957
,187.0,2012024,GENERAL SURG.,MEDIUM SURG,LAPARASCOPY (DIAGNOSTIC) WITH BIOPSY,8492
,94.0,2012025,GENERAL SURG.,MEDIUM SURG,MASTECTOMY / GYNAECOMASTIA - MALES (UNI OR BILATERAL),6045
,189.0,2012026,GENERAL SURG.,MEDIUM SURG,ORCHIDECTOMY,5158
,191.0,2012027,GENERAL SURG.,MEDIUM SURG,MASTECTOMY / PARTIAL WITH HISTOPATHOLOGY,6357
,97.0,2012028,GENERAL SURG.,MEDIUM SURG,COLONOSCOPY / PEDIATRIC ,6764
,193.0,2012029,GENERAL SURG.,MEDIUM SURG,ENDOSCOPY / PEDIATRIC ,5919
,195.0,2012030,GENERAL SURG.,MEDIUM SURG,PILONIDAL SINUS,6420
,98.0,2012031,GENERAL SURG.,MEDIUM SURG,POST HAEMORRHOIDECTOMY ANUS STRICTURE ,7197
,197.0,2012032,GENERAL SURG.,MEDIUM SURG,REMOVAL OF FOREIGN BODY (U.G.A.),4558
,199.0,2012033,GENERAL SURG.,MEDIUM SURG,ANAL FISTULA / LOW - SIMPLE ,6357
,100.0,2012034,GENERAL SURG.,MEDIUM SURG,INCISIONAL HERNIA WITH OR W/O HERNIOPLASTY,6957
,201.0,2012035,GENERAL SURG.,MEDIUM SURG,SPERMATOCELE,6717
,203.0,2012036,GENERAL SURG.,MEDIUM SURG,ERCP / THERAPEUTIC ,5919
,103.0,2012037,GENERAL SURG.,MEDIUM SURG,THYROGLOSSAL CYST / FISTULA,9715
,205.0,2012038,GENERAL SURG.,MEDIUM SURG,UNDESCENDED TESTIS WITHIN THE INGUINAL CANAL,10315
,207.0,2012039,GENERAL SURG.,MEDIUM SURG,VARICOCELES,6357
,104.0,2012040,GENERAL SURG.,MEDIUM SURG,VARICOSE VEINS STRIPPING  (BILATERAL),10417
,209.0,2012041,GENERAL SURG.,MEDIUM SURG,VARICOSE VEINS STRIPPING  (UNILATERAL),7631
,211.0,2013001,GENERAL SURG.,MAJOR SURG,ACUTE PERITONITIS / LAPAROTOMY,11514
,107.0,2013002,GENERAL SURG.,MAJOR SURG,HERNIA REPAIR BILATERAL,8636
,213.0,2013003,GENERAL SURG.,MAJOR SURG,BOWEL RESECTION AND ANASTOMOSIS ,12714
,108.0,2013005,GENERAL SURG.,MAJOR SURG,CHOLECYSTECTOMY WITH BILLIARY TRACT EXPLORATION / OPEN,14535
,220.0,2013007,GENERAL SURG.,MAJOR SURG,CHOLECYSTODUODUOSTOMY,14051
,110.0,2013008,GENERAL SURG.,MAJOR SURG,RECTAL PROLAPSE / COMPLETE ,12354
,221.0,2013009,GENERAL SURG.,MAJOR SURG,INTESTINAL STRICTURE / CONGENITAL,11514
,224.0,2013010,GENERAL SURG.,MAJOR SURG,PYLORIC STENOSIS / CONGENITAL ,11514
,113.0,2013011,GENERAL SURG.,MAJOR SURG,A.V. FISTULA CREATION,13433
,226.0,2013012,GENERAL SURG.,MAJOR SURG,DIAPHRAGMATIC HERNIA REPAIR,12114
,228.0,2013013,GENERAL SURG.,MAJOR SURG,THYROID CYST ENUCLEATION,11514
,115.0,2013014,GENERAL SURG.,MAJOR SURG,HEPATIC CYST EXCISION,11514
,230.0,2013015,GENERAL SURG.,MAJOR SURG,FAECAL FISTULA,11514
,232.0,2013016,GENERAL SURG.,MAJOR SURG,INTESTINAL VOLVULOUS,11514
,117.0,2013017,GENERAL SURG.,MAJOR SURG,LAPARTOMY WITH/WITHOUT PROCEDURE ,11514
,234.0,2013018,GENERAL SURG.,MAJOR SURG,LIVER ABSCESS WITH DRAINAGE,11514
,237.0,2013019,GENERAL SURG.,MAJOR SURG,PARTIAL GASTRECTOMY,11514
,238.0,2013021,GENERAL SURG.,MAJOR SURG,PEG TUBE INSERTION / EXCHANGE,10032
,241.0,2013022,GENERAL SURG.,MAJOR SURG,MASTECTOMY / RADICAL ,10032
,120.0,2013023,GENERAL SURG.,MAJOR SURG,RECURRENT HERNIA,10659
,243.0,2013024,GENERAL SURG.,MAJOR SURG,REPAIR OF GASTRIC / INTESTINAL PERFORATION ,11514
,245.0,2013025,GENERAL SURG.,MAJOR SURG,BOWEL REPAIR,11514
,123.0,2013026,GENERAL SURG.,MAJOR SURG,SPLENECTOMY,11514
,246.0,2013027,GENERAL SURG.,MAJOR SURG,FISTULA / SURGICAL REVISION,6717
,249.0,2013028,GENERAL SURG.,MAJOR SURG,THERAPEUTIC ERCP WITH LITHOTRIPSY WITH STENT,8360
,125.0,2013029,GENERAL SURG.,MAJOR SURG,THERAPEUTIC ERCP WITH LITHOTRIPSY WITHOUT STENT,7942
,250.0,2013030,GENERAL SURG.,MAJOR SURG,STRIPPING OF LSV WITH MULTIPLE LIGATION OF PERFORATES (UNILATERAL) (TRENDLENBERG OPERATION),9595
,252.0,2013031,GENERAL SURG.,MAJOR SURG,HERNIA REPAIR / UNILATERAL ,5997
,126.0,2013032,GENERAL SURG.,MAJOR SURG,VAGOTOMY WITH/WITHOUT GASTROENTEROSTOMY,11514
,254.0,2014001,GENERAL SURG.,FINE MAJOR SURG,ADRENALECTOMY / BILATERAL,36461
,257.0,2014002,GENERAL SURG.,FINE MAJOR SURG,ADRENALECTOMY / PARTIAL,28785
,129.0,2014003,GENERAL SURG.,FINE MAJOR SURG,ADRENALECTOMY / LAPARASCOPIC ,22207
,258.0,2014004,GENERAL SURG.,FINE MAJOR SURG,ASSISTED EXTENDED HEMICOLECTOMY / LAPARASCOPIC ,26387
,260.0,2014005,GENERAL SURG.,FINE MAJOR SURG,ANAL FISTULA / BRANCHING AND HIGH ,7557
,130.0,2014006,GENERAL SURG.,FINE MAJOR SURG,CHOLECYSTECTOMY WITH CBD EXPLORATION / LAPARASCOPY ,18471
,262.0,2014007,GENERAL SURG.,FINE MAJOR SURG,ADHESIOLYSIS / LAPARASCOPIC,21589
,264.0,2014008,GENERAL SURG.,FINE MAJOR SURG,EMBOLECTOMY,17271
,133.0,2014009,GENERAL SURG.,FINE MAJOR SURG,END COLOSTOMY / LAPARASCOPIC ,12540
,267.0,2014010,GENERAL SURG.,FINE MAJOR SURG,GASTRIC BY-PASS - LAPARASCOPIIC ,26387
,269.0,2014011,GENERAL SURG.,FINE MAJOR SURG,HERNIA WITH MESH LAPARASCOPIC ,16792
,135.0,2014012,GENERAL SURG.,FINE MAJOR SURG,HERNIA / LAPARASCOPIC ,15113
,271.0,2014013,GENERAL SURG.,FINE MAJOR SURG,HERNIA REPAIR BILATERAL / LAPARASCOPIC ,21709
,272.0,2014014,GENERAL SURG.,FINE MAJOR SURG,HIATUS HERNIA / LAPRASCOPIC ,24947
,136.0,2014015,GENERAL SURG.,FINE MAJOR SURG,HIATUS HERNIA  / SURGICAL-OPEN,14393
,274.0,2014016,GENERAL SURG.,FINE MAJOR SURG,INTESTINAL RESECTION AND ANASTOMOSIS / LAPARASCOPIC ,14535
,277.0,2014017,GENERAL SURG.,FINE MAJOR SURG,INTRAGASTRIC BALLOON REMOVAL,2622
,139.0,2014018,GENERAL SURG.,FINE MAJOR SURG,INTRAGASTRIC BALLOON INSERTION,14877
,278.0,2014019,GENERAL SURG.,FINE MAJOR SURG,LEFT HEMICOLECTOMY,17271
,280.0,2014020,GENERAL SURG.,FINE MAJOR SURG,HERNOPLASTY WITH MESH (LICHTENSTEIN REPAIR),11514
,141.0,2014021,GENERAL SURG.,FINE MAJOR SURG,MESENTRIC LYMPH NODE BIOPSY / LAPARASCOPIC,15084
,283.0,2014022,GENERAL SURG.,FINE MAJOR SURG,NISSEN FUNDOPLICATION / LAPARASCOPIC ,18392
,143.0,2014024,GENERAL SURG.,FINE MAJOR SURG,PARATHYROIDECTOMY / TOTAL,34542
,287.0,2014025,GENERAL SURG.,FINE MAJOR SURG,PARATHYROIDECTOMY / PARTIAL,12666
,289.0,2014026,GENERAL SURG.,FINE MAJOR SURG,PAROTIDECTOMY,16312
,145.0,2014027,GENERAL SURG.,FINE MAJOR SURG,PERFURATED DUODENAL ULCER / LAPRASCOPIC  ,19910
,290.0,2014028,GENERAL SURG.,FINE MAJOR SURG,PILONIDAL SINUS WITH RECONSTRUCTION FLAP,11514
,292.0,2014029,GENERAL SURG.,FINE MAJOR SURG,ORAL MALIGNANCY / RADICAL SURGERY,16312
,147.0,2014030,GENERAL SURG.,FINE MAJOR SURG,REPAIR OF EPIGASTRIC HERNIA BILATERAL / LAPARASCOPIC ,17511
,294.0,2014031,GENERAL SURG.,FINE MAJOR SURG,REPAIR OF EPIGASTRIC HERNIA UNILATERAL / LAPARASCOPIC ,11994
,296.0,2014032,GENERAL SURG.,FINE MAJOR SURG,REPAIR OF INCISIONAL HERNIA / LAPARASCOPIC ,19910
,149.0,2014033,GENERAL SURG.,FINE MAJOR SURG,REPAIR OF PARAUMBILICAL HERNIA / LAPRASCOPIC ,19910
,299.0,2014034,GENERAL SURG.,FINE MAJOR SURG,RESCTION OF DIVERTICULAM / LAPARASCOPIC ,16792
,300.0,2014035,GENERAL SURG.,FINE MAJOR SURG,RIGHT HEMICOLECTOMY,16312
,151.0,2014036,GENERAL SURG.,FINE MAJOR SURG,APPENDECTOMY / SILS,10032
,303.0,2014037,GENERAL SURG.,FINE MAJOR SURG,CHOLECYSTECTOMY / SILS ,14877
,305.0,2014038,GENERAL SURG.,FINE MAJOR SURG,HERNIOPLASTY / SILS TAPP ,16720
,153.0,2014039,GENERAL SURG.,FINE MAJOR SURG,VARICOCELECTOMY / SILS ,9196
,307.0,2014040,GENERAL SURG.,FINE MAJOR SURG,SPLENECTOMY LAPARASCOPIC ,26387
,308.0,2014041,GENERAL SURG.,FINE MAJOR SURG,STRANGULATED HERNIA WITH BOWEL RESECTION AND ANASTOMOSIS,13913
,155.0,2014042,GENERAL SURG.,FINE MAJOR SURG,STRANGULATED HERNIA W/O RESECTION ANASTOMOSIS,12114
,310.0,2014043,GENERAL SURG.,FINE MAJOR SURG,SUBFASCIAL ENDOSCOPIC PERFORATED STAPLING  / LAPARASCOPIC ,10555
,312.0,2014044,GENERAL SURG.,FINE MAJOR SURG,INTESTINAL CANCER SURGERY,18951
,314.0,2014046,GENERAL SURG.,FINE MAJOR SURG,PELVIC EXACENTRATION / TOTAL ,26866
,317.0,2014047,GENERAL SURG.,FINE MAJOR SURG,PANCREATECTOMY / TOTAL/PARTIAL (WHIPPLE PROCEDURE),23508
,158.0,2014048,GENERAL SURG.,FINE MAJOR SURG,STRIPPING OF LSV WITH MULTIPLE LIGATION OF PERFORATES (BILATERAL) (TRENDLENBERG OPERATION),16792
