TARIFF,SERVICE_NAMEE,CODE,NAME,DEPARTMENT_NAME,PRICE,price of 1/2/2021,ADA CODE - ONLY FOR DENTAL,CCHI BS  CODE 1,CCHI BS  CODE 2,CCHI BS  CODE 3,CCHI BS  CODE 4,CCHI BS  CODE 5,CCHI BS  CODE 6,CCHI BS  CODE 7,AUDIT DESCRIPTION,Comment
TUIC,CONSULTATIONS,DRDE011278,SOHAIR SALAH FATHALLA ELKASHEF,DERMATOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,DRDE061311,MAHA ALA ELMESELLAWY,DERMATOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDAN091223,THAMER NOUH  ,ANAESTHESIA,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDAN091423,AHMED  ELDEMERDASH,ANAESTHESIA,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCA090698,MANSOUR BDR AL MOTERY,CARDIOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCA090777,FAHAD MUBARAK AL HABSHAN,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCA091413,TARIQ  ALHOGBANI,CARDIOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCR090341,HASSAN  A.OSMAN,CARDIOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCR090443,MOHAMAD SALAH  EL DIN HAMOUDA,CARDIOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCR090677,AHMED MOHAMMED AL MASRY  ,CARDIOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCR091184,KHALID HUSSAIN ALSAYED OSMAN  ,CARDIOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCS020937,CARLO DE VICENTIIS,CARDIO THORACIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCS090657,SEWAILEM TALIE ALMUTAIRY,CARDIO THORACIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCS090789,MOHAMED  ADEL,CARDIO THORACIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCS091151,WALID ABDULAZIZ ALAYADHI  ,CARDIO THORACIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCS091218,NASSER AL KHAMEES  ,CARDIO THORACIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCS091219,TURKI AL BACKER  ,CARDIO THORACIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCS091227,NASSER ALJERAYED  ,CARDIO THORACIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDCS091421,SAMI  AL NASSAR,CARDIO THORACIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDDE091457,FARES  ALKHAYAL,DERMATOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDDE100945,DALIA YOUSRY OTHMAN,DERMATOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDDL091428,AZZA MOUMTAZ  ALMATT,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDDL091465,MOHAMMED ABDULAZIZ ALBWARDI,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDDL100568,MOHAMMAD BILAL ,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDDL101429,ARSLAN ZAFAR  IQBAL,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDDM070731,MAX  PETER,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDDM090390,MEDHAT  AL HUSSEINY,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDDM091098,BISHI BIN ABDULLAH ALQARNI  ,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDDM091208,FAISAL SAAD ALSUHAIM  ,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDDM091243,MESAAD SAID BAHATHEQ  ,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDDM100702,HAMMAM  KHWAGAH,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDEN070867,ROBERT  DENNERLEIN,E. N. T.,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDEN091302,AHMED MOHAMMED FAISAL ALMUTAIRI  ,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDEN091327,RAJAB AL ZAHRANI  ,E. N. T.,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDEN091454,AMAL  BIN HAZZAA,E. N. T.,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDEN091459,YAZEED  ALSHAWI,E. N. T.,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDET090711,KHAIRY ABO AL NASSER  ,E. N. T.,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDET091146,IMAN JAMAL ADEEB ALMASHHARAWI  ,E. N. T.,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDET091235,ABDULAZIZ ABDULRAHMAN ALQAHTANI  ,E. N. T.,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDET091468,JABIR  ALHARBI,E. N. T.,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDGS011442,ABDULLAH  ALMUNIFI,SURGERY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDGS070956,MARTIN  BUSING,SURGERY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDGS091405,NUHA  ALSALEH,SURGERY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDGS091406,BASHER  MURAD,SURGERY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDHE091260,ABDULAZIZ ALABDULAALY  ,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDIM011365,IBRAHIM MOHAMMAD ALRUZUG  ,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDIM090591,MOHAMMED  ABDALLAH,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDIM091144,EMAD TURKY  ,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDIM091229,MOHAMMED ALGHOBAIN  ,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDIM091257,FADI ALJAMAAN  ,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDIM091299,EYAD ADEL MAKKAWY  ,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDIM091328,BADER ALI SALEEM ALMEHMADI  ,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDIM091329,KHALID ALI SAAD ALONAZI  ,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDIM091430,GOLSHAN KADRY HAMED ARAFAT,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDIM091458,MOHAMMED  ABU SOUDAH,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDIM091463,AFAF  ALSHAMARI,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDMX091323,EMTENAN ABDUL RAHMAN AL MAJID  ,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNE090267,AHMED  ANDIJANI,NEUROLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNE091138,WALEED SALEH ALMANGOUR  ,NEUROLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNE091226,MAHMOUD MOHAMED SABRY  ,NEUROLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNE091227,SULTAN MOHAMMED ALQAHTANI,NEUROLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNP091228,MOHAMMED  SAAD ALKHOWAITER  ,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNP091452,YASSIN  ALHAMAD,INTERNAL MEDICINE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNR090817,HELMUTH STEINMETZ  ,NEUROLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNR091375,ADEL MOHAMED OTHMAN  ,NEUROLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNR091389,HEBA MOHAMMED ZAMIL  ,NEUROLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNR091407,SALEEM  ALBALAWY,NEUROLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNR091455,ANWAR  YANBAWI,ANAESTHESIA,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNS020899,JORN ANDRE  HORACZEK,NEUROSURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNS090823,AHMED AL KHANY  ,NEUROSURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNS091305,OTHMAN MOSA  AL HAMMAD,NEUROSURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNS091411,FAHAD  ALOTAIBI,NEUROSURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDNS091456,MOHAMED  BAFAQEH,NEUROSURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOB011441,SALWA  ALTHAQAFI,OBSTETRICS & GYNE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOB091350,JAMAL AL SUBHI  ,OBSTETRICS & GYNE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOB091377,YAZEED ALYOUSEF  ,OBSTETRICS & GYNE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOB091382,NAWAL AHMED MOHAMMED ASSIRI,OBSTETRICS & GYNE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOG036101,HODA EL SAYED MOHAMAD EL BEISHY,OBSTETRICS & GYNE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOG091097,HASSAN ABDULLAH ALGARNY  ,OBSTETRICS & GYNE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOG091220,AHMED MOHAMMED SALEH  ,OBSTETRICS & GYNE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOG091259,NADA ALAYED  ,OBSTETRICS & GYNE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOG100701,AZIZA NASIF ,OBSTETRICS & GYNE,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDON091395,KHOLOUD FALAH ZEIDAN AL AZMI,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP011436,SAEED  KABAAN,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP011437,AL BARA  ALTWAIJRI,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP071043,YOUSSRY MOHAMED KAMAL ELHAWARY  ,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP090675,GUIDO ALEXANDER WAHLER,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP090975,GERARD  BOLLINI,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP091129,ABDUL ELAH ABAD AL TOWERKI  ,OPTHALMOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP091217,AFAF ABDULLAH ABDULRAHMAN KHATLAN  ,OPTHALMOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP091255,MOHAMMED HUMMADI  ,OPTHALMOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP091262,MOHAMMED MOSHHOOR  ,OPTHALMOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP091331,WALEED AHMAD ALSHAAFI  ,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP091362,ABDULMAJEED ABDULLAH ALZAKI  ,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP091394,OSAMA SALEH ALSHAYA,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP091408,KHALID ALABBASI,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP091412,MOHAMMED  AL SHOULI,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOP091469,WALEED  ALHOSHAN,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOR090470,MOHAMMED  ELRAKAYBI,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOR090644,WAZZAN SALEH ALJAHANI,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOR091149,MAHER GHURMALLAH ALZAHRANI  ,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOR091161,IBRAHIM AHMED SINNY ASSIRI  ,ORTHOPAEDIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOS101392,FATIMAH ZAKI  AL NASSERULLAH,DENTAL,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOT011438,WAFI  ALANZI,OPTHALMOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOT090764,MANAR  ALNAJJAR,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOT091388,MUTLAQ ALOTAIBI  ,OPTHALMOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOT091396,MAANI  NUSAIR,OPTHALMOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOT091448,HASSAN  ALKWIKBI,OPTHALMOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDOT091451,mohammed  alenezi,OPTHALMOLOGY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPA081069,MOHAMED  AHMED,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPA091007,FAHAD ABDU BASHIRI  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPA091012,MAGED AL FADHL  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPA091017,ALI ABDU NASIR  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPA091051,MALAK  ALGHAMDI,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPA091052,ALI AHMED AL SHEHRI  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPA091053,AYED MOHAMMED AL ENAZI  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPA091148,HAYA ALSUBIA  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPA091263,MOSLAH JABARI  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPA091264,RIYAD ALKHLAFI  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPA101018,SAMER JAKMOUR  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPC090801,DR. MOHAMMED HUSSEIN ALGHAMDI  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPE011443,BASHAYER  ALRASHEED,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPE090460,SAEED ALI ALGHWERY,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPE090855,ABDULHAKIM AL OTAY  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPE090964,YASEN FAYEZ ALLAYET,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPE091357,KHALID ALI SAED ALGHAMDI  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPE091361,ABDULLA SAEED MOSLEH AL SHAMRANI  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPE091380,ABDULLAH YAHYA ALFAIFI  ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPE091383,ABDULLAH FADEL ALSHEHRI,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPE091418,FAHAD  ALSOHIME,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPE091446,FAWAZ  HAMDAN,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPL090804,ADNAN GELIDAN  ,PLASTIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPL091242,MOHAMMED SALEH  MANSOUR SHAMIKH,PLASTIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPL091349,FATEMA SULEIMAN AL SUBHI  ,PLASTIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPL091354,ABDULAZIZ SALEH AMODUMEEGH  ,PLASTIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPL100700,TONY  NASSAR,PLASTIC SURGERY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPS090773,TARIQ ALTOKHAIS ,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPS090861,MOHAMMED KHABTI AL GHAMDI,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPS091410,ZAKARIA SOBHY  HABIB,PEDIATRIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDPY090707,MAHER ABDALLAH BAGHDAD,PSYCHIATRY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDSR091171,NAIF ABDULLAH ALENAZI  ,SURGERY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDSR091206,MONEER EID  AL MADNI  ,SURGERY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDSR091224,TALAL ALTUWAIJRI  ,SURGERY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDSR091297,ABDULLAH SAAD ALFOZAN  ,SURGERY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDUR091426,MOHAMMAD DHAFER ABDULLAH  ASIRI,UROLOGY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDUR091427,MOATH MANSOUR  BINHAZZA,UROLOGY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDVS090818,MARTIN STORCK  ,SURGERY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDVS091376,NASHWAN AHMED ALATTAB  ,SURGERY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDVS091384,MAHMOUD SALAH SALAH,SURGERY CLINIC,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDXR010605,MOHAMMAD ALMIGUEL ,X-RAY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDXR091420,RIYADH  AL OKAILI,X-RAY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDXR091424,ABDULLAH IBRAHIM  ALAWAD,X-RAY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,EDXY091417,MOHAMMED ABDULRAHMAN  ALSHAIKH,X-RAY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,ERER011210,AHMED MOHAMED ELHADIDY,EMERGENCY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,ERER011275,AHMED ABDULHALIM AHMED ELSENOUSI,EMERGENCY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,ERER031059,HEBA NASSER ALI BEKHIT,EMERGENCY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,ERER031111,NOSHEEN MUSTAFA JAMAL,EMERGENCY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,ERER031143,ABUBAKR ABDELRAHMAN HASSAN,EMERGENCY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,ERER050835,AHMED HASSAN AZZAM,EMERGENCY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,ERER060609,KASHIF AHMED BUTT,EMERGENCY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,ERER060742,TAHA ABDULQADER SALEH,EMERGENCY,140,154.0,,,,,,,,Not Applicable/No codes,,
TUIC,CONSULTATIONS,ETAU011203,MARWA MAHMOUD BAHGAT IBRAHIM,E. N. T.,140,154.0,,,,,,,,Not Applicable/No codes,,
