Unified Code,Unified Description,Type,SBS V2,LOS,2025 Price,Discount 3 years contract,2026 Price,2027 Price
FMRMB-9908,Ticu,Accomodation,83610-02-30,-,1900,0.25,2090.0,2320.0
CONS,Consultation,Consultation,83600-00-20,-,135,0.0,149.0,165.0
FMINT-0092,Dietitian Consultation Fee,Consultation,96067-00-00,-,135,0.0,149.0,165.0
FMPSY-CONS,Psychiatric Consultation,Consultation,83600-00-10,-,135,0.0,149.0,165.0
FMXRAY-0328,C.T. POST COLCHICINE,CT,60100-00-00,-,750,0.0,825.0,916.0
FMXRAY1688,Control Follow C.T.,CT,99999-99-92,-,750,0.0,825.0,916.0
FMXRAY1550,CT ABDOMEN & PELVIS (Liver Volumetry protocol),CT,56501-00-00,-,1500,0.0,1650.0,1832.0
FMXRAY1549,Ct Abdomen & Pelvis Without Contrast,CT,56501-00-00,-,1500,0.0,1650.0,1832.0
FMXRAY1724,CT ANGIOGRAPHY (CTA) FOR LOWER LIMB,CT,57350-07-01,-,1100,0.0,1210.0,1343.0
FMXRAY1553,Ct Angiography (Ctv) For Lower Limb,CT,57350-07-01,-,1100,0.0,1210.0,1343.0
FMXRAY1552,Ct Angiography (Ctv) For Upper Limb,CT,57350-01-00,-,1100,0.0,1210.0,1343.0
FMXRAY1706,CT BRAIN ANGIOGRAPHY (CTA),CT,59970-02-00,-,1100,0.0,1210.0,1343.0
FMXRAY1547,Ct Brain Angiography (Ctv),CT,59970-02-00,-,1100,0.0,1210.0,1343.0
FMXRAY1551,"CT CHEST, ABDOMEN, PELVIS WITH CONTRAST (CAP Protocol)",CT,56807-00-00,-,1500,0.0,1650.0,1832.0
FMXRAY-135,CT LEG OR ANKLE OR FOOT WITH CONRAST,CT,56625-00-01,-,750,0.0,825.0,916.0
FMXRAY1705,CT NECK ANGIOGRAPHY (CTA),CT,57350-00-00,-,1822,0.0,2004.0,2225.0
FMXRAY1548,Ct Neck Angiography (Ctv),CT,57350-00-00,-,1100,0.0,1210.0,1343.0
FMXRAY-1501,CT PELVIMETRY,CT,57201-00-00,-,750,0.0,825.0,916.0
FMXRAY1683,Ct Pns With Contrast,CT,56022-01-00,-,750,0.0,825.0,916.0
FMXRAY-1517,CT WHOLE BODY W/CONTRAST,CT,61425-00-00,-,1680,0.0,1848.0,2051.0
FMXRAY1138,Ct. Abdomen & Pelvis (Kub Protocol),CT,56501-00-00,-,750,0.0,825.0,916.0
FMXRAY1137,Ct. Abdomen & Pelvis (Renal Or Suprarenal Protocol),CT,56501-00-00,-,1500,0.0,1650.0,1832.0
FMXRAY1136,Ct. Abdomen & Pelvis (Triphasic Liver Protocol),CT,56501-00-00,-,1500,0.0,1650.0,1832.0
FMXRAY1139,Ct. Abdomen & Pelvis (Urography Protocol),CT,56501-00-00,-,1500,0.0,1650.0,1832.0
FMXRAY1140,Ct. Abdomen & Pelvis (Virtual Colonoscopy Protocol),CT,56501-00-00,-,1500,0.0,1650.0,1832.0
FMXRAY1135,CT. ABDOMEN & PELVIS WITH ORAL & IV CONTRAST,CT,56507-00-00,-,1500,0.0,1650.0,1832.0
FMXRAY1162,Ct. Angiography (Cta & Ctv) For Lower Limb,CT,57350-07-02,-,1822,0.0,2004.0,2225.0
FMXRAY1161,Ct. Angiography (Cta & Ctv) For Upper Limb,CT,57350-01-00,-,1822,0.0,2004.0,2225.0
FMXRAY1124,Ct. Brain Angiography (Cta & Ctv),CT,59970-02-00,-,1100,0.0,1210.0,1343.0
FMXRAY1125,Ct. Brain Angiography (Perfusion Protocol),CT,59970-02-00,-,1100,0.0,1210.0,1343.0
FMXRAY1115,Ct. Brain With Contrast (Standard Protocol),CT,56007-00-00,-,750,0.0,825.0,916.0
FMXRAY1116,Ct. Brain With Contrast (Trauma Protocol),CT,56007-00-00,-,750,0.0,825.0,916.0
FMXRAY1114,CT. BRAIN WITHOUT CONTRAST (Standard protocol),CT,56001-00-00,-,750,0.0,825.0,916.0
FMXRAY1134,Ct. Cardiac (Coronary Angiography Protocol),CT,57360-00-00,-,1100,0.0,1210.0,1343.0
FMXRAY1130,Ct. Chest (Virtual Bronchoscopy Protocol),CT,56301-00-00,-,1100,0.0,1210.0,1343.0
FMXRAY1132,Ct. Chest Angiography (Pulmonary Angiography Protocol),CT,57350-02-00,-,1100,0.0,1210.0,1343.0
FMXRAY1131,Ct. Chest Angiography (Thoracic Aorta Protocol),CT,57350-02-00,-,1822,0.0,2004.0,2225.0
FMXRAY1129,CT. CHEST WITH CONTRAST (Mediastinum protocol),CT,56307-00-00,-,750,0.0,825.0,916.0
FMXRAY1128,CT. CHEST WITHOUT CONTRAST (HRCT protocol),CT,56301-00-00,-,750,0.0,825.0,916.0
FMXRAY1133,CT. CRADIAC (CALCIUM SCORING PROTOCOL),CT,56301-00-00,-,750,0.0,825.0,916.0
FMXRAY1555,Ct. Mako Preoperative (Left),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1554,Ct. Mako Preoperative (Right),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1152,Ct. Msk (Ankle Joint Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1153,Ct. Msk (Clavicle Bone Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1147,Ct. Msk (Elbow Joint Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1160,Ct. Msk (Foot Bones Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1155,Ct. Msk (Forearm Bones Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1156,Ct. Msk (Hand Bones Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1150,Ct. Msk (Hip Joint Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1154,Ct. Msk (Humerous Bone Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1151,Ct. Msk (Knee Joint Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1159,Ct. Msk (Leg Bones Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1157,Ct. Msk (Pelvic Bone Protocol),CT,56409-00-00,-,750,0.0,825.0,916.0
FMXRAY1149,Ct. Msk (Sacroiliac Joint Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1146,Ct. Msk (Shoulder Joint Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1148,Ct. Msk (Wrist Joint Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1158,Ct. Msk Femur Bone Protocol),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1127,Ct. Neck Angiography (Cta & Ctv),CT,57350-00-00,-,1822,0.0,2004.0,2225.0
FMXRAY1126,Ct. Neck With Contrast,CT,56101-00-00,-,750,0.0,825.0,916.0
FMXRAY1163,Ct. Scout (Leg Length),CT,56619-00-01,-,750,0.0,825.0,916.0
FMXRAY1121,Ct. Skull (Facial Bones Protocol),CT,56022-00-00,-,750,0.0,825.0,916.0
FMXRAY1119,Ct. Skull (Orbits Protocol),CT,56013-01-00,-,750,0.0,825.0,916.0
FMXRAY1120,Ct. Skull (P.N.S. Protocol),CT,56022-01-00,-,750,0.0,825.0,916.0
FMXRAY1118,Ct. Skull (Petrous Bone Protocol),CT,56016-00-00,-,750,0.0,825.0,916.0
FMXRAY1117,Ct. Skull (Sella Protocol),CT,56001-00-00,-,750,0.0,825.0,916.0
FMXRAY1122,Ct. Skull (Tmj Protocol),CT,56022-00-00,-,750,0.0,825.0,916.0
FMXRAY1142,Ct. Spine (Cervical Region),CT,56220-00-00,-,750,0.0,825.0,916.0
FMXRAY1143,Ct. Spine (Dorsal Region),CT,56221-00-00,-,750,0.0,825.0,916.0
FMXRAY1144,CT. SPINE (LUMBO-SACRAL REGION),CT,90912-00-00,-,750,0.0,825.0,916.0
FMXRAY1145,CT. SPINE (WHOLE),CT,61425-00-00,-,1785,0.0,1964.0,2179.0
FMXRAY1907,CT.ABDOMEN OR PELVIS W/ W/O CONT.,CT,56401-00-00,-,750,0.0,825.0,916.0
FMXRAY1906,CT.UPPER ABDOMEN OR PELVIS,CT,56401-00-00,-,750,0.0,825.0,916.0
FMXRAY-1511,ORGANS OF THE THROAT,CT,56101-00-00,-,750,0.0,825.0,916.0
FMXRAY1612,OSTEO-CT,CT,12309-00-00,-,750,0.0,825.0,916.0
FMXRAY1642,Vct- Ct Angio Lower Limbs Ra00422029,CT,57350-07-01,-,1100,0.0,1210.0,1343.0
FMXRAY1650,Cta Head & Neck With Contrast (CT angiography for brain and carotid vessels) - Excluding Contrast Charges,CT,57350-00-00,-,1822,0.0,2004.0,2225.0
392,Drainage of abscess,Dental,96215-00-10,-,3265.625,0.25,3592.0,3987.0
250,Active non-surgical periodontal therapy   per quadrant,Dental,97281-00-00,-,895.24,0.25,985.0,1093.0
821,Active removable appliance   per arch,Dental,97821-00-00,-,522.5,0.25,575.0,638.0
768,Adding tooth to partial denture to replace an extracted or decoronated tooth   per tooth,Dental,97768-00-00,-,391.875,0.25,431.0,478.0
877,"Addition to removable appliance   clasp, spring or tooth",Dental,97877-01-00,-,52.25,0.25,57.0,64.0
524,Adhesive restoration   four surfaces   anterior tooth   direct,Dental,97521-02-00,-,881.9799999999999,0.25,970.0,1077.0
534,Adhesive restoration   four surfaces   posterior tooth   direct,Dental,97521-02-00,-,705.375,0.25,776.0,861.0
521,Adhesive restoration   one surface   anterior tooth   direct,Dental,97521-01-00,-,125.4,0.25,138.0,153.0
531,Adhesive restoration   one surface   posterior tooth   direct,Dental,97521-01-00,-,444.1249999999999,0.25,489.0,542.0
523,Adhesive restoration   three surfaces   anterior tooth   direct,Dental,97521-02-00,-,182.875,0.25,201.0,223.0
533,Adhesive restoration   three surfaces   posterior tooth   direct,Dental,97521-02-00,-,653.125,0.25,718.0,797.0
522,Adhesive restoration   two surfaces   anterior tooth   direct,Dental,97521-02-00,-,156.75,0.25,172.0,191.0
532,Adhesive restoration   two surfaces   posterior tooth   direct,Dental,97521-02-00,-,555.9399999999999,0.25,612.0,679.0
526,Adhesive restoration   veneer   anterior tooth   direct,Dental,97582-01-00,-,3135,0.25,3449.0,3828.0
741,Adjustment of a denture,Dental,97741-00-00,-,327.085,0.25,360.0,399.0
331,Alveolectomy – per segment,Dental,97331-00-10,-,836,0.25,920.0,1021.0
432,Apicectomy – per root,Dental,97432-00-00,-,653.125,0.25,718.0,797.0
153,Bi-maxillary mouthguard   indirect,Dental,97153-00-00,-,1959.375,0.25,2155.0,2392.0
051,Biopsy of tissue,Dental,50200-00-01,-,1110.835,0.25,1222.0,1356.0
118,"Bleaching, external – per tooth",Dental,97118-00-00,-,146.3,0.25,161.0,179.0
119,"Bleaching, home application – per arch",Dental,97119-00-00,-,313.5,0.25,345.0,383.0
117,"Bleaching, internal – per tooth",Dental,97117-00-00,-,294.69,0.25,324.0,360.0
862,Bonding of attachment for application of orthodontic force,Dental,97862-00-00,-,156.75,0.25,172.0,191.0
642,Bridge pontic – direct – per pontic,Dental,97642-00-00,-,630,0.25,693.0,769.0
643,Bridge pontic – indirect – per pontic,Dental,97643-00-30,-,261.25,0.25,287.0,319.0
081,Cephalometric analysis – excluding radiographs ,Dental,97081-00-00,-,433.01,0.25,476.0,529.0
775,Characterisation of denture base,Dental,97719-01-30,-,156.75,0.25,172.0,191.0
753,Cleaning and polishing of pre-existing denture,Dental,97753-00-00,-,83.6,0.25,92.0,102.0
416,Complete chemo-mechanical preparation of root canal   each additional canal,Dental,97416-00-00,-,125.4,0.25,138.0,153.0
415,Complete chemo-mechanical preparation of root canal   one canal,Dental,97415-00-00,-,522.5,0.25,575.0,638.0
881,Complete course of orthodontic treatment,Dental,97881-00-10,-,1567.5,0.25,1724.0,1914.0
712,Complete mandibular denture,Dental,97712-00-00,-,992.7499999999999,0.25,1092.0,1212.0
719,Complete maxillary and mandibular dentures,Dental,97719-00-00,-,2090,0.25,2299.0,2552.0
711,Complete maxillary denture,Dental,97711-00-00,-,3161.125,0.25,3477.0,3860.0
090,Cone Beam Volumetric Tomography analysis and/or interpretation – temporomandibular joints only,Dental,97083-00-40,-,525,0.25,578.0,641.0
399,Control of reactionary or secondary post-operative haemorrhage,Dental,97399-00-00,-,156.75,0.25,172.0,191.0
587,Crown – metallic – minimal tooth preparation – preformed,Dental,97618-04-00,-,135.85,0.25,149.0,166.0
586,Crown – metallic – with tooth preparation – preformed,Dental,97618-04-00,-,404.9375,0.25,445.0,494.0
588,Crown – tooth-coloured – preformed,Dental,97631-00-00,-,945,0.25,1040.0,1154.0
754,Denture base modification,Dental,97754-00-00,-,83.6,0.25,92.0,102.0
165,Desensitising procedure – per appointment,Dental,97165-01-00,-,65.835,0.25,72.0,80.0
071,Diagnostic model – per model,Dental,97071-00-00,-,582.0649999999999,0.25,640.0,711.0
678,Diagnostic template,Dental,97678-00-00,-,209,0.25,230.0,255.0
411,Direct pulp capping,Dental,97411-00-00,-,222.585,0.25,245.0,272.0
843,Expansion appliance   fixed   per arch,Dental,97843-00-00,-,313.5,0.25,345.0,383.0
419,Extirpation of pulp or debridement of root canal(s) – emergency or palliative,Dental,97419-00-00,-,1306.25,0.25,1437.0,1595.0
851,Extraoral appliance,Dental,97851-00-00,-,367.5,0.25,404.0,449.0
161,Fissure and/or tooth surface sealing – per tooth,Dental,97161-00-00,-,327.085,0.25,360.0,399.0
664,Fitting of bar for denture   per abutment,Dental,97664-00-00,-,209,0.25,230.0,255.0
391,Frenectomy,Dental,30278-02-00,-,2220.625,0.25,2443.0,2711.0
611,Full crown   acrylic resin   indirect,Dental,97611-01-00,-,104.5,0.25,115.0,128.0
618,Full crown   metallic   indirect,Dental,97618-00-00,-,2612.5,0.25,2874.0,3190.0
613,Full crown   non-metallic   indirect,Dental,97613-07-00,-,4075.5,0.25,4483.0,4976.0
615,Full crown   veneered   indirect,Dental,97615-10-00,-,2612.5,0.25,2874.0,3190.0
671,Full crown attached to osseointegrated implant   non-metallic   indirect,Dental,97671-00-00,-,7523.999999999999,0.25,8276.0,9187.0
824,Functional orthopaedic appliance   prefabricated,Dental,97823-00-10,-,679.25,0.25,747.0,829.0
823,Functional orthopaedic appliance – custom fabrication,Dental,97823-00-00,-,679.25,0.25,747.0,829.0
231,Gingivectomy – per tooth,Dental,97231-00-00,-,625,0.25,688.0,763.0
438,Hemisection,Dental,97438-00-00,-,679.25,0.25,747.0,829.0
736,Immediate tooth replacement – per tooth,Dental,97736-00-00,-,125.4,0.25,138.0,153.0
776,Impression   dental appliance repair/modification,Dental,97719-01-10,-,83.6,0.25,92.0,102.0
778,Inlay for denture tooth,Dental,97778-00-00,-,157.5,0.25,173.0,192.0
688,Insertion of one-stage endosseous implant – per implant,Dental,45846-00-00,-,3150,0.25,3465.0,3846.0
022,Intraoral periapical or bitewing radiograph – per exposure,Dental,97022-00-10,-,83.97619999999999,0.25,92.0,103.0
025,"Intraoral radiograph – occlusal, maxillary, mandibular – per exposure",Dental,97022-00-10,-,144.21,0.25,159.0,176.0
361,Mandible – relocation following dislocation,Dental,47000-00-01,-,536.61,0.25,590.0,655.0
247,Maxillary sinus augmentation – lateral wall approach – per sinus,Dental,45849-00-10,-,630,0.25,693.0,769.0
246,Maxillary sinus augmentation – trans-alveolar technique – per sinus,Dental,45849-00-30,-,682.5,0.25,751.0,833.0
739,Metal backing   per backing,Dental,97739-00-00,-,52.25,0.25,57.0,64.0
716,Metal palate or plate,Dental,97716-00-00,-,156.75,0.25,172.0,191.0
514,Metallic restoration   four surfaces   direct,Dental,97511-02-00,-,653.125,0.25,718.0,797.0
511,Metallic restoration   one surface   direct,Dental,97511-01-00,-,327.085,0.25,360.0,399.0
541,Metallic restoration   one surface   indirect,Dental,97541-01-00,-,895.24,0.25,985.0,1093.0
513,Metallic restoration   three surfaces   direct,Dental,97511-02-00,-,555.9399999999999,0.25,612.0,679.0
512,Metallic restoration   two surfaces   direct,Dental,97511-02-00,-,444.1249999999999,0.25,489.0,542.0
846,Minor tooth guidance   fixed,Dental,97846-01-00,-,365.75,0.25,402.0,447.0
968,Occlusal adjustment following occlusal analysis – per appointment,Dental,97968-00-00,-,2612.5,0.25,2874.0,3190.0
732,Occlusal rest   per rest,Dental,97732-00-00,-,83.6,0.25,92.0,102.0
965,Occlusal splint,Dental,97965-00-00,-,367.5,0.25,404.0,449.0
871,Orthodontic adjustment,Dental,97871-00-00,-,209,0.25,230.0,255.0
244,Osseous graft   block,Dental,97244-00-00,-,836,0.25,920.0,1021.0
243,Osseous graft   per tooth or implant,Dental,97234-00-00,-,2743.125,0.25,3017.0,3349.0
242,Osseous surgery – per tooth or implant,Dental,97233-00-10,-,7053.749999999999,0.25,7759.0,8613.0
734,Overlays   per tooth,Dental,97734-00-00,-,156.75,0.25,172.0,191.0
911,Palliative care,Dental,97911-00-00,-,104.5,0.25,115.0,128.0
037,Panoramic radiograph – per exposure,Dental,57960-00-00,-,444.1249999999999,0.25,489.0,542.0
728,Partial mandibular denture – cast metal framework,Dental,97728-00-00,-,3213.375,0.25,3535.0,3924.0
722,Partial mandibular denture – resin base,Dental,97722-00-00,-,783.75,0.25,862.0,957.0
727,Partial maxillary denture – cast metal framework,Dental,97727-00-00,-,2664.75,0.25,2931.0,3254.0
721,Partial maxillary denture – resin base,Dental,97721-00-00,-,731.5,0.25,805.0,893.0
845,Passive appliance   fixed,Dental,97845-00-00,-,1436.875,0.25,1581.0,1754.0
811,Passive removable appliance   per arch,Dental,97811-00-00,-,1724.25,0.25,1897.0,2105.0
232,Periodontal flap surgery   per tooth,Dental,97232-00-10,-,222.585,0.25,245.0,272.0
238,Periodontal surgery for crown lengthening   per tooth,Dental,97238-00-00,-,209,0.25,230.0,255.0
575,Pin retention – per pin,Dental,97575-00-00,-,522.5,0.25,575.0,638.0
625,Post and core for crown   indirect,Dental,97625-10-00,-,261.25,0.25,287.0,319.0
629,Post and root cap   indirect,Dental,97629-00-00,-,679.25,0.25,747.0,829.0
986,Post-operative care not otherwise included,Dental,97986-00-00,-,52.25,0.25,57.0,64.0
645,Precision or magnetic attachment,Dental,97645-00-00,-,367.5,0.25,404.0,449.0
735,Precision or magnetic denture attachment,Dental,97735-00-00,-,125.4,0.25,138.0,153.0
627,Preliminary restoration for crown   direct,Dental,97627-00-00,-,210,0.25,231.0,256.0
151,Provision of a mouthguard   indirect,Dental,97151-00-00,-,104.5,0.25,115.0,128.0
572,Provisional (intermediate/temporary) restoration – per tooth,Dental,97572-01-00,-,111.815,0.25,123.0,137.0
632,Provisional bridge pontic – per pontic,Dental,97632-00-00,-,157.5,0.25,173.0,192.0
714,Provisional complete mandibular denture,Dental,97714-00-10,-,2220.625,0.25,2443.0,2711.0
715,Provisional complete maxillary and mandibular dentures,Dental,97715-00-10,-,836,0.25,920.0,1021.0
713,Provisional complete maxillary denture,Dental,97713-00-20,-,2664.75,0.25,2931.0,3254.0
631,Provisional crown – per tooth,Dental,97631-00-00,-,104.5,0.25,115.0,128.0
724,Provisional partial mandibular denture,Dental,97722-00-00,-,522.5,0.25,575.0,638.0
723,Provisional partial maxillary denture,Dental,97721-00-00,-,522.5,0.25,575.0,638.0
414,Pulpotomy,Dental,97414-00-00,-,209,0.25,230.0,255.0
766,Reattaching existing tooth on denture – per tooth,Dental,97766-01-00,-,125.4,0.25,138.0,153.0
761,Reattaching pre-existing clasp to denture,Dental,97761-00-00,-,83.6,0.25,92.0,102.0
872,Reattachment of passive appliance – fixed,Dental,97872-00-10,-,104.5,0.25,115.0,128.0
652,Recementing bridge or splint – per abutment,Dental,97652-00-00,-,327.085,0.25,360.0,399.0
651,Recementing crown or veneer,Dental,97651-00-00,-,267.78125,0.25,295.0,327.0
596,Recementing of indirect restoration,Dental,97596-00-10,-,52.5,0.25,58.0,64.0
964,Registration and mounting of models for occlusal analysis ,Dental,97964-00-00,-,210,0.25,231.0,256.0
751,Relining   complete denture   direct,Dental,97743-00-10,-,327.085,0.25,360.0,399.0
752,Relining   partial denture   direct,Dental,97743-00-15,-,261.25,0.25,287.0,319.0
743,Relining – complete denture – processed,Dental,97743-00-20,-,555.9399999999999,0.25,612.0,679.0
744,Relining – partial denture – processed,Dental,97743-00-25,-,327.085,0.25,360.0,399.0
878,Relining – removable appliance – processed,Dental,97878-00-00,-,210,0.25,231.0,256.0
745,Remodelling – complete denture,Dental,97745-00-00,-,992.7499999999999,0.25,1092.0,1212.0
746,Remodelling – partial denture,Dental,97746-00-00,-,135.85,0.25,149.0,166.0
311,Removal of a tooth or part(s) thereof,Dental,97311-01-00,-,83.6,0.25,92.0,102.0
656,Removal of bridge or splint,Dental,97656-00-00,-,125.4,0.25,138.0,153.0
114,Removal of calculus – first appointment,Dental,97281-00-10,-,1110.835,0.25,1222.0,1356.0
115,Removal of calculus – subsequent appointment,Dental,97115-00-00,-,200,0.25,220.0,244.0
655,Removal of crown,Dental,97655-00-00,-,52.25,0.25,57.0,64.0
341,Removal of hyperplastic tissue,Dental,97341-00-00,-,2220.625,0.25,2443.0,2711.0
663,Removal of implant and/or retention device,Dental,97663-00-00,-,365.75,0.25,402.0,447.0
595,Removal of indirect restoration,Dental,97595-00-00,-,367.5,0.25,404.0,449.0
874,Removal of passive appliance – fixed,Dental,97874-00-10,-,156.75,0.25,172.0,191.0
111,Removal of plaque and/or stain,Dental,97111-00-00,-,940.4999999999999,0.25,1035.0,1148.0
451,Removal of root filling – per canal,Dental,97451-00-00,-,52.25,0.25,57.0,64.0
371,"Removal of tumour, cyst or scar – cutaneous, subcutaneous or in mucous membrane",Dental,90141-01-10,-,653.125,0.25,718.0,797.0
373,"Removal of tumour, cyst or scar involving muscle, bone or other deep tissue",Dental,90141-01-30,-,1698.125,0.25,1868.0,2073.0
659,"Repair of crown, bridge or splint – direct",Dental,97659-00-00,-,52.25,0.25,57.0,64.0
658,"Repair of crown, bridge or splint – indirect",Dental,97658-00-00,-,262.5,0.25,289.0,321.0
873,Repair of passive appliance – fixed,Dental,97873-00-10,-,156.75,0.25,172.0,191.0
876,"Repair of removable appliance – clasp, spring or tooth",Dental,97876-00-00,-,209,0.25,230.0,255.0
875,Repair of removable appliance – resin base,Dental,97875-00-00,-,209,0.25,230.0,255.0
769,Repair or addition to metal casting,Dental,97769-00-00,-,94.05,0.25,103.0,115.0
763,Repairing broken base of a complete denture,Dental,97764-00-00,-,391.875,0.25,431.0,478.0
764,Repairing broken base of a partial denture,Dental,97765-00-00,-,104.5,0.25,115.0,128.0
762,Replacing/adding clasp to denture – per clasp,Dental,97762-00-00,-,653.125,0.25,718.0,797.0
765,Replacing/adding new tooth on denture – per tooth,Dental,97766-01-00,-,261.25,0.25,287.0,319.0
384,Repositioning of displaced tooth/teeth   per tooth,Dental,97384-00-00,-,210,0.25,231.0,256.0
737,Resilient lining,Dental,97737-00-00,-,94.05,0.25,103.0,115.0
731,Retainer   per tooth,Dental,97731-00-00,-,313.5,0.25,345.0,383.0
649,Retainer for bonded fixture   indirect   per tooth,Dental,97649-00-00,-,315,0.25,347.0,385.0
418,Root canal obturation – each additional canal,Dental,97418-00-00,-,102.41,0.25,113.0,125.0
417,Root canal obturation – one canal,Dental,97417-00-00,-,130.625,0.25,144.0,159.0
314,Sectional removal of a tooth or part(s) thereof,Dental,97314-01-00,-,222.585,0.25,245.0,272.0
943,Sedation   inhalation   per 30 minutes or part thereof,Dental,92515-99-00,-,271.7,0.25,299.0,332.0
942,Sedation – intravenous – per 30 minutes or part thereof,Dental,92515-99-00,-,271.7,0.25,299.0,332.0
644,Semi-fixed attachment,Dental,97644-00-00,-,315,0.25,347.0,385.0
386,Splinting of displaced tooth/teeth   per tooth,Dental,97386-01-00,-,470.2499999999999,0.25,517.0,574.0
393,Surgery involving the maxillary antrum,Dental,41716-06-00,-,627,0.25,690.0,766.0
382,Surgical exposure and attachment of device for orthodontic traction,Dental,97382-00-00,-,313.5,0.25,345.0,383.0
381,Surgical exposure of unerupted tooth – per tooth,Dental,97381-00-00,-,3918.75,0.25,4311.0,4785.0
779,Surgical guide for an immediate denture,Dental,97779-01-00,-,125.4,0.25,138.0,153.0
679,Surgical implant guide,Dental,97679-00-00,-,261.25,0.25,287.0,319.0
322,Surgical removal of a tooth or tooth fragment not requiring removal of bone or tooth division,Dental,97321-05-00,-,700,0.25,770.0,855.0
324,Surgical removal of a tooth or tooth fragment requiring both removal of bone and tooth division,Dental,97321-02-00,-,2220.625,0.25,2443.0,2711.0
323,Surgical removal of a tooth or tooth fragment requiring removal of bone,Dental,97321-01-00,-,1436.875,0.25,1581.0,1754.0
385,Surgical repositioning of unerupted tooth – per tooth,Dental,97385-00-00,-,313.5,0.25,345.0,383.0
233,Surgical treatment of peri-implant disease - per implant,Dental,97260-02-00,-,418,0.25,460.0,510.0
771,Tissue conditioning preparatory to impressions – per application,Dental,97771-00-00,-,261.25,0.25,287.0,319.0
733,Tooth/teeth (partial denture),Dental,97765-00-00,-,104.5,0.25,115.0,128.0
121,"Topical application of remineralisation and/or cariostatic agents, one treatment",Dental,97121-01-00,-,327.085,0.25,360.0,399.0
213,Treatment of acute periodontal infection – per appointment,Dental,97213-00-00,-,4441.25,0.25,4885.0,5423.0
