Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
SMH2805,SUTURE VICRYL PLUS ANTIM.ROUND BODI.NEEDLE 2 ETHICON #VCP372H/W9252 / COVIDIEN # CL906,45401,324.97887502080005,0
MS-S-012594,"SILICONE FOAM DRESSING, WITH ADHESIVE BORDER, 10X10 CM, 10/BOX (LUOFUCON) # HXS100100F",46854,86.18795897324517,0
MS-M-000739,MASK ORONASAL SMALL CLASSIC STAR PLUS NIV DRAGER #MP04711,35175,1477.4385225600001,0
18280,INFLATION SYRINGE WITH MAP 802/IN4802,99999,652.4593475399997,0
MS-S-000006,SYRINGE INSULIN 1ML 100U 29GX0.5 TERUMO/BD #SS*10M2913/320909/324812,99999,3.4999965000000004,0
22866,"SURGICAL HAEMOSTAT 5x7.5CM (2x3"") ETHICON #W1913T",99999,461.52913847039997,0
SMO10520,NAIL CANNULATED 7.5X280MM HUMERAL INTERLOCKING. IRENE # 6814,38152,3301.4366985599995,0
39805,"CHLORAPREP ORANGE TINT 26-ML ,APPLICATOR BARD # 260815",63615,149.3182506816,0
19970,STOPCOCK 3 WAY CONNECTER 10CM EXTENTION #4631-8/394995,32172,4.850419149576001,0
18500,WOUND DRAINAGE 10CH MEDINORM #50-11-503/50-22-5033,11305,285.06211493760003,0
22867,"SURGICAL HAEMOSTAT 10x20CM (4x8"") ETHICON #W1912/1902GB.",38771,750.2985153007346,0
39674,CANNULA NASAL HIGH FLOW ADULT M# DREAGER-MP05512,35201,766.565538433695,0
MS-S-000137,SUTURE VICRYL PLUS 2-0 VIOLET 70CM ROUND BODY ETHICON/COVIDIEN #VCP317H-W9121/GL-123,13906,95.9316672682368,0
MS-N-001391,NASAL CANNULA PREMATURE OPTIFLOW FP #OPT312/OJR412,35201,1592.00840799,0
MS-S-012596,"SILICONE FOAM DRESSING, WITH ADHESIVE BORDER, 10X20 CM, 10/BOX (LUOFUCON) # HXS100200F",46854,163.53283646699998,0
27667,DERMAGOR ATOPICALM,99999,168.72943127040003,0
MS-R-000987,ROD MIS TI ROD 5X90MM PRECISIONSPINE-USA #63-ST-5090,44804,2167.857032140797,0
MS-R-000860,ROD MIS TI ROD 5X80MM PRECISIONSPINE-USA #63-ST-5080,44804,2795.51720448,0
18548,SODIUM CHLORIDE 0.9% F/IRRIGATION 2000ML.,64871,76.881931117992,0
MS-D-001459,"DRESSING SILICONE POST-OPERATIVE, FLEX WITH PAD, 4 LAYERS 10X20CM, (LOUFUCON) # O9100200",46854,223.43977655999998,0
MS-N-001243,NASAL MASK X-LARGE F/BUBBLE CPAP FP #BC803-10 FISHER  PAYKEL # BC803-10,37591,230.15436984539997,0
MS-D-001457,"DRESSING SILICONE POST-OPERATIVE, FLEX WITH PAD, 4 LAYERS 10X30CM, (LOUFUCON) # O9100300",46854,367.07963292000005,0
18206,STENT CORONARY DRUG SIROLIMUS ELUTING ORSIRO 2.75X35 BIOTRONIK #391236,58760,9812.0366879535,0
MS-S-000185,SET SOLUTION ADMINISTRATION FOR INFUSION PUMP TERUMO # PA200L / C-MED # C0050L,36244,2015.9979840000003,0
MS-D-000123C,DRESSING SHEET 15CMx10M HYPAFIX/CURAFIX,63661,325.99407400560005,0
SM975,CATHETER TRIPLE LUMEN CVC 7FRX20CM 14G #MC3L-8S/ML-37020-A/FC-3726,61629,508.0478119516801,0
31328,NEEDLE INJECTION VESICALE 35CM COLOPLAST#NBI035,47443,1172.198635800192,0
P09INFUS1,INFUSION QUICK SET 6MM X 60CM F/INSULIN PUMP MEDTRONIC #MMT-397 .,47691,9407.990592,0
21614,SCALPEL BLADE SIZE #11 W/HANDLE STERILE.,63270,8.753055246936002,0
20215,MASK OXYGEN PEDIA NON-REBREATHING AIRLIFE INTERSURGICAL#1102,35177,16.580532919450498,0
MS-S-011631,SCREW LOCKING 7.3x40MM CANNULATED S/STEEL SYNTHES #02.207.040,56642,2806.962193035,0
MS-S-011633,SCREW LOCKING 7.3x65MM CANNULATED S/STEEL SYNTHES #02.207.065,56642,2806.962193035,0
26031,STRIP BLOOD GLUCOSE TEST ONE TOUCH F/LIFE SCAN ELITE J&J #02307501,62645,20.08449991548,0
SMO12212,SCREW CANCELLOUS PARTIALLY THREADED 4.0X35MM CANNULATED S/STEEL IRENE #S56034035,56642,312.01768798200004,0
MS-L-000854,LAPROSCOPY PACK,32965,610.8473891520001,0
20195,SET SOLUTION ADMINISTRATION FOR INFUSION PUMP PA200L TERUMO,46846,1670.3983296000001,0
2405233722,DRESSING SURGICAL 9X20CM STERILE MOLNLYCKE #671100/30513/9008750,46854,72.275927724,0
MS-W-000404,WIRE GUIDE HYDROPHILIC COATED 0.035 (INCH DIA.) 180(LENGTH CM) ANGLED CORDIS #C3518RSA,61944,628.9913710080001,0
39675,CANNULA NASAL HIGH FLOW ADULT L # DREAGER-MP05513,56642,666.8993331,0
16088,CANNULA VENOUS SINGLE STAGE 32FR MEDTRONIC #66132,56642,877.7991222,0
MS-N-000694,NEEDLE FILTER BLUNT 18GX38MM BD#071-305211,16628,9.992003184457452,0
18823,MASK OXYGEN W/CONNECTOR ADULT #JM-Y1003M,57813,18.773501226480004,0
MS-S-011182,"SCREW  CANNULATED SUBTALER 12 MM , AUXIEN # 3.1734.000",56642,2693.24730675,0
19156,TRANSDUCER SINGLE KIT DISPOSABLE # 682002 DTXPLUS DT - 4812,99999,261.9856031569918,0
19311,TUBE ENDOTRACH REINFORCE 6.5 CUFF.SHERIDAN/MALLINK.#5-12613,47121,129.92627007360002,0
MS-S-011451 ,SET QUICK INFUSION  F/ INSULIN PUMP PARADIGM MEDTRONIC#MMT-396A SIZE 9MM 110C BOX OF 10,47691,2749.9972500000003,0
MS-W-000721,WASHER 4.5~7.0MM AUXIEN #TI-100.120,99999,134.5342654656,0
ME0000599009,CPAP BASIC SET WITH MASK HUMIDIFIER,37591,7979.992020000001,0
P15ACCUC15,ACCU-CHEK INSTANT SUGAR TEST STRIP X 50 .,62645,126.99987300000001,0
28708,EVERFLEX ENTRUST 5X80X150 MEDTRONIC #  EVX35-05-080-150,99999,10483.189516800003,0
MS-S-009643,SCREW CANNULATED CANCELLOUS 4.5X65MM PARTIALLY THREADED. IRENE # T56034565,56642,2051.997948,0
19979,CATHETER PREMICATH 28G 0.35X200MM VYGON #1261.20,10729,349.7265027,0
IP0021606,SET EKU ACCESSORY FOR PEDIATRIC USE # 8421275,99999,541.9945799999999,0
XR-S-000098,STENT SOLITAIRE PLATINUM RE-VASCULARIZATION DEVICE 4X20 MEDTRONIC # SFR4-4-20-10,46777,32400,0
SMC1084,PANTY PINK( M -XL ) NON STERILE .,31050,16.409998359,0
IP0030306,ATTUNE PS FB INSERT SIZE 4 5MM #151640405,99999,3150,0
SMD1355,NASAL PACK 8CM LONGX1.5CM HIGH MEROCEL #440410,99999,26.406135593838002,0
MS-V-000360,VARIABLE ANGLE DISTAL RADIUS PLATE 5 HOLE LEFT-AUXIEN #TI-546.005L,61688,1766.8643399999996,0
MS-B-000142,BALLOON PTCA 1.5X12MM SPRINTER LEGEND #SPL15012X,99999,986.5790134200001,0
P16BDMIC1,BD MICRO-FINE PLUS NEEDLES 0.23MM 32G 4MM X 100 .,99999,56.93133881328517,0
MS-S-004974,SHEATH URETERAL ACCESS SET NAVIGATOR 11/13F X 46CM F/FLEXIBLE SCOPE BOSTON SCIENTIFIC #250-204,64309,1242,0
XR-C-000144,CATHETER POWERPICCLINE SOLO 4F SL  BARD USA #6194355,10729,1080,0
MS-C-001092,CATHETER DIALYSIS TRIPLE LUMEN 12FRX16CM JUGULAR CURVED  #63818,61630,900,0
MS-S-000012,STENT DRUG ELUTING DIFFERENT SIZES  BRAND,48123,7650,0
MTNEU-0005,DRESSING SHEET 10X10CM ANTIMICROBIAL VULCOSAN SHEET PHARMAOZON #301,46854,167.27565072418201,0
MS-P-005205,PLATE TIBIA 10 HOLE LEFT-AUXIEN #TI-746.110L,61688,3436.7850000000003,0
MS-P-005307,"PLATE TUBULAR THIRD ONE 6 HOLE,AUXIEN#TI-702.306",61688,1688.346,0
SMI6208,PACEMAKER INT.VVIR W/LEAD & INTROD.SIGMA MEDTRONIC #SR203,31309,20589.192000000003,0
MS-S-009187,STENT GRAFT COVERA FLAIRED#BARD-USA BARD # AALEOXXXX,17184,11080.791,0
MS-S-009037,STENT ABRE FEMORAL VENOUS F/ ANGIOPLASTY ALL SIZES MEDTRONIC #AB9G1-060090,99999,9000,0
19092,CATHETER INTRA AORTIC BALLOON 7.5/8FR 40CC DATASCOPE #0684-00-0480-01/IAB-04840U.,99999,4382.096801040001,0
20512,CATHETER VENOUS ACCESS PORT SYSTEM ST201P CELSITE EPOXY 6.5F/ B.BRAUN #4430417,10759,651.168,0
MS-C-000626,CATHETER URETERIC 6FR STRAIGHT OPEN TIP COLOPLAST #ACP306,10759,287.84971215,0
MS-P-005363,PLATE PELVIC 6 HOLE -AUXIEN # TI-1125.06C,61688,1651.518,0
MS-B-001107,BALLOON RANGER PTA CATHETER 0.018 PACLITAXEL- COATED ALL SIZES BOSTON SCIENTIFIC #H749392198,47732,1872.7380000000003,0
SM537,CATHETER DIALYSIS DUAL LUMEN 12FRX15CM,37278,523.4943168000001,0
MS-P-004647,PLATE DISTAL FIBULA 4 HOLE LEFT AUXIEN #TI-584.004L,61688,3600,0
MS-M-000593,MULTI-SPAN TI CROSS CONNECTOR SPINECRAFT- USA #IX6-3750,47779,2369.073630924,0
MS-D-000302,DIAPER PEDIA X-LARGE ¿ UP TO 25KG,43583,9.109999089,0
21253,NEEDLE INJECTION HISTO SIZE 18 FOR ENDOSCOPY,99999,138.39839999999998,0
22874,SUTURE VICRYL VIOLET 2 75CM ETHICON #W9252/D&G 9836-81.,63492,80.496,0
SMI8600,MASK OXYGEN ADULT W/NEBULIZER SALTER LABS #8924,58810,33.9999966,0
SMA1179,ADULT DIAPER MEDIUM SIZE,11239,10.8,0
SMT1013,CANNULA IV VENFLON 20G B.D/DELTA/BROSCO/MAIS/BIO,64574,15.3,0
SMA1178,ADULT DIAPER SMALL SIZE # HARMONY,11239,9,0
SMQ1023,SYRINGE 50ML W/O NEEDLE LUER LOCK STERILE,63095,15.3,0
SMA1180,ADULT DIAPER LARGE SIZE,11239,12.6,0
MS-C-000324,CATHETER UMBILICAL ARTERY 5FR single lumen,10759,59.99994,0
18137,BANDAGE ELASTIC 10CMx5YDS LENKELAST,10284,24.003000000000004,0
SMT1017,CANNULA IV VENFLON 24G B.D/DELTA/BROSCO/BIOMED.,64574,19.8,0
SMC1036,CONTAINER URINE PLASTIC MALE DISP. 1000CC,40504,10.53,0
SMA2019,COTTON ROLL 500GM.,99999,25.515,0
SMT4274,CANNULA IV G26 POLYMED,99999,17.578799999999998,0
SMH1034,"SCALP VEIN SET G25x3/4"" BUTTERFLY STERILE #404765/6",47178,22.464000000000002,0
MS-G-000273,GLOVES SURGICAL SIZE 7.5 STERILE LATEX FREE / POWDER FREE SEMPERMED #827056,44855,8.54145,0
MS-C-000334,COTTON ROLL 250GR ABSORBENT,58232,58.96800000000001,0
SME1029,FACE MASK GREEN .,35177,7.5600000000000005,0
MS-I-000034,INFUSION SET NON-CORING WITH ANGLED NEEDLE 20G X 0.75,64145,47.25,0
MS-S-012105,SCREW CANCELLOUS 4.0X28 MM MPLANTCAST #57934026,56642,7281.36864,0
MS-S-004810,STENT DRUG ELUTING CRONARY XIENCE XPEDITION ABBOTT # 1120XXX-XX,48123,7670.128581818181,0
IP0029581,COVERED CORONARY STENT SYSTEM DIFFERENCE SIZE - BIOTRONIC,62301,13415.220000000001,0
17446,IFR / FFR PRESSURE WIRE,61944,7396.945920000001,0
IP0029739,BIOFREEDOM STENT BFR1-3048,46777,6934.636800000001,0
17509,PHENOM.21 MICROCATHETER,10759,9488.894688000002,0
IP0027060,STENT CASPER CAROTID ARTERY DIFFERENT SIZE # CPR-1030-143RX,46777,20432.412000000004,0
17513,REACT 71 CATHETER,10759,15479.1,0
MS-S-005130,STENT CORONARY DRUG SIROLIMUS ELUTING ORSIRO,58771,8010.43425,0
17521,SOLITTAIRE PLATINUM STENT 4MM X 20 MM,46777,39433.316832000004,0
16873,ICD SINGLE CHAMBER PRO MRI ELLIPSE VR DEVICE SYS. ABBOTT # CD1377-36QC,35852,68729.5293048,0
MS-T-000720,TIBIAL TRAY FIXED BEARING MODULAR COCR 3 J & J #1581-30-000,32831,7689.9348,0
MS-I-000035,IMPLANT FEMORAL POSTERIOR STABILIZED CEMENTED SIZE 3 RIGHT DEPUY SYNTHES SIGMA J&J# 1960-50-300,52747,13611.380399999998,0
MS-L-000171,LIGASURE BLUNT TIP LAPAROSCOPIC SEALER/DIVIDER 5~37CM COVIDIEN #LF1837,99999,3538.0800000000004,0
MS-S-003742,SCREW CERVICAL MULTI AXIAL VERTEX MAS 3.5MMX14MM SOFAMOR DENEK #6958714,46651,4706.2404,0
IP0030078,CANCELLOUS COARSE 15CC MAXXEUS COMMUNITY TISSUE 1102-12,64024,4276.35936,0
SM270,SURGICAL HAEMOSTAT 10X20CM (4X8 ) ETHICON # W1912/OXS20,60299,246.56486399999966,0
IP0030128,DRUG COATED BALLOON PREVAIL DCB PRV0200R10RX  2.00X10MM,34109,4843.2384,0
SMH2651,STAPLER PROTACK 5MM AUTOSUTURE COVIDIEN #174006,62382,1455.7548096000003,0
22823,ADMINISTRATION IV SET F/INFUSION PUMP TERUMO # TI* PU200L,16779,42.85588478248755,0
MS-O-000202,OBTURATO KIT COMPLETE ARIS TRANS TAPE TOT COLOPLAST # UR3105,33997,6356.750400000001,0
MS-S-007870,SUTURE ANCHOR 4.5X24MM BIOCOMPOSITE PUSHLOCK ARTHREX/SMITHNEPHEW #AR-1922BC/72203704,45027,2179.45728,0
MS-S-010852,SHELL POWER SIGNIA # SIGPSHELL,99999,1085.0112000000001,0
MS-A-000156,ANGIOPACK ADULT F/CATHLAB KIMAL #SA-K52408,47732,926.1977961600002,0
MS-S-000087,STAPLER CIRCULAR 33MM HEMORRHOIDS ETHICON #PPH03,46737,3760.9310793600007,0
MS-S-000752,SUTURE VICRYL PLUS 1 ETHICON # VCP371H,35615,30.27024000000001,0
P13SWABA1,SWAB ALCOHOL PHARMACY X 200 . (BOX),99999,12.658464000000002,0
IP0021460,VENTSTAR HEATED (N) # MP00308,99999,483.7164998399997,0
MS-H-000502,CEMENT BONE 40GM W/GENTAMYCIN 1GM DCPU CMW #C040140G/3015-040/3035-040/66031993,60762,4434.3936,0
MS-A-000119,ADMINISTRATION SET F.INFUSION PUMP TERUMO # TE*PA300WY01,13215,43.40044800000001,0
MS-S-005656,SUTURE ANCHOR 4.75MM X 19.1MM VENTED SWIVELOCK ARTHREX # AR-2324PSLC,56303,3822.9866438400036,0
MS-C-001707,CATHETERNUTRILINE2FR15CMVYGON#1252-15,99999,882.5213779200003,0
MS-P-002153,PLATE ADAPTION  MATRIXNEURO 20 HOLES 0.4MM PURE TITANIUM SYNTHES # 04.503.072,46642,2063.9082844224017,0
MS-A-000154,ABLATOR 90° MULTI-PORT ASPIRATING ARTHREX #AR-9811,46119,2378.800569600001,0
MS-T-001358,TUBING CUSTOM PACK ADULT MEDTRONIC #M960216D,36674,3117.0201753600004,0
MS-C-003809,CAGE CERVICAL ORIO SIZE 5 SPINE CRAFT # C7-100-25,38161,6145.824175545601,0
MS-B-000482,BALLOON CATHETER RELIANT 12FR MEDTRONIC #AB46,17184,13050.9252,0
IP0030083,NEBULIZER SOLO AERONEB AEROGEN AG/AS3200,99999,745.7184000000001,0
MS-P-005371,PLATE 8 HOLE CLAVICLE LEFT-AUXIEN#TI-526.008L,61688,4730.6878715376,0
SMH1285,SUTURE VICRYL 1 45CM ETHICON #W9335/VCP9335H.,99999,73.6505771148,0
MS-A-000461,AUTOSUTURE SURGINEEDLE 120MM COVIDIEN #172015,44829,82.32245784,0
IP0024825,HEADGEAR NEONATAL SIZE L DRAGER # MP3884,99999,179.589312,0
IP0027167,SUTURE BLUE W/TAPERED NEEDLE 26.5 MM 1/2 CIRCLE 2-0 FIBER WIRE ARTHREX # AR-7242,35685,291.374496,0
30442,SUTURE TRULENE/PROLENE 4/0 19MM CUTTING 8G75CX19,44829,21.377349132631572,0
18762,PACK DISPOSABLE SURGICAL KITS (C-SECTION),32965,197.56656863999999,0
IP0030528,URETERAL CATHETRR OPEN-END 020014 COOK,62207,251.48917584000006,0
MS-E-000635,ENDO CLINCH II 5MM # 174317,99999,737.5989600000001,0
IP0018784,WRAP AROUND HINGED KNEE M CAT # KE015 M,99999,1601.3777371200001,0
IP0031388,DISTAL FIBULA MPLATE 7 HOLDE RIGHT TI-584.007R,61688,5297.884704000001,0
19234,SUTURE PROLENE 3/0 ETHICON #W621/D&G 3490-41,99999,55.66809008880001,0
27335,DERMAGORE CREAM COLLAGENE,99999,142.02216,0
22350,FORCEPS BIOPSY 2.3 MM 180 CM 2.5 MM OVAL CUPS WITH SPIKE # GBF-02-23-180,99999,190.28220624000002,0
19601,DVT CONSUMABLE SIZE MEDIUM,99999,403.15968000000004,0
MS-S-008673,SHAVER TIP 3.8MMx13CM DISSECTOR ARTHREX/SMITH&NEPHEW #AR-8380DS-PC/72200095,61800,1090.3636800000002,0
IP0028883,HEAD BI MENTUM PFR PE LINER 4728 ATTUNE #DS10004728,99999,5875.136064,0
18102,"NUTRITIONAL FORMULA (NOVASOURCE RENAL) ORAL, LIQUID 237ML",99999,13.74408,0
IP0024827,FLOW NEONATAL BABY PLUS SIZE S DISPOSABLE DRAGER # MP03700,99999,208.45188000000002,0
IP0031230,CALCANEAL PLATE LEFT TI-797.069L,61688,2635.6197571200005,0
28681,BAG COLOSTOMY PAEDIATRIC 27 MM,61688,122.67049535999999,0
28685,BASE PLATE COLOSTOMY PAEDIATRIC 27 MM,61688,122.67049535999999,0
IP0019402,SNUGGLE WARM COMFORT QUILT BLANKET,99999,192.41712,0
MS-B-001646,BURR OVAL 8 FLUTE 4.0MM X 13CM ARTHREX No. AR-8400OBE,36224,952.0715106000001,0
IP0028611,PLATE 8 HOLE WITHOUT STRAIGHT STEM-ANTONHIPP GERMANY#12.000.08,61688,1318.6070352000002,0
MS-S-005527,SUTURE ANCHORE FIBERTAK 1.3MM # AR-3602 / OR EQUIVALENT  SMITH  NEPHEW #72203854,45027,2169.2739600000004,0
19679,SUTURE VICRYL 4/0 ETHICON #W9067,99999,43.39214507880001,0
IP0029259,VITAFOS 3 NUTRITIONAL CHILDREN 3 YEARS 400 G,99999,49.52450160000001,0
21254,SHORTS F/ COLONOSCOPY # GAC-40-01-000,10960,70.15951971000003,0
MS-S-008627,"SUTURE PROLENE 5/0,13MM X
75CM DOUBLE NEEDLE 
ETHICON # EPH8710H",44829,298.246536,0
22413,SET ACCESSORIES BREAST BUMP ARDO # 1284027,99999,508.5309600000001,0
IP0029893,"DUAL LUMEN URETERAL CATHETER 6, 10FR 50CM COOK 22610",10759,835.6400640000002,0
IP0022256,TUBE FEEDING SET GASTROSTOMY FR18X1.5CM MIC-KEY # 0120-18-1.5,35419,1776.4223400000003,0
MS-C-003828,COR-KNOT MINI COMBO KIT 4MMx17CM 12 QUICK LOAD PETERS No.031450,99999,2595.6107402400003,0
IP0019759,GUIDE LINER V3 CATHETER 6F,10759,8808.425105760001,0
6113007,EPIDURAL SET,61911,77.88312000000002,0
IP0019113,STOCKING ANTI EMBOLISM THIGH X LARGE ABOVE KNEE,99999,80.00625311999995,0
19984,CATHETER UMBLICAL VEIN 5FR 1 LUMEN,10759,144.31284000000002,0
IP0029366,E-VAC ENDOTRACHEAL TUBES  SIZE  7.0 #18870,31328,144.31284000000002,0
29367,E-VAC ENDOTRACHEAL TUBES  SIZE 7.5 #18875,31328,144.31284000000002,0
IP0029368,E-VAC ENDOTRACHEAL TUBES  SIZE 8.0 #18880,31328,144.31284000000002,0
IP0029369,E-VAC ENDOTRACHEAL TUBES  SIZE 8.5 #18885,31328,144.31284000000002,0
IP0029921,SUPPORT SPINE THORACOLUMBAR ASSORTED SIZE,41443,577.2513600000001,0
IP0031408,ET BUTTON ADJUSTABLE SUTU5RE BUTTON 800900500,99999,4618.010880000001,0
IP0018980,SUTURE VICRYL PLUS VIOLET 4-0 5X70CM M1.5USP4 NON NEEDLED # VCP1214E / UL-203,13906,80.56474272000004,0
IP0030976,NASAL HIGH FLOW CIRCUIT  -  INFANT  RT330,56643,733.9338720000001,0
IP0028622,NEEDLE KNEE SCORPION ARTHREX #AR-12990N,32847,2509.6690080000003,0
IP0031263,ET BUTTON ADJSUTABLE SUTURE BUTTON INTIAL 800900200,99999,2815.8596222400006,0
IP0031265,ET BUTTON ADJUSTABLE SUTU5RE BUTTON 800900600,99999,2815.8596222400006,0
MS-S-008971,DVT CONSUMABLE LARGE THIGH DVT40 ARJO,99999,304.66044000000005,0
21656,CLIP MEDIUM PREMIUM TITANIUM S AUTOSUTURE #134031/MCM20,35798,1264.4553600000004,0
21657,CLIP SMALL PREMIUM TITANIUM S AUTOSUTURE #MCS20/134046,35798,1264.4553600000004,0
IP0028882,STEM CORAIL2 STD SIZE 8 ATTUNE #3L92507,99999,9749.134080000002,0
MS-U-000040,URETROSCOPE FLEXIBLE PLASTIC DISP. 650 MM PUSEN MEDICAL # PU3022A,36654,7578.56736,0
MS-A-000016,AMPLATZER SEPTAL OCCLUDER 12MM AGA #9-ASD-012,46852,42559.78545000001,0
IP0029371,REMIUM SURGICLIP III 9.0 # 133650,99999,566.0928,0
17882,DIAGNOSTIC CATHETER JL3.5 6FR,10759,218.22877440000002,0
19982,CATHETER UMBLICAL VEIN 3.5FR 1 LUMEN,10759,165.11040000000003,0
MS-N-000792,NASAL PRONG X-LARGE F/CPAP DRAGER #8418417,35202,374.04676108800004,0
19553,"CELSITE PICC-CEL, CVC 5FR, 300PSI WITH LONG GUIDEWIRE & ACC",61944,1485.9936,0
MS-P-005343,PLATE OLECRON 6 HOLE LEFT-AUXIEN #TI-756.106L,61688,4127.76,0
17898,DIAGNOSTIC CATHETER JR4 6FR # 533-621,10759,207.0138470399997,0
19437,PENCIL ELECTROSURGICAL RELEANT DISPOSABLE VL# 2610/F4797,99999,30.698403840000037,0
22848,STAPLER PROXIMATE SKIN #PMW35/D&G 8037-12,35884,130.201344,0
MS-P-005442,PLATE DISTAL FEMORAL 7 HOLE RIGHT-AUXIEN #TI-748.107R,61688,2440.9921536,0
MS-P-001109,PLATE DISTAL TIBIAL 2.7/3.5 L 10HOLE SYNTHES #239.912,61573,8632.349107200003,0
19981,CATHETER UMBLICAL VEIN 5FR 2 LUMEN,10759,318.4272,0
IP0021832,PADS ZOLL DEFIBRILLATOR ADULT DISPOSABLE #F7951,99999,341.21809612800007,0
MS-W-000084,WIRE GUIDE 0.035X260CM ANGLED TIP TERUMO #RF*GA35263M,61944,462.30912000000006,0
MS-C-000944,CATHETER UMBILICAL DOUBLE LUMEN 5FR 40CM VYGON #1274-17,10759,831.2050656000001,0
22964,SUTURE VICRYL VIOLET UNDYED 5/0 45CM ETHICON #W9982.,63492,72.50044838400001,0
MS-B-001905,BIPOLAR CASE Implantcast #00169,47745,19727.201705702402,0
18498,STOCKING ANTI-EMBOLISM THIGH LARGE LENGTH 31-36CM,30878,43.40044800000001,0
MS-S-005841,STENT SELF EXPANDABLE F/ SFA FULL POPLITIAL LIFESTENT DIFF. SIZES BARD #EV1C,57959,13559.4,0
MS-B-001210,BALLOON DRUG COATED LUTONIX CORONARY DCB DIFF. SIZES BARD #9020,17521,15254.330399999999,0
39953,HEART VALVE AORTIC SIZE 25MM SORIN #R5-025/ART25LFA,60240,9835.309575000001,0
SMA1014,BABY DIAPER LARGE SIZE 10-20KG,35008,5.9075999999999995,0
MS-I-000234,IMPLANT CAPSTONE PEEK VBS 12 / 26 MM VERTE-STACK MEDTRONIC # 2991226INT,60762,7628.10048,0
SMJ1674,FILTER BACTERIAL F/VENTILATOR COVIDIEN/DRAGER #350/5879-MP01805,99999,81.99221184000001,0
MS-S-005445,SUTURE ANCHOR 15.5MMx2.9 BIOCMPOSITEPUSHLOCK ARTHREX #AR-1923BC,45062,2660.9899680000003,0
MS-C-003720,CARTRIDGE ARTICULATING RELOAD MEDIUM THICK COVIDIEN # SIGC60MT TRI 2.0,35615,2249.63548992,0
39866,SODALIME CLICABSORBER 800+ F/PRIMUS MACHINE,99999,381.45219840000004,0
