Code,Name,Gross Price,LOS ,Type,Discount
FMPSYA0000,PSYCHIATRIC CONSULTATION-IN-PT,160,,Cons,0
FMSUR-1003,SECOND OPINION CONSULTATION,160,,Cons,0
FMURO-0000,UROLOGY CONSULTATION - IN-PT.,160,,Cons,0
FMURO-0500,SECOND OPINION CONSULTATION,160,,Cons,0
FP007,NAGAH ABDELMAWGOUD,160,,Cons,0
IM004,GOEBELL,160,,Cons,0
IM011,AHMED ELSAYED YASSIN OMRAN,160,,Cons,0
IM027,MOHAMMAD ABOU RAYYA,160,,Cons,0
IM028,MOHAMMED KAMALELDIN MOHAMED REHAN,160,,Cons,0
IM034,ABDEL BASET MOHAMMED SALEH ABDELAAL,160,,Cons,0
IM035,ENTESAR  IMAM,160,,Cons,0
IM036,MAJED  ALGHANAM,160,,Cons,0
IM038,MANFRED  SINGER,160,,Cons,0
IM039,AHMED  NASSR,160,,Cons,0
IM040,ADIL  AL SHAREIF,160,,Cons,0
IM041,AMR MOHAMMED ABUL FOTOUH MANSOUR,160,,Cons,0
IM042,IBRAHIM  OMAR,160,,Cons,0
LB001,OSAMA MOUSTAFA HASSAN SOLIMAN EL FAYOUMY,160,,Cons,0
NM006,PROF IKUYA  NONAKA,160,,Cons,0
NM014,ZAKARIA MOHAMMED AHMED MOHAMED,160,,Cons,0
NM015,OSAMA AHMED MOHAMED ABDEL SALAM,160,,Cons,0
NM016,HELMUTH  STEINMETZ,160,,Cons,0
NM017,M. ALBAHAY  REDA,160,,Cons,0
NM018,MICHELE  TAGLIATI,160,,Cons,0
NS003,MOHAMMED MOSTAFA AL NAGGAR,160,,Cons,0
NS009,PROF BASSEM YOUSEF  SHEIKH,160,,Cons,0
NS011,FRANCOIS  ALESEH,160,,Cons,0
NS012,JORN ANDRE  HORACZEK,160,,Cons,0
NS013,THAER KHALID ALSHANTOOT,160,,Cons,0
NS014,ZAHER  ABDULRAHMAN,160,,Cons,0
NS015,ASHRAF AHMAD TAHA EL ZARIEF,160,,Cons,0
OB038,HAMED  MUHAMMED SHALABY,160,,Cons,0
OB040,SALMA SUMAIRA SYED DANISH ALI,160,,Cons,0
OB041,MOHAMED  AMER,160,,Cons,0
OB042,RASHA MOHAMMED FETOUH HASSAN,160,,Cons,0
OB043,NOHA ABDUL EL MOHSEN IBRAHIM,160,,Cons,0
OB045,SOHA MAHMOUD ABD AL MAGEED,160,,Cons,0
OB046,ISLAM MOHAMED MAGDI AMMAR,160,,Cons,0
OB047,JAVERIA ASIM,160,,Cons,0
OB048,SALWA  SAAD,160,,Cons,0
OC002,IHAB  NAKURI,160,,Cons,0
OC006,WALID HAMMAM  ABD MAHAF,160,,Cons,0
OC008,MOHAMED  AL SHERBEINY,160,,Cons,0
OC009,EHAB ANWAR MOHAMMED SHALTOUT,160,,Cons,0
OP009,KAMAL  SOLIMAN,160,,Cons,0
OP011,NIHAD  ABDELAAL,160,,Cons,0
OP012,RAIAH  MASREY,160,,Cons,0
OP013,NASRUDDIN  ZAFER,160,,Cons,0
OP014,AHMED  AZIZ,160,,Cons,0
OP015,AHMED HAMDI ABDULKADER ELSHAFEY,160,,Cons,0
OR001,KHALID  BATTERJEE,160,,Cons,0
OR004,MARTINI ABDUL KADER,160,,Cons,0
OR029,AYMAN MOHAMMED MUSTAFA AHMED ELMASRY,160,,Cons,0
OR031,WAHLER  GUIDO,160,,Cons,0
OR032,MAHMOUD MOHAMED ABDELRAOF ELTEMAMY,160,,Cons,0
OR033,PROF WERNER EDWARD SIBERT,160,,Cons,0
OR034,YASSER IBRAHIM IBRAHIM ELOKSH,160,,Cons,0
OR035,ARMIN  SKUGINNA,160,,Cons,0
OR036,AHMED ABDALLAH YOSIF,160,,Cons,0
OR037,AMIR MOKHTAR,160,,Cons,0
PD001,HANAN MOHAMMED HELMY,160,,Cons,0
PD010,SOHA MOHAMED GALAL ABDEL ALIM ELTAHAWY,160,,Cons,0
PD016,HANAN SAID YOUSEF,160,,Cons,0
PD024,AHMED  AWD SOLIMAN SALLAM,160,,Cons,0
PD025,Hassan Ali,160,,Cons,0
PD028,NABIL FARID BADRAN,160,,Cons,0
PD033,RABAH MOHAMED FAHMI MOHAMED ABDELAZIZ,160,,Cons,0
PD034,AHMED RASHAD ABDELNABI YOUSEF,160,,Cons,0
PD035,HISHAM ELSAYED ABDELAZIZ MOHAMED ELADLY,160,,Cons,0
PD036,MAHMOUD MOHAMED ABDELNABY GHALLAB,160,,Cons,0
PD038,SANAA MOHAMMED ELSADEK MOHAMMED AZAB,160,,Cons,0
PD039,MAHMOUD MOHAMMED SABER,160,,Cons,0
PD040,MOHAMMED SOBHY MOHAMMED MANSOUR,160,,Cons,0
PD041,HAZEM ELSAYED MOHAMED ABDEL,160,,Cons,0
PD042,MAHMOUD AHMED EL SAYED,160,,Cons,0
PD043,SOMAYA MOHAMMED AL SHEIKH,160,,Cons,0
PD044,MOHAMED AMER ALY AHMED AMER,160,,Cons,0
PD045,AHMED SAAD EL DEEN EBRAHIM,160,,Cons,0
PD046,MANSOUR  AL METAIRY,160,,Cons,0
PH003,MOHAMMAD BELTAGY EID SALAMA,160,,Cons,0
PL006,SALEH  KHAWAJA,160,,Cons,0
PL008,TAREK MAHMOUD YOUSSEF,160,,Cons,0
PL009,USAMA AHMED MOHAMED,160,,Cons,0
PT013,HANY EBEID HAMMAM AHMED,160,,Cons,0
PT014,EID ABDEL AZIZ,160,,Cons,0
PT016,ANAS EHSAN,160,,Cons,0
PT017,MUHAMMED MOSLEH SHEHATAH,160,,Cons,0
PT019,DALYA FOUAD ABDELREHIM ELLAWATY,160,,Cons,0
RR001,AMR ABD EL ZAHER,160,,Cons,0
S1,Consultant Consultation,160,,Cons,0
SG003,MOHAMMED MOHELDIN ALI,160,,Cons,0
SG004,MAHMOOD  SALAH,160,,Cons,0
SG010,HOREST BECKER,160,,Cons,0
SG012,EL SAYED ABDEL AZIM ABDDALLAH MOHD,160,,Cons,0
SG015,MAHMOUD ABOUL MAKAREM ABDEL HAMID,160,,Cons,0
SG017,SURGERY CONSULTANT EXTERNAL,160,,Cons,0
SG018,MARTIN  STORCK,160,,Cons,0
SG020,MOHAMMED KHALED AHMED KAFAFI AMMAR,160,,Cons,0
SG021,MARTIN  BOSSING,160,,Cons,0
UR016,AHMED MOHAMMED KHODARY ABOU SELEM RABIE,160,,Cons,0
UR017,ADEL FARAHAT ABD ELAZIZ MOHAMED MATAR,160,,Cons,0
UR019,AHMED ELDESOUKY YOUSEF ELDESOUKY ABDALLAH,160,,Cons,0
UR020,ADEL  EL BAKRY,160,,Cons,0
WD001,AHMED ABDULLAH ZAKI,160,,Cons,0
WD004,MOHAMED ABDULHAMID MADIAN,160,,Cons,0
XR005,AHMED  SAMI,160,,Cons,0
XR014,KHALED ROSHDY ABDELRAZEK SHOMAN,160,,Cons,0
XR016,YASSER MOHAMED MUSTAFA MAHFOUZ,160,,Cons,0
FMLAB-9842,PRE-OPER SCREEEN,700,,service,0
FMACU-1000,DAY CARE SUPERVISION,286,,service,0.15
FMACU-1001,DOCTOR S DAYCARE SUPERVISION,143,,service,0.15
FMACUA0002,ACUPUNCTURE THERAPY,286,,service,0.15
FMACUA0003,TRIGGER POINT INJECTION,286,,service,0.15
FMACUA0006,HYPNOSIS,179.3,,service,0.15
FMACUA0010,STELLATE GANGLION BLOCK,1716,,service,0.15
FMACUA0011,SIMPLE PER.NERVE INJECTION,1716,,service,0.15
FMACUA0016,ACUPUNCTURE PER SESSION,214.5,,service,0.15
FMACUA0017,ACUPUNCTURE COURSE 10 SESSIONS,1738,,service,0.15
FMACUA0018,ACUPUNCTURE COURSE 7 SESSION,1409.1,,service,0.15
FMACUA0019,ACUPUNCTURE COURSE 5 SESSION,1001,,service,0.15
FMACUA0020,MOXIBUSTION / STICK,214.5,,service,0.15
FMACUA0021,CUPPING - AREA,122.1,,service,0.15
FMACUA0022,TRIGGER POINT STIMULATION,179.3,,service,0.15
FMACUA0023,TRANSNERVE STIMULATION,300.3,,service,0.15
FMACUA0024,SLEEP INDUCING ACUPUNCTURE FOR INSOMNIA,300.3,,service,0.15
FMACUA0025,ACUPUNCTURE MEDEL,14.3,,service,0.15
FMACUA0026,ACUPUNCTURE FOR OBESCITY,572,,service,0.15
FMACUA0028,DEPILATION H REMOVAL 30 MINS,322.3,,service,0.15
FMADM-0001,LOST PIN CARD,14.3,,service,0.15
FMADM-0002,PIN CHARGE,36.3,,service,0.15
FMADM-0003,BREAK OF INSTRUMENT,2145,,service,0.15
FMANA-0017,INSERTION OF SUB-CLAVIAN CATH.,357.5,,service,0.15
FMCAR-0002,E.C.G.,128.7,,service,0.15
FMCAR-0003,E.C.G. WITH ERGOMETRY,1108.8,,service,0.15
FMCAR-0004,ECHO CARDIOGRAM 2D + M MODE,872.3,,service,0.15
FMCAR-0005,ECHO CARDIOGRAM 2D + M MODE + DOPPLER (FULL STUDY),1215.5,,service,0.15
FMCAR-0006,HOLTER MONITOR 24 HOURS ECG,872.3,,service,0.15
FMCAR-0007,TREADMILL EXERCISE STRESS TEST,872.3,,service,0.15
FMCAR-0009,E.C.G. FOR INPATIENT,157.3,,service,0.15
FMCAR-0010,VENOUS DUPLEX,314.6,,service,0.15
FMCAR-0011,SURFACE PACEMAKER(NON-INVASIVE,2367.2,,service,0.15
FMCAR-0012,EXTERNAL TEMPORARY PACEMAKER,2888.6,,service,0.15
FMCAR-0013,PERICARDIOCENTESIS,3153.7,,service,0.15
FMCAR-0014,ECHO M-MODE ONLY,451,,service,0.15
FMCAR-0015,HYPERTENSION CHECK-UP I,715,,service,0.15
FMCAR-0016,HYPERTENSION CHECK-UP II,1501.5,,service,0.15
FMCAR-0018,HYPERTENSION CLINIC,643.5,,service,0.15
FMCAR-0019,CARDIALOGY CHECK-UP (ABV-ROCK),500.5,,service,0.15
FMCAR-1000,DAY CARE SUPERVISION,165,,service,0.15
FMCAR-1001,DOCTOR S DAYCARE SUPERVISION,157.3,,service,0.15
FMCAR-1002,REPROGRAMING OF PERMANET PACEMAKER,900.9,,service,0.15
FMCAR-1003,CARDIOLOGY CHECK UP,1158.3,,service,0.15
FMCARS0001,CARDIO VERSION (DC SHOCK),1430,,service,0.15
FMCARS0002,TEMPORARY PACEMAKER,1430,,service,0.15
FMCARS0003,EXTERNAL PACEMAKER USE /DAY,214.5,,service,0.15
FMCARS0006,TRANSESOPHAGEAL ECHOCARDIOGRAP HY (TEE),1716,,service,0.15
FMCARS0007,PHARMACOLOGICAL TEST,1001,,service,0.15
FMCARS0008,PHARMACOLOGICAL STRESS ECHOCAR DIOGRAPHY,2145,,service,0.15
FMCARS0009,ABULATORY BP MONITORING,10010,,service,0.15
FMCARS0010,INTRA-AROTIC BALLOON INSERTION,2860,,service,0.15
FMCARS0011,INTRA-AORTIC BALLOON PUMP USE / DAY,858,,service,0.15
FMCARS0012,RIGHT HEART CATHETERIZATION,2145,,service,0.15
FMCARS0014,CORONARY ANGIOGRAPHY,2860,,service,0.15
FMCARS0020,STRESS TRANOESPHAGEAL ECHO,1716,,service,0.15
FMCARS0021,ECHO FULL STUDY,1144,,service,0.15
FMCAT-0001,EXTERNAL PACEMAKER USE/DAY,286,,service,0.15
FMCAT-0002,TEMPORARY PACEMAKER LEAD REPO,1430,,service,0.15
FMCAT-0009,CORONARY ANGIOGRAPHY,2860,,service,0.15
FMCAT-0042,HEMOCHROME ACT MACHINE,89.1,,service,0.15
FMDER-0002,PROSTATIC MASSAGE,93.5,,service,0.15
FMDER-0003,SVD INJECTION,50.6,,service,0.15
FMDER-0004,SKIN BIOPSY,336.6,,service,0.15
FMDER-0005,LYMPH NODE BIOPSY,500.5,,service,0.15
FMDER-0006,SKIN ALLERGY TEST PATCH,500.5,,service,0.15
FMDER-0008,CHEMICAL CAUTERY,85.8,,service,0.15
FMDER-0009,AUTO VACCINATION,93.5,,service,0.15
FMDER-0010,TESTICULAR BIOPSY,1487.2,,service,0.15
FMDER-0011,SKIN BIOPSY FOR EM,1658.8,,service,0.15
FMDER-0012,WOOD S LIGHT EXAM,93.5,,service,0.15
FMDER-0013,ELECTRO-CAUTERY,800.8,,service,0.15
FMDER-0014,INCISION & CRRETAGE,837.1,,service,0.15
FMDER-0015,BASED CELL CARCINOMA,4647.5,,service,0.15
FMDER-0016,SOLAR KERATOSIS,2788.5,,service,0.15
FMDER-0017,DISSEM SUPER KERATOSIS,2488.2,,service,0.15
FMDER-0018,BOWN S DESEASE,2788.5,,service,0.15
FMDER-0019,CALLOSITIES,929.5,,service,0.15
FMDER-0020,PLANTER WART,214.5,,service,0.15
FMDER-0021,TZANK SHEAR TEST,136.4,,service,0.15
FMDER-0022,PHOTOPATCH TEST,336.6,,service,0.15
FMDER-0023,SKIN PATCH TEST,500.5,,service,0.15
FMDER-0024,ICE CUBE TEST,371.8,,service,0.15
FMDER-0025,PATHOLOGY TEST,336.6,,service,0.15
FMDER-0026,URETHERAL SCRAPPING,165,,service,0.15
FMDER-0027,GONOZYME SWAB,429,,service,0.15
FMDER-0028,BUCCAL SMEAR,93.5,,service,0.15
FMDER-0029,LESION SMEAR,93.5,,service,0.15
FMDER-0030,VAPOSONE SESSION,165,,service,0.15
FMDER-0031,DERMO TEST,165,,service,0.15
FMDER-0032,PUVA THERAPY,243.1,,service,0.15
FMDER-0033,NARROW BAND THERAPY,185.9,,service,0.15
FMDER-0034,TRICHOGRAM,429,,service,0.15
FMDER-0035,DERMABRASION UNIT,1859,,service,0.15
FMDER-0039,PODOPHYLLIN APPLICATION,57.2,,service,0.15
FMDER-0040,PHENOL APPLICATION 40%,57.2,,service,0.15
FMDER-0041,INTRADERMAL INJECTION,107.8,,service,0.15
FMDER-0042,ELECTRO-CAUTERY PER/UNIT,85.8,,service,0.15
FMDER-0043,KERATOLITIC APPLICATION - FACE,257.4,,service,0.15
FMDER-0044,KERATOLITIC APPLICATION - ARM,422.4,,service,0.15
FMDER-0045,KERATOLITIC APPLICATION - LEGS,672.1,,service,0.15
FMDER-0047,ULTRAVIOLET EXPOSE,185.9,,service,0.15
FMDER-0048,ZYDERM IMPLANT TEST,551.1,,service,0.15
FMDER-0049,COLLAGEN APPLICATION - ACNE,257.4,,service,0.15
FMDER-0050,COLLAGEN APPLICATION - REGENE- RATION,257.4,,service,0.15
FMDER-0051,HERBAL MASK APPLICATION,185.9,,service,0.15
FMDER-0052,TOPICAL APPLICATION - ALOPECIA LOTION,107.8,,service,0.15
FMDER-0053,TOPICAL APPLICATION - VITILIGO LOTION,107.8,,service,0.15
FMDER-0054,ALOPECIA LOTION 2% - 100CC,1466.3,,service,0.15
FMDER-0055,ALOPECIA LOTION 3% - 100CC,2195.6,,service,0.15
FMDER-0056,ALOPECIA LOTION 5% - 100CC,3460.6,,service,0.15
FMDER-0057,OIL OF BERGAMOT 100CC,371.8,,service,0.15
FMDER-0058,INFRARED EXPOSURE,185.9,,service,0.15
FMDER-0059,ZYDERM IMPLANT INJECTION,2488.2,,service,0.15
FMDER-0061,SAMPLE FR. TESTISE BY NEEDLE,257.4,,service,0.15
FMDER-0062,PATHERGY,371.8,,service,0.15
FMDER-0063,DIATHERMY CURRETAGE,165,,service,0.15
FMDER-0064,URETHERAL IRRIGATION,93.5,,service,0.15
FMDER-0065,HAIR SHAFT,93.5,,service,0.15
FMDER-0068,SENSITIVITY TEST,422.4,,service,0.15
FMDER-0071,DEPILATION-SMALL AREA,271.7,,service,0.15
FMDER-0072,DEPILATION -MEDIUM AREA,536.8,,service,0.15
FMDER-0073,DEPILATION-LARGE AREA.,886.6,,service,0.15
FMDER-0075,PUVA/NBUVB THERAPY (PKGD 10 SESSIONS),1573,,service,0.15
FMDER-0076,CAPILSTIMULATOR PER SESSION,271.7,,service,0.15
FMDER-0077,CAPILSTIMULATOR PACKAGE DEAL (10 SESSIONS ).,1738,,service,0.15
FMDER-0083,OCCLUSIVE DRESSING SMALL,85.8,,service,0.15
FMDER-0084,OCCLUSIVE DRESSING MEDIUM,122.1,,service,0.15
FMDER-0085,OCCLUSIVE DRESSING LARGE,243.1,,service,0.15
FMDER-0087,DERMOJECT INJECTION,85.8,,service,0.15
FMDER-0089,INTRALESIONAL INJECTION,85.8,,service,0.15
FMDER-0090,SUBCUTANEOUS INJECTION,85.8,,service,0.15
FMDER-0091,I.V. INJECTION,122.1,,service,0.15
FMDER-0092,WOUND DRESSING SMALL,28.6,,service,0.15
FMDER-0094,WOUND DRESSING LARGE,71.5,,service,0.15
FMDER-0096,HYPERPIGMENTATION COURSE,1658.8,,service,0.15
FMDER-0098,B.H. ELECTRO - CAUTERY,922.9,,service,0.15
FMDER-0099,DOPPLER PROCEDURE,214.5,,service,0.15
FMDER-0100,LASER THERAPY APPLICATION FOR DERMA. & ACUPUNCTURE 10 SESS.,2739,,service,0.15
FMDER-0101,LASER THERAPY APPLICATION FOR DERMA.& ACUPUNCTURE 7 SESSION,1558.7,,service,0.15
FMDER-0102,LASER THERAPY APPLICATION FOR DERMA. & ACUPUNCTURE 5 SESSION,1201.2,,service,0.15
FMDER-0103,ACU BLITZ ACUPUNCTURE THERAPY 10 SESSIONS,1830.4,,service,0.15
FMDER-0104,ACU BLITZ ACUPUNCTURE THERAPY 7 SESSIONS,1287,,service,0.15
FMDER-0105,ACU BLITZ ACUPUNCTURE THERAPY 5 SESSIONS,922.9,,service,0.15
FMDER-0106,EUROPEAN ACNE - FACIAL,922.9,,service,0.15
FMDER-0107,THERMAL HOT - MASK TREATMENT FOR MATURE SKIN,465.3,,service,0.15
FMDER-0108,HOT OIL SCALP TREATMENT 10 SES,1658.8,,service,0.15
FMDER-0109,HOT OIL SCALP TREATMENT 5 SESS,922.9,,service,0.15
FMDER-0110,HOT OIL SCALP TREATMENT PER SESSION,286,,service,0.15
FMDER-0111,DESINCRUSTATION LARGE AREA,651.2,,service,0.15
FMDER-0112,DESINCRUSTATION MEDIUM AREA,465.3,,service,0.15
FMDER-0113,DESINCRUSTATION SMALL AREA,286,,service,0.15
FMDER-0114,STRETCH MARK TREATMENT 10 SESS,2488.2,,service,0.15
FMDER-0115,STRETCH MARK TREATMENT 5 SESS.,1415.7,,service,0.15
FMDER-0116,STRETCH MARK TREATMENT PER TREATMENT,422.4,,service,0.15
FMDER-0117,CELLULITE TREATMENT 10 SESSION,2488.2,,service,0.15
FMDER-0118,CELLULITE TREATMENT 5 SESSIONS,1415.7,,service,0.15
FMDER-0119,CELLULITE TREATMENT PER TREAT.,422.4,,service,0.15
FMDER-0124,UVL 15 SESSIONS,1658.8,,service,0.15
FMDER-0125,NARROW BAND REGIONAL 1ST COURSE 15 SESSIONS,1658.8,,service,0.15
FMDER-0126,NARROW BAND REGIONAL 2ND COURSE 15 SESSIONS,1166,,service,0.15
FMDER-0128,LASER THERAPY CELLOTHERM SOFT LASER UNILASER 10 SESSIONS,1830.4,,service,0.15
FMDER-0129,LASER THERAPY CELLOTHERM SOFT LASER UNILASER 7 SESSIONS,1287,,service,0.15
FMDER-0130,MICROPUNCTURE TATTOOING LARGE P.D.,2488.2,,service,0.15
FMDER-0131,MICROPUNCTURE TATTOING MEDIUM P.D.,1658.8,,service,0.15
FMDER-0132,MICROPUNCTURE TATTOING SMALL P.D.,837.1,,service,0.15
FMDER-0133,LASER TREATMENT LARGE AREA,3003,,service,0.15
FMDER-0134,LASER TREATMENT MEDIUM AREA,2616.9,,service,0.15
FMDER-0135,LASER TREATMENT SMALL AREA,829.4,,service,0.15
FMDER-0136,LASER TEST DOSE,165,,service,0.15
FMDER-0137,ADD L FEE FOR COM.OR OVER 3HRS,837.1,,service,0.15
FMDER-0138,LIQUID NIRTOGEN APPL. SMALL,85.8,,service,0.15
FMDER-0139,LIQUID NITROGEN APPL. MEDIUM,165,,service,0.15
