`,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,17609,PLATE LOCKING HUMERUS LATERAL DISTAL 2.7/3.5TYP II 3 holes?65mm LL # A71770306,0,consumable,61573,3000.517,0.03,,OK,0.15
,,17670,INFLATION DEVICE KIT #1003326/91600012/AC2205P,0,consumable,47489,673.4399999999999,0.03,,OK,0.15
,,17786,STENT CORONARY DRUG ELUTED 3.5 X 22 MM #  MEDTRONIC /RSINT35022X,0,consumable,56285,8607.06,0.03,,OK,0.15
,,17791,STENT CORONARY DRUG ELUTED 2.5 X12MM  # ENSP25012X MEDTRONIC,0,consumable,56285,10758.83,0.03,,OK,0.15
,,17808,SOLUTION ALPHADINE 10% POV. ODINES,0,consumable,13913,802.130236,0.03,,OK,0.15
,,17856,SCREW CORTICAL TITANIUM 3.5X40MM IRINE#T50003540,0,consumable,56642,375.95,0.03,,OK,0.15
,,18101,CATHETER FOLEY BALLOON 2WAY 16FR 30ML SILICONE.,0,consumable,32031,51.3498,0.03,,OK,0.15
,,18130,CATHETEREMBOLECTOMY4CH80CMRUSCH#337000/300480/54148,0,consumable,58174,1526.887,0.03,,OK,0.15
,,18206,STENT CORONARY DRUG SIROLIMUS ELUTING ORSIRO 2.75X35 BIOTRONIK #391236,0,consumable,58760,10902.262986614998,0.03,,OK,0.15
,,18268,SCREW LOCKING 2.7?14MM SELF TAPPING IRENE #T50092714,0,consumable,56642,937.44,0.03,,OK,0.15
,,18386,STENT CORONARY DRUG SIROLIMUS ELUTING ORSIRO 2.25X26 BIOTRONIK # 264489,0,consumable,99999,8893.962,0.03,,OK,0.15
,,18498,STOCKING ANTI-EMBOLISM THIGH LARGE LENGTH 31-36CM,0,consumable,30878,55.2,0.03,,OK,0.15
,,18499,WOUND DRAINAGE 14CH MEDINORM #50-11-505/50-22-505E,0,consumable,11305,55.2,0.03,,OK,0.15
,,18548,SODIUM CHLORIDE 0.9% F/IRRIGATION 2000ML.,0,consumable,64871,227.85,0.03,,OK,0.15
,,18573,"STENT URETERAL JJ BIOSOFT 6 FR X 26 CM ,COLOPLAST # BCAA64",0,consumable,47035,2062.62106,0.03,,OK,0.15
,,18584,"DRAPE STERILE 48x118"""" F/ZEISS OPMI MD #326071-0000/326070/4862UK",0,consumable,62934,1171.8,0.03,,OK,0.15
,,18629,SCREW ROUND DELTA TAPERED INTERFERENCE 10x28MM ARTHREX # AR-5028P-10,0,consumable,56642,1836,0.03,,OK,0.15
,,18663,SUTURE ANCHOR 5.5x14.7MM CORK SCREW ARTHREX #AR-1927BCF,0,consumable,99999,3791.8881,0.03,,OK,0.15
,,18667,CATHETER THORACIC W/TROCAR 32CH 40CM,0,consumable,99999,55.2,0.03,,OK,0.15
,,18668,CATHETER TROCAR CHESTDRAIN 28CH 40CM ARGYLE #8888-561068/211-28,0,consumable,99999,55.2,0.03,,OK,0.15
,,18704,BAG FILTRATE 10LTR #5029011 FMC,0,consumable,58868,239.085,0.03,,OK,0.15
,,18814,SCREW LOCKING 3.5 X 30MM CHM # 3.5200.030,0,consumable,99999,1385.6535000000001,0.03,,OK,0.15
,,18819,SUTURE ANCHOR BIO COMPOSITE 4.5X14MM ARTHREX # AR-1927BCF-45,0,consumable,65038,4781.7,0.03,,OK,0.15
,,18835,"SCREW LOCKING NAIL 5X35MM, CHM # 3.5159.035",0,consumable,47875,3125.1825,0.03,,OK,0.15
,,18837,TRANSDUCER SINGLE KIT DISPOSABLE BD #682002.,0,consumable,45275,367.3698,0.03,,OK,0.15
,,18841,"WIRE GUIDE 0.35x150/145CM ""J"" TIP #007042/SCH38025",0,consumable,99999,165.6,0.03,,OK,0.15
,,18844,TUBING RESPIRATORY SYSTEM INTERSURGICAL #2010/70156/1780/7,0,consumable,37704,138.7452,0.03,,OK,0.15
,,18856,CATHETER EMBOLECTOMY 3CH 80CM RUSCH #337000/54138/300380,0,consumable,58174,1526.887,0.03,,OK,0.15
,,18994,"TROCAR K-WIRE TIP 1X250MM, CHM # 311025",0,consumable,35685,512.66,0.03,,OK,0.15
,,19031,VALVE MITRAL TISSUE MOSAIC CINCH 31MM MEDTRONIC# 310C31,0,consumable,99999,32599.243992000003,0.03,,OK,0.15
,,19038,WIRE GUIDE COUGAR XT 0.014X190CM J TIP,0,consumable,35094,2267.433,0.03,,OK,0.15
,,19057,WIRE KIRSCHNER 2.0X300MM IRINE #E06032,0,consumable,35685,243.81,0.03,,OK,0.15
,,19092,CATHETER INTRA AORTIC BALLOON 7.5/8FR 40CC DATASCOPE #0684-00-0480-01/IAB-04840U.,0,consumable,99999,9154.69,0.03,,OK,0.15
,,19229,"TAPE DURAPORE DERMICEL 3""X10YDS DAMAD #876058/4/ 3M#1538-3",0,consumable,16866,147.6682,0.03,,OK,0.15
,,19234,SUTURE PROLENE 3/0 ETHICON #W621/D&G 3490-41,0,consumable,99999,136.71,0.03,,OK,0.15
,,19248,MESH PROLENE 30X30CM 1 ETHICON #PML1,0,consumable,99999,1690.673,0.03,,OK,0.15
,,19362,PROLENE MESH SIZE 15X15CM,0,consumable,99999,838.3788,0.03,,OK,0.15
,,19429,CLOTH WHITE F/WRAPPING DEAD BODIES 100% COTTON 150CMX20YDS,0,consumable,14077,110.5,0.03,,OK,0.15
,,19434,SUTURE MONOCRYL PLUS 4/0 LENGTH 45CM. W/NDL ETHICON # MCP496H,0,consumable,99999,107.5883,0.03,,OK,0.15
,,19495,COVER STERILE F/CAMERA 13X250CM KARL STORZ #538X/31401,0,consumable,17977,102.53,0.03,,OK,0.15
,,19609,SHROUD KIT ADULT DISP,0,consumable,99999,358.6275,0.03,,OK,0.15
,,19664,GLYCINE 1.5% SOL. IRRIGATION 2000ML #FBG-E-0507-2000,0,consumable,37207,119.5425,0.03,,OK,0.15
,,19679,SUTURE VICRYL 4/0 ETHICON #W9067,0,consumable,99999,135.8,0.03,,OK,0.15
,,19806,DRAIN CHEST 2 BTL.SET STRL.DKNTL#A-8000/COVIDIEN#8888-571299,0,consumable,37475,1070.134,0.03,,OK,0.15
,,19827,AIRWAY NASOPHARYNGEAL SIZE 8 PORTEX #100/210/080,0,consumable,42422,182.28,0.03,,OK,0.15
,,19859,TRANSDUCER DOUBLE KIT DISP. OHMEDA BD #071-682032,0,consumable,14119,747.1406,0.03,,OK,0.15
,,19934,BALLOON MAVERICK 1.5X15 TM,0,consumable,47732,2647.013,0.03,,OK,0.15
,,19943,BALLOON MAVERICK 2.0X20MM BOSTON #302752020,0,consumable,47732,3027.15,0.03,,OK,0.15
,,19975,"CONNECTOR STRAIGHT 3/8x3/8"" GISH #EC2130S/CP7161",0,consumable,60538,119.5425,0.03,,OK,0.15
,,19976,CATHETER GUIDING 6FR JL4 #LA6JL40/1981507/007-060002,0,consumable,44088,1112.832,0.03,,OK,0.15
,,20017,BALLOON DILATOR URETERAL KIT 5FR 75CM BOSTON/ALLWIN #225-100/UBD5/4,0,consumable,34926,1290.6915840000001,0.03,,OK,0.15
,,20028,FILTER1.2µmPARENTERALNUTRITIONLIPIPORNEO#NLF1E/NLF2E/VM0090IP,0,consumable,35072,95.151,0.03,,OK,0.15
,,20033,STENT URETERAL DOUBLE PIGTAIL 4.5/26CM,0,consumable,99999,1458.4185,0.03,,OK,0.15
,,20086,STENT DRUG ELUTING 2.75 X 26 MM,0,consumable,56285,10316.52,0.03,,OK,0.15
,,20236,MASK FACE PARTICULATE RESPIRATOR N95#093-3395/1860.,0,consumable,64822,58.1532,0.03,,OK,0.15
,,20252,SOLUTION MULTIBIC 2KMMOL 5000ML #9670201,0,consumable,99999,522.3024,0.03,,OK,0.15
,,20428,MULTIFILTRATE KIT 4 CVVHDF600 #5038931,0,consumable,44057,1621.8261696000004,0.03,,OK,0.15
,,20508,CATHETER TRIPLE LUMEN CVC 7FR 20CM 14G #MC3L-8S/ML-37020-A,0,consumable,10729,220.8,0.03,,OK,0.15
,,20509,TRANSDUCERDOUBLEKITDISPOSABLEBD#682032,0,consumable,45275,635.6418,0.03,,OK,0.15
,,20512,CATHETER VENOUS DUAL STAGE 34/46FR MEDTRONIC #91246/RDS-41134/4936,0,consumable,34905,788.256,0.03,,OK,0.15
,,20551,CATHETER PERITONEAL CSF MEDTRONIC/BMI #43522/03105M,0,consumable,45694,2519.37,0.03,,OK,0.15
,,20552,CATHETER VENTRICULAR CSF MEDTRONIC #41101/01101,0,consumable,61798,2519.37,0.03,,OK,0.15
,,20892,VALVE CSF FLOW CONTROL 16MM BURR HOLE MEDTRONIC #42544.,0,consumable,35965,3155.72,0.03,,OK,0.15
,,21502,SCREW LOCKING 3.5MM 3.5X10 T50093510,0,consumable,56642,1648.0125999999998,0.03,,OK,0.15
,,21582,MESH PROLENE 15X15CM ETHICON # PVMM1.,0,consumable,99999,2220.103,0.03,,OK,0.15
,,21597,CARTRIDGE PROXIMATE RELOAD UNIT 75MM#TCR75,0,consumable,64256,1528.819,0.03,,OK,0.15
,,21598,STAPLER PROXIMATE LINEAR CUTTER 55MM #TLC55,0,consumable,59870,1987.2,0.03,,OK,0.15
,,21599,STAPLER PROXIMATE LINEAR CUTTER TITANIUM #TLC75,0,consumable,59870,1987.2,0.03,,OK,0.15
,,21635,SUTURE PROLENE 4/0 90CM ETHICON/PETER #W8761/20S151/EH7585H,0,consumable,99999,55.2,0.03,,OK,0.15
,,21649,SUTURE CHROMIC GUT 0 45CM ENDOLOOP #EJ10G/EL10G,0,consumable,99999,802.1664,0.03,,OK,0.15
,,21656,CLIP MEDIUM PREMIUM TITANIUM S AUTOSUTURE #134031/MCM20,0,consumable,35798,1656,0.03,,OK,0.15
,,21657,CLIP SMALL PREMIUM TITANIUM S AUTOSUTURE #MCS20/134046,0,consumable,35798,1656,0.03,,OK,0.15
,,21666,SUTURE PROLENE BLUE 7/0 60CM ETHICON/PETER #W8702/20SO5A,0,consumable,61353,165.6,0.03,,OK,0.15
,,21797,PLATE 3.5MM LCP DISTAL HUMERUS 7X80 IRINE #A70990708,0,consumable,61573,4291.695,0.03,,OK,0.15
,,22152,CATHETER DUAL LUMEN KIT 11.5FRX13.5CM KIMAL#13817-005/13817-009,0,consumable,61630,1075.883,0.03,,OK,0.15
,,22187,POWDER FOR BABY,0,consumable,61949,149.4281,0.03,,OK,0.15
,,22213,WATER STERILE F/INJECTION 1000ML IV SET,0,consumable,58672,65.75,0.03,,OK,0.15
,,22216,WATER STERILE F/INJECTION 500ML IV.,0,consumable,44707,110,0.03,,OK,0.15
,,22273,CARTRIDGE ACT MEDTRONIC #402-03,0,consumable,56195,159.5,0.03,,OK,0.15
,,22359,SHOWER GEL DETOLL 300ML,0,consumable,61949,89.65688,0.03,,OK,0.15
,,22425,SUTURE VICRYL PLUS 2-0 70CM ROUND BODY ETHICON #VCP317H/W9121,0,consumable,63492,55.2,0.03,,OK,0.15
,,22759,PLATE SCOTCH ADULT 3M DISPOSABLE #1149/83-122-67/400-2700/1201,0,consumable,99999,62,0.03,,OK,0.15
,,22835,"BAG SPECIMEN RETREIVE 4x6"" ETHICON #POUCH/EP236",0,consumable,45130,1510.272,0.03,,OK,0.15
,,22848,STAPLER PROXIMATE SKIN #PMW35/D&G 8037-12,0,consumable,35884,144.66816,0.03,,OK,0.15
,,22861,SUTURE VICRYL 3/0 75CM VIOLET ETHICON #W9114/VCP311H/D&G 9813-41,0,consumable,63492,193.67,0.03,,OK,0.15
,,22866,"SURGICAL HAEMOSTAT 2x3"" #W1913T/1953",0,consumable,38771,843.5,0.03,,OK,0.15
,,22867,"SURGICAL HAEMOSTAT 10x20CM (4x8"") ETHICON #W1912/1902GB.",0,consumable,38771,928.5882,0.03,,OK,0.15
,,22874,SUTURE VICRYL VIOLET 2 75CM ETHICON #W9252/D&G 9836-81.,0,consumable,63492,89.44355,0.03,,OK,0.15
,,22876,SUTURE VICRYL 2/0 ETHICON #W9150/D&G 9833-51/9832-51,0,consumable,17471,87.42,0.03,,OK,0.15
,,22964,SUTURE VICRYL VIOLET UNDYED 5/0 45CM ETHICON #W9982.,0,consumable,63492,92.2116,0.03,,OK,0.15
,,24023,CARTRIDGE PROXIMATE RELOAD UNIT 55MM #TCR55,0,consumable,64256,1430.122,0.03,,OK,0.15
,,24092,SUTURE VICRYL PLUS 1 VIOLET 70CM ETHICON #VCP353H/W9368/VCP359.,0,consumable,44829,86.1672,0.03,,OK,0.15
,,24096,SUTURE VICRYL UNDYED 3/0 45CM ETHICON/PETER #W9511T/18120J/D&G-9608-41,0,consumable,63492,87.89423999999997,0.03,,OK,0.15
,,24098,SUTURE PROLENE BLUE 3/0 90CM ETHICON #W8522,0,consumable,61353,55.2,0.03,,OK,0.15
,,24329,SUTURE PROLENE BLUE 6/0 60CM ETHICON/PETER #W8707/20S07A,0,consumable,99999,115.9476,0.03,,OK,0.15
,,25415,CONTRAST MEDIA F/CT OMNIPAQUE 300MGx50ML,0,consumable,99999,80.95927,0.03,,OK,0.15
,,31328,NEEDLE INJECTION VESICALE 35CM COLOPLAST#NBI035,0,consumable,47443,1408.894,0.03,,OK,0.15
,,31368,BREATHING CIRCUIT VENTSTAR MRI 3M #MP00327,0,consumable,37704,484.1471,0.03,,OK,0.15
,,31496,SCREW CORTICAL 3.5*26MM OSTEONIC #S1F.35260,0,consumable,56642,878.85,0.03,,OK,0.15
,,31677,GUIDE WIRE HYDROPHILIC X-PEDION 0.010X200CM EV3 # 103-0605-200,0,consumable,35094,3871.703094,0.03,,OK,0.15
,,36486,VASOPRESSIN 20 U/ML VAIL,0,consumable,99999,62.928,0.03,,OK,0.15
,,36495,SCREW LOCKING 3.5X16MM CHM #3.5200.016,0,consumable,56642,1203.195232,0.03,,OK,0.15
,,38539,MASKLARYNGEALSIZE2DISPOSABLE#321200000/8002000,0,consumable,45036,145.0692882639,0.03,,OK,0.15
,,38994,SUTURE ETHIBOND EXCEL 2-0 GR/WH 10x75CM W/PLEDGET NEEDLE 26MM ETHICON #W10B77,0,consumable,17245,1227.0148800000002,0.03,,OK,0.15
,,39047,AORTIC PUNCH 4.0MM QUEST #RCC-40/DP-40K,0,consumable,47914,880.992,0.03,,OK,0.15
,,39112,"SHEATH NEURON MAX  6FR, PENUMBRA # PNML6F088904M",0,consumable,63564,6574.838,0.03,,OK,0.15
,,39153,BREATHING SYSTEM PEDIATRIC 15MM #,0,consumable,99999,55.2,0.03,,OK,0.15
,,39629,TIBIAL WEDGE 2/10MM IMPLANTCAST,0,consumable,48067,4482.844,0.03,,OK,0.15
,,39662,INFUSION SET WINGED NON-CORING 20GX0.75' BARD #2205220,0,consumable,17180,191.268,0.03,,OK,0.15
,,39674,CANNULA NASAL HIGH FLOW ADULT M# DREAGER-MP05512,0,consumable,35201,851.73948714855,0.03,,OK,0.15
,,39707,PLATE DISTAL FIBULA 6 HOLES CHM # 3.7029.606,0,consumable,61573,9862.256,0.03,,OK,0.15
,,39805,"CHLORAPREP ORANGE TINT 26-ML ,APPLICATOR BARD # 260815",0,consumable,63615,239.085,0.03,,OK,0.15
,,39953,HEART VALVE AORTIC SIZE 25MM SORIN #R5-025/ART25LFA,0,consumable,60240,13343.25,0.03,,OK,0.15
,,43198,SCREW MULTIAXIAL 6.5x35MM TI #SD-75446535,0,consumable,46651,8490.8058,0.03,,OK,0.15
,,43199,SCREW SET CDH LEGACY 5.5MM TI #SD-7540020,0,consumable,46651,993.9974399999999,0.03,,OK,0.15
,,43716,CUFFNIBPNEONATALSIZE2DISPOSABLE#1008B/K30/NN2ST,0,consumable,37326,193.4622,0.03,,OK,0.15
,,43717,CUFF NIBP NEONATAL SIZE 3 DISPOSABLE #1008B/K30/NN3ST.,0,consumable,37326,193.4622,0.03,,OK,0.15
,,43979,IV ADM,0,consumable,99999,62.928,0.03,,OK,0.15
,,43980,IVP 01,0,consumable,99999,2517.12,0.03,,OK,0.15
,,44343,TROCAR DILATING TIP 12MM ETHICON #D12LT,0,consumable,47457,2422.8006,0.03,,OK,0.15
,,45747,MULTIFILTRATE KIT 6 MPS2 #5038951,0,consumable,99999,2649.6,0.03,,OK,0.15
,,46155,STENT URETERAL LITHO 6FR 26CM BOSTON/ACMI/COLOPLAST #192133/5636026/ACB164.,0,consumable,99999,1311.8781999999999,0.03,,OK,0.15
,,46922,CATHETER BALLOON KIT NEPHROSTOMY 30FR BOSTON #210-118/210-117,0,consumable,61503,2432.002,0.03,,OK,0.15
,,47268,COLOMYCIN 2 MILLION IU INJ,0,consumable,99999,62.928,0.03,,OK,0.15
,,47363,SUTURE S/S MONO WIRE 7 45CM W/NDL 4S ETHICON #M624G (PKT/4),0,consumable,15971,110.4,0.03,,OK,0.15
,,47540,PHASEAL INFUSION ADAPTOR C100,0,consumable,99999,284.81,0.03,,OK,0.15
,,47595,BALLOON SPRINTER NC 2.5x12MM MEDTRONIC #NCSP2512MM,0,consumable,47732,2053.44,0.03,,OK,0.15
,,47830,OPPO 1084 WRIST THUMB SUPPORT,0,consumable,42874,112.0146,0.03,,OK,0.15
,,47840,OPPO 2123 BACK KNEE SUPP,0,consumable,64099,130.893,0.03,,OK,0.15
,,48216,CAUTERY EYE LOW TEMPERATURE OASIS #3501-A,0,consumable,35029,110.4,0.03,,OK,0.15
,,48519,WIRE PTCA RUNTRHOUGH TERUMO NS #TW-AS418XAZ,0,consumable,35094,1603.008,0.03,,OK,0.15
,,48573,SLOW K 600 MG X 100 TAB,0,consumable,99999,196.65,0.03,,OK,0.15
,,48756,SUTURE ETHIBOND 2/0 75CM ETHICON #W10B55,0,consumable,99999,1368.339,0.03,,OK,0.15
,,49089,"PATTIESSURGICAL1x1""FABCO/CODMAN#35503310/80-1403",0,consumable,16340,66.0744,0.03,,OK,0.15
,,50547,RESTRAINTLIMBSOFT,0,consumable,44851,317.1516,0.03,,OK,0.15
,,50563,SUTURE PDS II PLUS VIO 1 150CM LOOP ETHICON#PDP9238T,0,consumable,44829,258.8052,0.03,,OK,0.15
,,50583,SOLUTION BETADINE/POVIDINE 10% 200~250ML.,0,consumable,50583,52.854,0.03,,OK,0.15
,,50639,TUBING CUSTOM PACK SET MEDTRONIC #M960446C,0,consumable,35441,10707.3225,0.03,,OK,0.15
,,50818,SCREW LOCKING 3.5x16MM SELF TAPPING SYNTHES No.213.016,0,consumable,99999,1288.98,0.03,,OK,0.15
,,7112009,F-Relfex - Each Nerve,,Service,96052-00-01,305.55,0.15,,OK,0.15
,, FMDNTC108, Arthrocentesis (Two Side),2,Package,96215-00-10,9000,0,,OK,0
,,2019-0736,ACCU-CHECK INSTANT KIT.,0,consumable,60740,377.568,0.03,,OK,0.15
,,44-82-03,CANCIDAS50MGVIALX1VIAL,0,consumable,99999,2886.698,0.03,,OK,0.15
,,CAR-0009,"Ptca Sv +  One Stent (Drug Eluting), Sr.12500 Will Be Charged Every Other Stent",1 ccu/ 1 ward,Package,38306-00-00,39502.575000000004,0,,OK,0
,,CAR-0015,THORACOSCOPY THERAPEUTIC,4 Days,Package,38436-00-00,16500,0,,OK,0
,,CAR-0017,Thoracotomy For Evacuationof Haemothorax And Lobectomy,5 Days,Package,38418-00-00,33000,0,,OK,0
,,CAR-0021,Insertion of swanz ganz catheter,,Service,49560-03-01,17463.600000000002,0.15,,OK,0.15
,,CAR-0022,OPEN LUNG BIOPSY WITHOUT HISTOPATH,0,Package,38418-02-01,8700,0,,OK,0
,,CAR-0023,PERCUTANEOUS TRANSTHORACIC NEEDLE ASPIRATION,0,Package,30216-02-00,2400,0,,OK,0
,,CAR-0025,Cath Lab With Ptca Multi-Vessel (Without Stent Price) (2-3 Days).,,Service,11700-00-00,9313.5,0.15,,OK,0.15
,,CAR-0027,Single Valve Replacement +Valve Cost,5,Package,38562-02-00,65117.850000000006,0,,OK,0
,,CAR-2101,Intra Cardiac Tumor Excision,2 days,Package,38456-00-00,17640,0,,OK,0
,,CMTAI0002,Tai Chi Service (8 Sessions),,Service,95550-03-00,900,0.15,,OK,0.15
,,CONS,Consultation,0,Consultation,83600-00-00,180,0,,160,0
,,DNT-0001,I & D Facial Abscess L.A.,2,Package,97379-00-00,5000,0,,OK,0
,,DNT-0002,Removal Of Arch Bars & Wires,2,Package,45823-00-00,15280.650000000001,0,,OK,0
,,DNT-0003,Removal Of Facial Foreign Bodies,2,Package,92087-00-00,935,0,,OK,0
,,DNT-0004,Closure Of  Facial Laceration,2,Package,97377-00-00,12000,0,,OK,0
,,DNT-0005,Excision Of Minor Salivary Gland ( Mucocele ),2,Package,90138-00-00,12000,0,,OK,0
,,DNT-0006,Removal Of Salivary Stone,2,Package,30266-02-00,12000,0,,OK,0
,,DNT-0007,Frenectomy Lip / Tongue G.A.,2,Package,30278-00-00,1615,0,,OK,0
,,DNT-0008,I & D Facial Abscess  G.A.,2,Package,97379-00-00,6221.25,0,,OK,0
,,DNT-0009,Closed Reduction Of Nasal Bone Fractures,1,Package,47738-00-00,3360,0,,OK,0
,,DNT-0010,Closure Of Deep/Multiple Facial Lacerationg.A,3,Package,30035-00-10,15000,0,,OK,0
,,DNT-0011,Excision Of Localized Oral Tumor With Histopathology,1,Package,90141-01-00,15000,0,,OK,0
,,DNT-0012,Closed Reduction Of Midface Fractures,2,Package,90681-00-00,26453.7,0,,OK,0
,,DNT-0013,Closure Of Oro-Antral Fistula,3,Package,41722-00-01,6512.1,0,,OK,0
,,DNT-0014,Orif Frontal Bone Fractures,1,Package,90530-00-00,30000,0,,OK,0
,,DNT-0015,Orif - Midface Fractures  - Unilateral,1,Package,90530-02-00,30000,0,,OK,0
,,DNT-0016,Orif - Mandibular Condyle Fracture,1,Package,47789-00-01,15750,0,,OK,0
,,DNT-0017,Closed Reduction Of Mandibular  Fracture  & Imf,2,Package,47756-00-01,8400,0,,OK,0
,,DNT-0018,Reduction & Fixation Of Alveolar Bone Fracture,1,Package,90530-00-00,14910,0,,OK,0
,,DNT-0019,Removal Of Facial / Mandibular Plates,1,Package,47930-00-01,30000,0,,OK,0
,,DNT-0020,Excision Of Sublingual Gland,1,Package,30259-00-00,30000,0,,OK,0
,,DNT-0021,Excision Of Facial Benign Cutaneous Neoplasm + Histop. G.A.,2,Package,92514-99-00,30000,0,,OK,0
,,DNT-0022,Excision Of Facial Cyst G.A.,1,Package,30223-03-01,30000,0,,OK,0
,,DNT-0023,Enuculation Of Maxillary / Mandibular Cyst,2,Package,30283-00-00,30000,0,,OK,0
,,DNT-0024,Orif - Midface Fractures  - Bi-Lateral,3,Package,90530-03-00,37000,0,,OK,0
,,DNT-0025,Orif Orbital Floor Fracture ( Blow Out ),3,Package,45590-00-01,24150,0,,OK,0
,,DNT-0026,Orif - Mandibular Fracture  - Unilateral,3,Package,47777-00-01,14883.75,0,,OK,0
,,DNT-0027,Midface Osteotomy Le Fort  I,2,Package,45753-00-00,19950,0,,OK,0
,,DNT-0028,Superficial Parotidectomy,3,Package,30253-00-00,5720,0,,OK,0
,,DNT-0029,Primary Repair Of Cleft Lip Or Palate,2,Package,45677-00-00,11350.237500000001,0,,OK,0
,,DNT-0030,Secondary Repair Of Cleft Lip Or Palate,2,Package,45710-00-00,37000,0,,OK,0
,,DNT-0031,Orbital Reconstruction,3,Package,45590-00-01,50000,0,,OK,0
,,DNT-0032,Orif - Mandibular Fracture  - Bilateral,3,Package,47789-00-02,21000,0,,OK,0
,,DNT-0033,Facial Bone Grafting & Reconstruction,3,Package,45647-00-00,50000,0,,OK,0
,,DNT-0034,Midface Osteotomy Le Fort  Ii,2,Package,45753-00-00,23100,0,,OK,0
,,DNT-0035,Reconstruction Of Maxillary Cleft - Unilateral,2,Package,52122-02-00,11025,0,,OK,0
,,DNT-0036,Mandibular Osteotomy,2,Package,45720-00-00,11550,0,,OK,0
,,DNT-0037,Excision Of Parotid Gland,3,Package,30247-00-00,14558.25,0,,OK,0
,,DNT-0038,Revision Of Cleft Lip Or Palate Repair,2,Package,45695-00-00,50000,0,,OK,0
,,DNT-0039,Mandibular Condylectomy,2,Package,45611-00-00,33075,0,,OK,0
,,DNT-0040,Excision Of Benign Tumor Mandible Or Maxillary Bone,4,Package,45825-01-00,60000,0,,OK,0
,,DNT-0042,Reconstruction Of Maxillary Cleft - Bilateral,2,Package,52122-03-00,12810,0,,OK,0
,,DNT-0043,Excision Of Malignant Tumour Mandible Or Maxillary Bone,4,Package,30241-00-01,65000,0,,OK,0
,,DNT-0044,Excision Of Huge Maxillary Cyst +Intranasal Antrostomy - 3 Days,3,Package,45825-01-00,44000,0,,OK,0
,,DNT-0045,Fronto-Basal Repair - 5 Days,5,Package,90007-01-00,40000,0,,OK,0
